label,score 0,score 7,score 4,score 6,score 3,score 1,score 5,f16,score 9,f18
0.0,1.0,4.5802759999999985e-37,2.51e-43,5.714899999999998e-41,4.8786802e-27,1.4971212999999999e-25,0.0,1179.1005821458646,1.58072e-40,1592.4888880161648
0.0,1.0,0.0,0.0,0.0,0.0,1.9127734e-33,0.0,1115.984688476184,0.0,1509.8802229021592
0.0,1.0,0.0,0.0,0.0,0.0,2.9306763e-23,0.0,1107.4302625691073,2.7e-43,1519.8520565872388
0.0,1.0,0.0,0.0,0.0,1.607544e-39,1.8908702999999998e-19,0.0,1101.8210527403637,2.6791362e-34,1502.2930577381528
0.0,1.0,0.0,0.0,0.0,0.0,5.454532e-20,0.0,1196.5477434168395,1.6443266e-35,1650.0403595134894
0.0,1.0,0.0,0.0,0.0,0.0,1.0881455e-18,0.0,1226.1178767744984,5.999999999999998e-45,1663.3227465486468
0.0,1.0,0.0,0.0,0.0,1e-45,9.7808214e-20,0.0,1128.5254294502781,0.0,1529.9450780425464
0.0,1.0,0.0,0.0,0.0,0.0,1.3029314e-25,0.0,1246.8571409395065,7.346699999999998e-41,1719.5410804601831
0.0,1.0,0.0,0.0,0.0,4e-45,4.8969830000000004e-15,0.0,1207.3863884916236,4.1904856e-28,1663.5684271749085
0.0,1.0,0.0,0.0,0.0,4.089999999999999e-43,3.344042200000001e-22,0.0,1147.2476046646507,1.1926499999999999e-40,1578.0899664930298
0.0,1.0,0.0,0.0,0.0,0.0,2.7456664e-25,0.0,1202.1092686391178,0.0,1633.3753580337243
0.0,1.0,0.0,0.0,0.0,0.0,7.674554e-23,0.0,1188.530110511026,0.0,1631.063380165697
0.0,1.0,0.0,0.0,0.0,0.0,3.6549598e-23,0.0,1180.1884443257768,7.3e-44,1602.698637446756
0.0,1.0,0.0,0.0,0.0,0.0,1.3055142e-24,0.0,1153.756060766682,0.0,1558.612799134671
0.0,1.0,0.0,0.0,0.0,0.0,1.4756617000000002e-23,0.0,1157.2573792737835,8.125e-42,1560.1129042795017
0.0,1.0,0.0,0.0,0.0,1.5682939999999998e-39,1.5924788e-19,0.0,1165.4581525082926,1.7829108e-37,1574.4887205101002
0.0,1.0,0.0,0.0,0.0,0.0,1.5950428999999996e-21,0.0,1157.0066979061348,0.0,1601.606294102937
0.0,1.0,0.0,0.0,0.0,0.0,1.4278552e-17,0.0,1191.757786346999,4.884e-42,1649.2966175337895
0.0,1.0,0.0,0.0,0.0,2.3056e-41,1.7061773999999999e-16,0.0,1153.8942776106367,1.5068056e-38,1536.7425644243951
0.0,1.0,0.0,0.0,0.0,0.0,3.4385983e-33,0.0,1081.2142699949322,0.0,1486.2969908096313
0.0,1.0,0.0,0.0,0.0,0.0,1.5571604999999995e-14,0.0,1200.389960889795,2.7657605e-36,1653.0378395292776
0.0,1.0,0.0,0.0,0.0,0.0,1.167151e-19,0.0,1181.388697897512,1.6171e-40,1582.4850643163368
0.0,1.0,0.0,0.0,0.0,0.0,4.1705014e-29,0.0,1143.6507754824966,2.7e-44,1536.674578346953
0.0,1.0,0.0,0.0,0.0,2.0365539999999997e-35,1.9013462e-09,0.0,1161.407825864476,3.312603e-31,1546.7669713221924
0.0,1.0,0.0,0.0,0.0,0.0,3.487534e-23,0.0,1142.1111568563372,2.0637226999999999e-35,1555.1730543946674
0.0,1.0,0.0,0.0,0.0,6.6086246e-35,5.2649545e-21,0.0,1247.4295147277385,2.5643024e-34,1718.9414891113834
0.0,1.0,0.0,0.0,0.0,0.0,1.7060296e-14,0.0,1136.0081994484335,5.2113829999999985e-36,1549.8514416961789
0.0,1.0,0.0,0.0,0.0,0.0,1.1771094e-25,0.0,1240.78316041593,0.0,1722.7090241196274
0.0,1.0,0.0,0.0,0.0,1.8999999999999998e-42,3.088560600000001e-14,0.0,1175.3326648179311,2.622894e-39,1589.4703822006002
0.0,1.0,0.0,0.0,0.0,0.0,1.1664168e-26,0.0,1082.887501318188,0.0,1459.1396226945621
0.0,1.0,0.0,0.0,0.0,6.333560999999999e-39,1.953009e-10,0.0,1205.385236409335,4.7826e-41,1651.0725732323779
0.0,1.0,0.0,0.0,0.0,7.75e-43,1.20409e-19,0.0,1190.5609119360474,0.0,1628.7016522241877
0.0,1.0,0.0,0.0,0.0,0.0,4.243130599999998e-22,0.0,1116.0160125776847,1.3000000000000002e-44,1505.2489798627425
0.0,1.0,0.0,0.0,0.0,2.1999999999999999e-44,3.0760743000000003e-21,0.0,1198.5332432219936,8.504355999999998e-39,1595.7132259617865
0.0,1.0,0.0,0.0,0.0,0.0,9.536343999999999e-18,0.0,1187.8922179744704,6.594999999999999e-42,1585.8660036147091
0.0,1.0,0.0,0.0,0.0,1.44e-42,7.217225999999998e-23,0.0,1170.3836106571084,0.0,1602.8292615536914
0.0,1.0,0.0,0.0,0.0,0.0,6.174938500000001e-16,0.0,1210.996417235232,4.46e-42,1676.4587354333844
0.0,1.0,0.0,0.0,0.0,0.0,1.0161104e-18,0.0,1108.1726416921272,1e-45,1511.2195873395651
0.0,1.0,0.0,0.0,0.0,0.0,7.730898e-34,0.0,1132.051418116789,0.0,1557.3003483722641
0.0,1.0,0.0,0.0,0.0,0.0,2.3199405e-22,0.0,1152.5125082885056,7.105948000000001e-33,1553.900657084302
0.0,1.0,0.0,0.0,0.0,0.0,1.1779949e-24,0.0,1133.4036373662352,1.2938e-41,1575.4511793177273
0.0,1.0,0.0,0.0,0.0,0.0,3.266595e-19,0.0,1273.0411822142325,0.0,1771.4414209216889
0.0,1.0,0.0,0.0,0.0,0.0,1.7382946e-18,0.0,1206.0258500376801,6.621233499999998e-30,1683.3923441139639
0.0,1.0,0.0,0.0,0.0,9.8e-43,3.4214186e-18,0.0,1167.8459000299024,1.5643756999999999e-30,1591.3770120989773
0.0,1.0,0.0,0.0,0.0,1.4999999999999996e-43,3.0809853999999997e-27,0.0,1148.0666220703158,1.88e-43,1560.8242151877487
0.0,1.0,0.0,0.0,0.0,1.696e-42,1.4721804e-13,0.0,1227.0467177642427,5.0332722999999995e-29,1675.1855833406846
0.0,1.0,0.0,0.0,0.0,0.0,4.2163977000000004e-13,0.0,1228.449913042566,3.188e-41,1690.2204435780588
0.0,1.0,0.0,0.0,0.0,1e-45,1.3610795000000002e-13,0.0,1160.2583345888252,2.1469659e-33,1570.006117879896
0.0,1.0,0.0,0.0,0.0,0.0,7.2230484e-20,0.0,1216.3957540491858,3.7905083999999996e-38,1675.0520177725302
0.0,1.0,0.0,0.0,0.0,9.289678e-39,2.7638848e-20,0.0,1163.1742121518746,3.012415e-36,1555.2099628988205
0.0,1.0,0.0,0.0,0.0,0.0,8.412126300000001e-20,0.0,1100.5133545272834,3.0372096999999996e-37,1507.9191603722907
0.0,1.0,0.0,0.0,0.0,0.0,2.9297634e-28,0.0,1153.4563105601508,3.2607e-40,1564.8762116952441
0.0,1.0,0.0,0.0,0.0,0.0,5.3722875999999994e-33,0.0,1325.2539263437516,0.0,1835.5568983184287
0.0,1.0,0.0,0.0,0.0,1.4009299999999996e-40,3.7591527000000005e-12,0.0,1202.6894446056003,6.3770939999999995e-34,1641.2600301905009
0.0,1.0,0.0,0.0,0.0,0.0,3.1003096e-19,0.0,1199.9595250927334,2.936452e-37,1615.288924722927
0.0,1.0,0.0,0.0,0.0,2.9363e-41,1.0966998e-20,0.0,1225.59457214061,4.6328257e-26,1683.635259929325
0.0,1.0,0.0,0.0,0.0,0.0,3.052545e-35,0.0,1098.735223273037,0.0,1476.8754543821788
0.0,1.0,0.0,0.0,0.0,2.3700000000000003e-43,4.2049494e-26,0.0,1222.6836938794029,1.2732e-41,1652.9875957161441
0.0,1.0,0.0,0.0,0.0,2.8441615000000005e-24,1.4214554999999994e-14,0.0,1140.9776624229296,1.8057467e-35,1540.2763769898208
0.0,1.0,0.0,0.0,0.0,6.8198699999999995e-40,3.0865321999999993e-23,0.0,1228.06446868112,0.0,1738.9610479682017
0.0,1.0,0.0,0.0,0.0,0.0,3.183094e-12,0.0,1322.663921262705,2.4127441e-36,1804.1682761820505
0.0,1.0,0.0,0.0,0.0,2.16e-43,4.7876904e-14,0.0,1187.9729835982566,1.0203299999999999e-40,1591.1375402618046
0.0,1.0,0.0,0.0,0.0,0.0,2.3648238999999994e-28,0.0,1194.3981134386352,0.0,1637.5851306952154
0.0,1.0,0.0,0.0,0.0,0.0,5.393801e-28,0.0,1228.4044658638534,0.0,1719.046339622352
0.0,1.0,0.0,0.0,0.0,0.0,1.8592555e-34,0.0,1237.6961860777806,0.0,1706.0466377553325
0.0,1.0,0.0,0.0,0.0,0.0,9.11228e-27,0.0,1146.627791646776,0.0,1581.7637834482266
0.0,1.0,0.0,0.0,0.0,0.0,1.2399649e-17,0.0,1151.9116892244326,5.26e-42,1526.204390818278
0.0,1.0,0.0,0.0,0.0,0.0,5.662914e-18,0.0,1115.924925443364,1.7273899e-38,1539.894977423216
0.0,1.0,0.0,0.0,0.0,2.4633095e-35,6.865631e-17,0.0,1167.9121908829711,2.7096923999999995e-35,1579.0904947952906
0.0,1.0,0.0,0.0,0.0,1.6720680999999994e-37,1.1454145e-12,5.6899999999999994e-43,1149.3928928024663,1.1154274e-30,1553.7829058466834
0.0,1.0,0.0,0.0,0.0,0.0,1.1144826999999998e-16,0.0,1140.4462056912516,1.3007154999999998e-34,1538.6773579181229
0.0,1.0,0.0,0.0,0.0,3.2e-44,5.9772865e-17,0.0,1104.7793917046727,1.2249e-41,1493.3853323354779
0.0,1.0,0.0,0.0,0.0,6.999999999999999e-45,2.8503597e-19,0.0,1135.5485338381422,1.2281e-41,1555.3698457360904
0.0,1.0,0.0,0.0,0.0,1e-45,7.847879999999998e-19,0.0,1159.3664475218586,3.3672e-41,1559.674187999132
0.0,1.0,0.0,0.0,0.0,2.0782160999999996e-38,3.1200655e-18,0.0,1168.161934518299,4.505193e-36,1570.7927592311291
0.0,0.99999964,0.0,0.0,0.0,2.1444468e-38,3.071768e-07,1e-43,1149.1446275688882,2.3418372999999997e-24,1591.9988773195637
0.0,1.0,0.0,0.0,0.0,1.3000000000000002e-44,1.4420566e-29,0.0,1149.4996443699415,0.0,1547.0030692646808
0.0,1.0,0.0,0.0,0.0,0.0,2.3991315e-30,0.0,1214.7902982531336,0.0,1648.7469097324765
0.0,1.0,0.0,0.0,0.0,0.0,8.0019616e-27,0.0,1301.417472023314,0.0,1813.0367238581064
0.0,1.0,0.0,0.0,0.0,0.0,3.7740873e-24,0.0,1267.7925563101935,0.0,1773.3282230616787
0.0,1.0,0.0,0.0,0.0,1.4466505999999996e-38,5.0727679999999997e-14,0.0,1135.7030197011304,2.0722877e-37,1545.6236629742841
0.0,1.0,0.0,0.0,0.0,0.0,1.3062408e-25,0.0,1244.7721740765546,0.0,1713.6594440611616
0.0,1.0,0.0,0.0,0.0,0.0,2.613778e-22,0.0,1192.0437643822636,2.9999999999999997e-44,1638.998869992522
0.0,1.0,0.0,0.0,0.0,1.4156208999999995e-38,2.9489708e-13,0.0,1227.9312954646218,4.7609316999999995e-31,1672.9644559239105
0.0,1.0,0.0,0.0,0.0,5.9031399999999996e-40,2.2586911e-14,0.0,1181.3886859723266,3.8999999999999997e-44,1595.4132378872919
1.0,8.826782000000003e-08,2.6336401e-24,5.4095423999999986e-27,4.1729603e-31,1.5588515e-16,0.99999535,2.2571613e-17,2657.121307241038,1.2633066e-09,2909.494281025803
1.0,3.7305792e-06,4.1967442e-17,1.704838e-21,2.5324363e-25,7.2637415e-13,0.9999801,5.8751276e-12,2640.5493835165357,5.9756903e-06,2883.9631235045117
1.0,3.1779002999999994e-08,8.754121e-19,5.549719e-21,4.776607e-21,7.727239e-15,0.9999862,3.546194e-14,2673.416588032668,1.110451e-06,2927.637877306293
1.0,3.893152e-05,3.4417521e-18,2.5842927e-24,1.4204783e-26,6.945808000000001e-15,0.9999478,3.4408122e-15,2625.69493581536,1.4849046e-06,2885.69588082921
1.0,2.884961e-09,7.5403975e-21,5.3015815e-24,1.4027629e-28,1.3248790000000001e-12,0.99999523,7.7247196e-14,2668.075643614716,4.1126255e-11,2917.750288760183
1.0,2.0948740000000004e-08,5.147209e-21,5.206856e-26,7.880851599999998e-25,5.9030556e-15,0.99990404,1.312283e-18,2647.533776613795,8.561411e-09,2898.3744084667715
1.0,4.5804804e-09,1.1307492e-12,7.882738e-13,7.1851784e-20,1.1773697e-10,0.99996173,3.1656447999999986e-08,2669.8438994843204,1.9820199e-07,2913.9134077138538
1.0,2.960672e-08,5.8173567e-13,5.3687186e-19,4.1487879999999994e-24,1.3824057e-12,0.99999213,1.1772792e-11,2659.5042646572874,2.0526281e-07,2896.978484567205
1.0,2.7051790000000005e-09,3.6494939999999996e-18,3.4665544e-21,8.95382e-25,4.1423879999999994e-15,0.9934262,1.3526345e-10,2663.225294340241,0.0065709003,2908.871501581992
1.0,1.8022773e-08,8.300294e-21,1.0208969e-24,8.6606333e-26,1.8157732e-14,0.9999876,8.701960999999999e-19,2688.2504826180552,2.5568076e-12,2926.222921094291
1.0,1.8397444e-07,1.3909201e-18,5.286422999999998e-22,9.427978e-24,8.806116999999999e-12,0.9996487,1.1324376e-18,2667.150798819881,3.2988442999999998e-12,2908.7659888055273
1.0,1.2035757e-06,1.0305604e-17,1.9505917999999998e-19,1.3009741e-22,1.6994297e-11,0.99990284,8.700725e-19,2665.8817264401137,2.4135884e-12,2907.359715568243
1.0,5.08787e-09,1.0947269e-17,4.069553e-21,1.4736240999999998e-29,3.6025463e-16,0.99999464,2.343653e-13,2659.247153950194,2.2418482999999998e-08,2904.095831027043
1.0,9.6658134e-08,2.902287e-19,1.1778386e-28,1.5663244e-33,2.9419727e-17,0.9999989,4.097281e-14,2646.6086890039082,2.8563266e-08,2891.8459230684643
1.0,1.8682264e-06,2.3250536e-16,1.7769907e-16,7.168584e-16,2.5502027e-09,0.99708337,7.768186e-11,2641.2874499483632,2.0449933e-07,2886.062389199468
1.0,0.00022532984,2.6520912e-19,4.5973042e-26,1.0014472e-24,4.525218e-11,0.99822503,1.5674014999999998e-13,2651.0340187774977,6.479178000000001e-07,2892.707703975835
1.0,9.188399e-07,4.0467394999999996e-20,8.057663e-22,2.2230105e-21,3.1406774e-12,0.99996483,2.967817e-19,2619.771494929357,1.113324e-12,2869.8348925682612
1.0,2.960629e-08,8.577093e-28,2.3975176e-34,5.875427499999998e-38,5.0004356e-21,0.99999285,1.8082222e-20,2636.1369017615043,6.8666545e-06,2885.974016564215
1.0,1.6903292e-09,8.0163785e-18,9.935464e-23,1.9889127e-27,7.0784087e-15,0.9999988,3.3571476e-17,2666.2707770080706,4.961645e-10,2925.270232883598
1.0,1.2271377e-06,6.7268284e-18,3.0792032e-25,4.9349066e-28,3.1363987e-13,0.9999888,2.3035568e-14,2658.097908411827,2.9624275e-06,2910.3466512364284
1.0,7.3305195e-08,6.4190783e-18,1.0441442e-23,1.1908266999999998e-24,1.1035302e-16,0.9999926,8.374676400000002e-14,2628.5541631176143,5.5953547e-07,2869.5399719727857
1.0,3.73443e-08,5.558377e-19,5.1418165999999994e-26,1.7622455999999995e-29,3.9311866e-15,0.99999523,8.821354500000001e-17,2640.6269530325712,2.7554388e-09,2886.3964647328803
1.0,2.9290375e-09,3.0666368e-21,4.593241e-26,7.598940999999998e-31,1.0443169999999999e-16,0.9999981,2.0374457e-18,2621.975598026293,1.2257326000000002e-08,2871.179866004545
1.0,3.683361e-06,1.2073751e-20,8.423185999999999e-27,6.561638999999999e-26,7.7880645e-12,0.99960476,5.189738599999998e-13,2609.7130443952483,1.02833e-08,2860.795604935893
1.0,4.3661026e-09,3.9523628e-19,2.6587226e-24,5.5157506e-26,2.3425700000000002e-14,0.99999464,4.5401293e-18,2625.2845926374825,1.4270903e-10,2870.5554068537244
1.0,0.00011017442,3.3367758e-19,9.347007e-21,1.2170496e-19,5.160187e-09,0.9987281,3.6781678e-16,2668.3159990652985,3.0646045000000003e-11,2916.2775215901675
1.0,2.0221552e-07,2.4342726e-18,4.594173e-23,1.0178008999999999e-22,1.8846283e-12,0.9999629,3.492063e-16,2676.481324243077,2.4550613e-09,2911.9276404130633
1.0,4.190627e-06,8.423135699999999e-26,5.3034623e-31,7.687204e-30,6.4504734999999994e-15,0.99999106,1.107783e-18,2709.296982432811,3.5087766e-10,2942.2138810829674
1.0,6.784839e-06,2.6616668e-18,3.7048417e-19,3.599899e-24,2.6852743e-12,0.9997557,1.4167832000000002e-14,2653.5020134335746,3.9494774e-10,2897.7065974273387
1.0,3.2242966e-09,2.9353864e-20,2.0882791999999997e-25,1.0024547e-29,5.5090970000000004e-14,0.99999833,5.256118e-13,2671.273108775726,4.311667e-08,2914.1995348618093
1.0,0.0004355203400000001,2.3032793e-23,2.2101324e-28,4.0964385e-28,2.7091457999999996e-13,0.99932003,5.51299e-21,2620.5113582185713,2.439106900000001e-13,2870.5091560921
1.0,6.368163e-12,4.4891324e-20,1.9884207e-26,7.132701e-30,1.6982925e-16,0.9999988,4.424824e-16,2701.502253819748,1.1107329e-06,2942.6964035759943
1.0,2.8399072e-07,7.1404893e-23,2.6855381e-28,2.6914440000000004e-29,1.600982e-14,0.99996126,7.205713400000002e-18,2643.6377766783385,1.4250850000000002e-09,2884.122167014494
1.0,2.018822e-06,1.5280676e-23,6.2148175e-28,1.6063574e-30,6.5050466e-15,0.99999297,5.292475e-17,2686.203693615384,1.0693706e-08,2935.9804238606603
1.0,2.1793232000000003e-06,4.2038424e-30,4.8410568e-34,3.0129422999999997e-33,2.0360417e-16,0.99998665,8.592384e-24,2714.714467844705,4.948512e-11,2949.4423745614367
1.0,0.013076524,5.202013e-16,1.4563291999999998e-20,2.3211405e-22,4.367262000000001e-12,0.9867432,1.9678382e-15,2692.9113976965327,1.0308951e-09,2946.763311047189
1.0,1.6316422e-07,5.5619433e-14,5.0064116999999995e-17,4.8344173e-19,1.5990579e-11,0.9998921,6.333088000000001e-11,2699.213008538626,7.897348e-06,2955.89726144684
1.0,4.4228322e-11,2.3056403e-21,2.5107764e-25,2.6483645999999995e-29,5.9771753e-16,1.0,1.2346448e-18,2677.559098347271,4.187092e-12,2917.074087811728
1.0,7.983269e-09,1.3817248999999998e-25,9.176105999999999e-29,1.7847188e-32,2.057994e-18,0.9999925,3.4818837999999994e-16,2646.791422003142,4.845581e-09,2891.9006577879195
1.0,2.3676414e-09,2.3143886e-16,1.1988742e-20,1.1198842e-21,1.1866351e-12,0.99998903,5.2269816999999995e-11,2686.6399506607763,1.4295637e-07,2933.535623314528
1.0,3.523690900000001e-07,2.8173669000000008e-22,1.2910535e-26,2.030265e-29,1.7485133999999995e-17,0.9999939,2.2265957e-15,2659.602634567359,1.9442900000000005e-07,2904.574614499323
1.0,4.845898e-10,1.5665121e-23,7.964334e-30,5.038038999999998e-34,1.3380638e-17,0.9999993,2.4742416e-20,2692.7696579562416,4.6442707e-11,2937.1765085146144
1.0,0.02376953,8.531098e-23,6.430468e-26,7.036099e-21,1.8057835e-09,0.96892965,8.224734e-24,2619.376756758826,2.8548595e-14,2871.32122040677
1.0,3.4711838e-06,9.422704e-18,2.163529e-24,2.3427082e-24,1.0080075999999999e-12,0.9997383,1.31036e-14,2663.4292509022744,1.69273e-10,2905.6160453486964
1.0,1.5005438e-09,1.1127262e-23,3.1445244999999996e-29,1.2451391e-31,5.564316999999999e-17,0.999998,1.4405325e-19,2634.958952122627,1.3947233e-09,2880.1307283549268
1.0,1.9545967e-06,3.4865013999999993e-16,1.5841213e-18,1.7412758e-20,1.7300298e-09,0.99961275,5.1295007e-10,2662.094272213495,2.0657552e-08,2903.4063488411293
1.0,9.923432e-10,1.4743194e-18,3.6750717e-25,3.7257517e-30,4.4770355e-16,0.99999917,3.8486268e-15,2660.4393150270525,1.6081198e-07,2903.998242279275
1.0,4.1358385e-07,9.479792e-28,1.7620919e-31,1.6511067999999995e-31,1.6402347e-15,0.9999777,1.0805748e-21,2650.410106131384,3.3111589999999996e-12,2891.2708600945894
1.0,1.1386961e-11,1.0924783e-18,9.212367999999999e-20,2.0971055e-29,3.7904763e-15,0.9999989,9.049868e-15,2680.543302549061,1.3246099e-10,2923.240554912561
1.0,2.0797176000000001e-10,5.585974e-23,4.2066047e-29,1.2004931e-33,1.5749641e-17,0.99999845,2.6825199999999998e-17,2662.949784904143,1.1506089e-08,2901.309673868046
1.0,7.998867e-07,4.368862e-22,1.5871783e-26,1.3804413e-29,7.640814e-15,0.99999595,2.0981293e-16,2637.665037303311,2.4793744e-06,2876.784427398849
1.0,0.0006248876000000001,1.19252e-15,2.2596699e-20,3.7775368e-23,3.094112e-11,0.9992311,2.9252585999999996e-11,2680.1239015997376,3.2459787999999986e-08,2928.2174238789867
1.0,6.880647e-10,5.362054000000001e-15,2.5962389999999998e-20,7.925158599999999e-27,5.92693e-14,0.99999917,2.401103e-11,2690.025612482482,2.5499938e-07,2932.325571506293
1.0,8.912375e-09,7.3014664e-20,1.3568948999999999e-27,1.6494299999999994e-30,4.926314499999998e-16,0.9999949,8.652101999999999e-13,2694.181715440275,3.987540999999999e-09,2931.3502894735616
1.0,3.4101262e-09,1.6345914e-26,3.4979712e-29,8.709559e-31,1.9029595e-15,0.9999968,1.4918328000000002e-16,2635.0747035573545,2.6031103e-07,2880.3112189329863
1.0,1.9355672e-05,1.3432807e-23,4.8081222e-24,2.6246397999999997e-26,3.733887e-12,0.99994147,1.9749366999999999e-16,2681.755770191787,1.1498396e-11,2916.442781535055
1.0,1.5833510999999994e-07,1.4387171e-16,3.914603e-22,2.43069e-28,4.171719e-14,0.9999981,2.777324e-12,2654.4390303712744,4.411463e-07,2892.834581041729
1.0,2.788552e-07,1.0383663e-18,7.397653e-22,6.6557454e-22,5.3349815e-14,0.99995327,2.6761464e-15,2656.4924912941865,1.0688466e-05,2894.5572553806683
1.0,9.695286e-09,3.7484843e-23,2.146744e-22,7.388347e-27,1.6721779999999999e-16,0.9999864,2.0575549999999998e-13,2706.715907148327,9.078783e-11,2944.914975825199
1.0,0.00060593075,3.3036757000000005e-20,1.2620901e-23,7.7833285e-21,3.4525216e-09,0.9989671999999998,1.1262150999999999e-15,2706.409089329533,6.901692e-08,2948.04031478428
1.0,4.66096e-10,2.1948439999999997e-28,7.5562246e-33,2.8219999999999995e-42,2.9654612e-22,1.0,4.533663e-18,2656.833213602291,3.9308423e-09,2895.70941711486
1.0,6.550797e-10,9.187999e-19,1.1675598000000002e-22,7.3754287e-31,7.027595699999999e-16,0.9999894,2.6423451e-12,2657.487401300583,4.5912943e-06,2890.7068810431592
1.0,3.9769106e-06,3.0861134e-14,3.9686666e-15,7.369755e-14,7.3756232e-09,0.9993106,4.064318e-14,2676.613006613471,7.158329e-10,2928.2205490260008
1.0,0.00034897513,5.815222199999999e-27,4.135047e-34,3.673961e-33,3.6352224e-16,0.99963236,2.2854612999999997e-21,2653.9957812463063,7.6025336e-10,2911.2084731563564
1.0,1.1685833e-05,8.933777e-18,8.593367999999999e-25,1.6888124e-26,1.7340114000000002e-13,0.9999833,4.099753500000001e-12,2616.8247890361167,7.5982465e-09,2873.077614800817
1.0,1.221137e-10,9.118567e-25,2.8098775999999994e-29,4.9814037e-29,6.16077e-14,0.9999945,1.9081229999999998e-23,2640.3237757103184,3.686826e-15,2888.5397833451725
1.0,7.629524000000002e-09,4.0430119999999996e-22,5.624784999999999e-29,1.8011827e-34,5.6661219999999995e-18,0.999998,6.2558974e-15,2604.005674103009,1.1070391e-06,2856.201918953643
