label,score 0,score 7,score 4,score 6,score 3,score 1,score 5,f16,score 9,f18,f22,score 8,f21,score 2,f23,f9
0.0,1.0,0.0,0.0,0.0,6.982623999999998e-29,8.655463e-17,0.0,1175.373926548878,4e-45,1615.4609881749775,0.6220978988117299,3.0859327e-15,2.397388455916152,2.17e-43,0.90973808803674,1.2346057162641253
0.0,1.0,0.0,0.0,0.0,1.3999999999999998e-44,2.3475882e-25,0.0,1265.3571703514094,0.0,1714.0099430090027,0.6096552282417586,3.5200302999999996e-28,2.35750400812694,0.0,0.8590390568918463,1.2338773806396848
0.0,1.0,0.0,0.0,0.0,4.4811999999999995e-41,5.367766e-16,0.0,1124.0445366462448,2.3383974999999998e-27,1519.6263152340664,0.6039682979086759,6.542358e-19,2.390275769094859,1.0856402e-35,0.8760418921460679,1.238508499977241
0.0,1.0,0.0,0.0,0.0,0.0,1.9503420999999998e-34,0.0,1140.5681363837355,0.0,1555.7556264675534,0.6035103088066598,4.1088163999999985e-31,2.471774503444266,0.0,0.8671997705107768,1.2491688254254427
0.0,1.0,0.0,0.0,0.0,0.0,4.1987034e-16,0.0,1118.6381660349286,3.3047740000000004e-33,1550.9791070713468,0.6482713548179662,2.4215444e-18,2.512944983418585,0.0,0.9350270133249567,1.2587605417267824
0.0,1.0,0.0,0.0,0.0,0.0,2.4739293999999995e-22,0.0,1194.3229642312074,0.0,1602.7119917517996,0.6279889656315739,3.1240306e-26,2.35763269236498,0.0,0.9114426223998034,1.2404224565439543
0.0,1.0,0.0,0.0,0.0,0.0,9.989777e-17,0.0,1212.6689663298794,0.0,1632.8048362361415,0.6480220065235165,5.784716e-21,2.292909501680532,0.0,0.9659009830473898,1.2409658886740684
0.0,1.0,0.0,0.0,0.0,5.6420000000000005e-42,8.454434699999998e-19,0.0,1067.9195952110972,0.0,1457.5296612057025,0.5930766775520742,2.2990206e-19,2.5144417214188954,7.599999999999998e-44,0.863999402944886,1.257122126019326
0.0,1.0,0.0,0.0,0.0,0.0,1.03450665e-29,0.0,1129.9195475951378,1e-45,1537.299730707951,0.6175062365642343,8.117023999999999e-30,2.4099494501860232,0.0,0.9034259366416564,1.255495023100956
0.0,1.0,0.0,0.0,0.0,0.0,1.1257573600000001e-26,0.0,1233.7304087795487,0.0,1625.1031488566416,0.585118548396822,1.37789e-29,2.201373278272168,0.0,0.89356396886639,1.259730717458718
0.0,1.0,0.0,0.0,0.0,0.0,3.155916e-26,0.0,1260.5124150639626,1.6230297999999999e-38,1735.9089407628376,0.5975326652772214,2.6015769999999997e-26,2.5683397925046245,1.1e-43,0.7788578199379134,1.2438559083316112
0.0,1.0,0.0,0.0,0.0,0.0,2.4650173e-30,0.0,1248.85416650697,0.0,1734.078639263671,0.5696627999904705,1.0004632e-27,2.643081704510499,0.0,0.7327889580503821,1.2386664963339349
0.0,1.0,0.0,0.0,0.0,0.0,1.803186e-20,0.0,1142.4305426583278,6.9887386e-33,1550.6015909124899,0.6426443550346392,3.827533399999999e-22,2.3884901004658596,0.0,0.9351283842072884,1.2417470870304916
0.0,1.0,0.0,0.0,1.895e-42,1.0555313999999999e-27,3.5008006999999996e-13,0.0,1184.0377786112074,1.0734962e-19,1571.6050141186324,0.5890488483905528,1.4181909e-12,2.235373262655348,1.1580317e-21,0.8903952552819075,1.2469272614524978
0.0,1.0,0.0,0.0,0.0,0.0,1.8972138999999997e-34,0.0,1136.2762201215974,0.0,1530.3560645449509,0.6173789765861778,5.609736999999999e-35,2.3763927445937205,0.0,0.9130514514972724,1.2376100885493615
0.0,1.0,0.0,0.0,0.0,0.0,6.907461499999998e-22,0.0,1087.8181703226753,0.0,1479.588466487937,0.6154610637757522,1.4439255999999998e-25,2.450988051371287,0.0,0.8900836529054074,1.2462295733625977
0.0,1.0,0.0,0.0,0.0,0.0,1.0595573e-20,0.0,1153.929031407836,1.0808e-41,1570.9909071859342,0.6099632485890181,1.4265318999999998e-25,2.4380989142264085,0.0,0.8779638445914381,1.2456970873932949
0.0,1.0,0.0,0.0,0.0,0.0,2.0743342e-24,0.0,1213.2727106772127,0.0,1653.8246485131165,0.6192406433417618,7.2774116e-23,2.395203309811429,0.0,0.8778183235532436,1.2440086015887717
0.0,1.0,0.0,0.0,0.0,0.0,2.4525099999999997e-26,0.0,1313.338471857563,0.0,1814.1561380798687,0.5736321041399937,5.71897e-32,2.5334172967436612,0.0,0.7386525467045445,1.2437949030438868
0.0,1.0,0.0,0.0,0.0,0.0,4.4832669999999995e-28,0.0,1160.0521494603834,0.0,1618.116819143743,0.6353140021036967,5.292654e-32,2.634660960883191,0.0,0.862830034096812,1.2537981684464925
0.0,1.0,0.0,0.0,0.0,1.6799999999999996e-43,8.165443e-22,0.0,1201.758267845212,4.5367079999999994e-33,1607.1946165212728,0.6078942926082336,1.6630051e-20,2.3200025656060994,6.137649999999999e-40,0.8840954821238394,1.2504706619393129
0.0,1.0,0.0,0.0,0.0,6.3e-44,8.405005499999999e-20,0.0,1143.5395705899346,1.11e-43,1545.3371698412411,0.6235195604510233,3.9442147e-22,2.3677859100783825,0.0,0.9298570500739004,1.2462810540021276
0.0,1.0,0.0,0.0,0.0,0.0,6.841278699999999e-28,0.0,1195.1017210571308,1.3000000000000002e-44,1625.2347900572513,0.6300484628379645,4.9871135999999984e-30,2.3793505659942062,0.0,0.9169317799072764,1.2442009007275467
0.0,1.0,4.5802759999999985e-37,2.51e-43,5.714899999999998e-41,4.8786802e-27,1.4971212999999999e-25,0.0,1179.1005821458646,1.58072e-40,1592.4888880161648,0.6177147030219436,1.2096912e-22,2.3322311553633597,6.452766e-39,0.905999660926985,1.250813512798971
0.0,1.0,0.0,0.0,0.0,0.0,1.9127734e-33,0.0,1115.984688476184,0.0,1509.8802229021592,0.6051562530775417,7.968205e-36,2.369305936826912,0.0,0.8893179841259704,1.240210536812417
0.0,1.0,0.0,0.0,0.0,0.0,2.9306763e-23,0.0,1107.4302625691073,2.7e-43,1519.8520565872388,0.6338690971247637,1.0789843999999998e-28,2.4905219752340906,0.0,0.9260031115932744,1.2462352344984848
0.0,1.0,0.0,0.0,0.0,1.607544e-39,1.8908702999999998e-19,0.0,1101.8210527403637,2.6791362e-34,1502.2930577381528,0.5873812512913023,1.07429093e-19,2.4710583399684363,4.9218194e-36,0.8493639314642832,1.2307718851903573
0.0,1.0,0.0,0.0,0.0,0.0,5.454532e-20,0.0,1196.5477434168395,1.6443266e-35,1650.0403595134894,0.6107878620482621,1.3988563e-23,2.450499073397153,3.4787399999999998e-40,0.8618137282702699,1.2388098395537903
0.0,1.0,0.0,0.0,0.0,0.0,1.0881455e-18,0.0,1226.1178767744984,5.999999999999998e-45,1663.3227465486468,0.6245415714531594,7.059552e-27,2.4399986827829445,0.0,0.8799436208784459,1.259051951371882
0.0,1.0,0.0,0.0,0.0,1e-45,9.7808214e-20,0.0,1128.5254294502781,0.0,1529.9450780425464,0.619415230612793,5.730635999999999e-23,2.3819862352144234,0.0,0.9134655765803726,1.2253660793665857
0.0,1.0,0.0,0.0,0.0,0.0,1.3029314e-25,0.0,1246.8571409395065,7.346699999999998e-41,1719.5410804601831,0.6023426885600054,6.0184793e-29,2.632067726303637,0.0,0.7750622029497121,1.2328324302480715
0.0,1.0,0.0,0.0,0.0,4e-45,4.8969830000000004e-15,0.0,1207.3863884916236,4.1904856e-28,1663.5684271749085,0.6148289874688467,6.0322935e-14,2.528351242251928,1.8596e-40,0.8449485535936259,1.2214925847008438
0.0,1.0,0.0,0.0,0.0,4.089999999999999e-43,3.344042200000001e-22,0.0,1147.2476046646507,1.1926499999999999e-40,1578.0899664930298,0.6362735749952452,1.6304533e-21,2.4878145548252903,2.999999999999999e-45,0.901777251117782,1.2307425250860908
0.0,1.0,0.0,0.0,0.0,0.0,2.7456664e-25,0.0,1202.1092686391178,0.0,1633.3753580337243,0.6050994053950028,7.2972417e-28,2.4634868472662204,0.0,0.8415123713441792,1.2425248916229976
0.0,1.0,0.0,0.0,0.0,0.0,7.674554e-23,0.0,1188.530110511026,0.0,1631.063380165697,0.6090970685949711,7.991132499999999e-27,2.519585867272172,0.0,0.8450735289621566,1.2400671040040123
0.0,1.0,0.0,0.0,0.0,0.0,3.6549598e-23,0.0,1180.1884443257768,7.3e-44,1602.698637446756,0.6194932241713743,2.120244e-27,2.357344834591248,0.0,0.9043667401338816,1.247790721163794
0.0,1.0,0.0,0.0,0.0,0.0,1.3055142e-24,0.0,1153.756060766682,0.0,1558.612799134671,0.6081581573748721,7.867958e-28,2.3399475646562538,0.0,0.8978756996895497,1.2469180249383984
0.0,1.0,0.0,0.0,0.0,0.0,1.4756617000000002e-23,0.0,1157.2573792737835,8.125e-42,1560.1129042795017,0.6266874686978529,6.7487816e-24,2.301792642084488,0.0,0.9457295058833872,1.2332636066677327
0.0,1.0,0.0,0.0,0.0,1.5682939999999998e-39,1.5924788e-19,0.0,1165.4581525082926,1.7829108e-37,1574.4887205101002,0.6136204272916113,1.7619882e-18,2.314310825155106,1.05306e-40,0.91281468582894,1.2363848450887929
0.0,1.0,0.0,0.0,0.0,0.0,1.5950428999999996e-21,0.0,1157.0066979061348,0.0,1601.606294102937,0.6226697308638748,2.1929108e-28,2.5389405685019573,0.0,0.881398352623555,1.2408346261483705
0.0,1.0,0.0,0.0,0.0,0.0,1.4278552e-17,0.0,1191.757786346999,4.884e-42,1649.2966175337895,0.6202284200024331,5.3573806e-21,2.5287101007108284,0.0,0.8584307723490362,1.2665155921902704
0.0,1.0,0.0,0.0,0.0,2.3056e-41,1.7061773999999999e-16,0.0,1153.8942776106367,1.5068056e-38,1536.7425644243951,0.5834074834987003,5.8689405e-19,2.3031226072906357,2.273895e-39,0.8626818710708145,1.2427428526790671
0.0,1.0,0.0,0.0,0.0,0.0,3.4385983e-33,0.0,1081.2142699949322,0.0,1486.2969908096313,0.6252617450630029,3.5168056e-30,2.5633920510020696,0.0,0.8923392830254581,1.2607933779081877
0.0,1.0,0.0,0.0,0.0,0.0,1.5571604999999995e-14,0.0,1200.389960889795,2.7657605e-36,1653.0378395292776,0.6059652767070411,1.2584144e-19,2.5635797290487505,0.0,0.8105133675622479,1.2415157417299756
0.0,1.0,0.0,0.0,0.0,0.0,1.167151e-19,0.0,1181.388697897512,1.6171e-40,1582.4850643163368,0.6206061730674393,4.574529e-23,2.331292051436777,0.0,0.8970152469807776,1.239293899066806
0.0,1.0,0.0,0.0,0.0,0.0,4.1705014e-29,0.0,1143.6507754824966,2.7e-44,1536.674578346953,0.6332574825425068,5.245968e-29,2.4317847261206333,0.0,0.9095757295440572,1.2742880464894981
0.0,1.0,0.0,0.0,0.0,2.0365539999999997e-35,1.9013462e-09,0.0,1161.407825864476,3.312603e-31,1546.7669713221924,0.6257223337950272,2.7508425e-12,2.254255142803144,3.014470999999999e-37,0.9298996880759158,1.243808478088385
0.0,1.0,0.0,0.0,0.0,0.0,3.487534e-23,0.0,1142.1111568563372,2.0637226999999999e-35,1555.1730543946674,0.6206645663253431,6.4572369999999994e-27,2.3841478034916324,0.0,0.9209751970564168,1.2323479716228491
0.0,1.0,0.0,0.0,0.0,6.6086246e-35,5.2649545e-21,0.0,1247.4295147277385,2.5643024e-34,1718.9414891113834,0.6314807941698738,2.0204379e-18,2.4059242174740207,1.0746096e-36,0.8849280837403065,1.2439937014809686
0.0,1.0,0.0,0.0,0.0,0.0,1.7060296e-14,0.0,1136.0081994484335,5.2113829999999985e-36,1549.8514416961789,0.6155856732012535,4.7390467e-22,2.41272019671259,0.0,0.9088636725068616,1.2544046942017075
0.0,1.0,0.0,0.0,0.0,0.0,1.1771094e-25,0.0,1240.78316041593,0.0,1722.7090241196274,0.6067161519327836,3.444167e-24,2.476126932332246,0.0,0.8330465311059473,1.247053509516108
0.0,1.0,0.0,0.0,0.0,1.8999999999999998e-42,3.088560600000001e-14,0.0,1175.3326648179311,2.622894e-39,1589.4703822006002,0.5940489261057935,8.268913e-15,2.4552649289765425,0.0,0.832456431444062,1.2366931191591313
0.0,1.0,0.0,0.0,0.0,0.0,1.1664168e-26,0.0,1082.887501318188,0.0,1459.1396226945621,0.6111704892226411,2.4194589e-32,2.5415262608370006,0.0,0.851210597156827,1.2386312619385351
0.0,1.0,0.0,0.0,0.0,6.333560999999999e-39,1.953009e-10,0.0,1205.385236409335,4.7826e-41,1651.0725732323779,0.6286266409877734,1.3262070000000004e-13,2.4798980740004044,0.0,0.8760338803565758,1.2565327392308023
0.0,1.0,0.0,0.0,0.0,7.75e-43,1.20409e-19,0.0,1190.5609119360474,0.0,1628.7016522241877,0.625789338811979,7.690757e-24,2.466625482633185,0.0,0.8846389986421275,1.2280331036068477
0.0,1.0,0.0,0.0,0.0,0.0,4.243130599999998e-22,0.0,1116.0160125776847,1.3000000000000002e-44,1505.2489798627425,0.578823208710551,1.8354382e-25,2.403463292812103,0.0,0.8570756754941499,1.2558009464391395
0.0,1.0,0.0,0.0,0.0,2.1999999999999999e-44,3.0760743000000003e-21,0.0,1198.5332432219936,8.504355999999998e-39,1595.7132259617865,0.6354788365577991,1.9788386e-23,2.2777869257132597,0.0,0.9556035698083608,1.2503482846550358
0.0,1.0,0.0,0.0,0.0,0.0,9.536343999999999e-18,0.0,1187.8922179744704,6.594999999999999e-42,1585.8660036147091,0.6127091757426784,1.1259619999999999e-21,2.25484251287257,0.0,0.9295915046661448,1.2362046030647496
0.0,1.0,0.0,0.0,0.0,1.44e-42,7.217225999999998e-23,0.0,1170.3836106571084,0.0,1602.8292615536914,0.6210747341107093,5.5857695e-23,2.4909777659187604,0.0,0.8715529369674819,1.2547934993574483
0.0,1.0,0.0,0.0,0.0,0.0,6.174938500000001e-16,0.0,1210.996417235232,4.46e-42,1676.4587354333844,0.6096250487418995,2.1675024e-21,2.4831190023385337,0.0,0.853686373518993,1.2490103500759069
0.0,1.0,0.0,0.0,0.0,0.0,1.0161104e-18,0.0,1108.1726416921272,1e-45,1511.2195873395651,0.6135184851859827,2.0339578e-23,2.404355552696161,0.0,0.9033768440987456,1.2510421704940595
0.0,1.0,0.0,0.0,0.0,0.0,7.730898e-34,0.0,1132.051418116789,0.0,1557.3003483722641,0.6142299208979854,1.06693504e-35,2.4710567643065007,0.0,0.8897679357731607,1.2487973193416977
0.0,1.0,0.0,0.0,0.0,0.0,2.3199405e-22,0.0,1152.5125082885056,7.105948000000001e-33,1553.900657084302,0.6021948328924109,1.1931714999999999e-26,2.3347949120062124,1e-45,0.8878195335956025,1.2399111542836097
0.0,1.0,0.0,0.0,0.0,0.0,1.1779949e-24,0.0,1133.4036373662352,1.2938e-41,1575.4511793177273,0.6365578430617719,8.823017e-31,2.544900100577996,0.0,0.8990291418350562,1.270460943031188
0.0,1.0,0.0,0.0,0.0,0.0,3.266595e-19,0.0,1273.0411822142325,0.0,1771.4414209216889,0.5761248547315556,1.2173537e-20,2.6575958084617817,0.0,0.7221293237199284,1.2517272726090616
0.0,1.0,0.0,0.0,0.0,0.0,1.7382946e-18,0.0,1206.0258500376801,6.621233499999998e-30,1683.3923441139639,0.6131235366640098,2.6639332e-25,2.622593198193695,0.0,0.8136963997561244,1.231790222909456
0.0,1.0,0.0,0.0,0.0,9.8e-43,3.4214186e-18,0.0,1167.8459000299024,1.5643756999999999e-30,1591.3770120989773,0.6041912248141511,2.8063617e-19,2.4211456411841388,3.4661837e-36,0.8592425004308671,1.227454862337656
0.0,1.0,0.0,0.0,0.0,1.4999999999999996e-43,3.0809853999999997e-27,0.0,1148.0666220703158,1.88e-43,1560.8242151877487,0.6487159880476432,2.744323e-27,2.40824606525649,0.0,0.9500451305812468,1.21944598854876
0.0,1.0,0.0,0.0,0.0,1.696e-42,1.4721804e-13,0.0,1227.0467177642427,5.0332722999999995e-29,1675.1855833406846,0.6199102776590883,9.883217e-19,2.4119028132059825,4.416582e-39,0.8747494892738765,1.2479317860952543
0.0,1.0,0.0,0.0,0.0,0.0,4.2163977000000004e-13,0.0,1228.449913042566,3.188e-41,1690.2204435780588,0.6212015282356231,1.8110967e-16,2.39787439521039,0.0,0.8797118198139594,1.259425787540225
0.0,1.0,0.0,0.0,0.0,1e-45,1.3610795000000002e-13,0.0,1160.2583345888252,2.1469659e-33,1570.006117879896,0.6120570476498227,3.1785633e-15,2.383394409914553,2.1245999999999998e-41,0.9184657237874824,1.2519293799192244
0.0,1.0,0.0,0.0,0.0,0.0,7.2230484e-20,0.0,1216.3957540491858,3.7905083999999996e-38,1675.0520177725302,0.6555247827682021,4.3204875e-21,2.5229842328227745,0.0,0.8931698798184952,1.239168845063675
0.0,1.0,0.0,0.0,0.0,9.289678e-39,2.7638848e-20,0.0,1163.1742121518746,3.012415e-36,1555.2099628988205,0.6081908644600044,8.833294e-22,2.284012635001072,2.999999999999999e-45,0.9185631784422256,1.242176648134618
0.0,1.0,0.0,0.0,0.0,0.0,8.412126300000001e-20,0.0,1100.5133545272834,3.0372096999999996e-37,1507.9191603722907,0.6303038337312261,4.9101315e-23,2.501126184125942,0.0,0.9095881701670768,1.231359090698576
0.0,1.0,0.0,0.0,0.0,0.0,2.9297634e-28,0.0,1153.4563105601508,3.2607e-40,1564.8762116952441,0.6364554228715431,2.410893e-30,2.479872299851895,0.0,0.901931140357454,1.2675564370439079
0.0,1.0,0.0,0.0,0.0,0.0,5.3722875999999994e-33,0.0,1325.2539263437516,0.0,1835.5568983184287,0.5637784084247682,5.109388e-32,2.565970833451191,0.0,0.7128842839275749,1.244048873694112
0.0,1.0,0.0,0.0,0.0,1.4009299999999996e-40,3.7591527000000005e-12,0.0,1202.6894446056003,6.3770939999999995e-34,1641.2600301905009,0.631839260204793,1.2318711e-15,2.3613671286948827,4.0257e-41,0.9180823262206674,1.23780882962878
0.0,1.0,0.0,0.0,0.0,0.0,3.1003096e-19,0.0,1199.9595250927334,2.936452e-37,1615.288924722927,0.6161109835997252,4.851964e-23,2.2838422121307604,0.0,0.916659106414024,1.2441313244384915
0.0,1.0,0.0,0.0,0.0,2.9363e-41,1.0966998e-20,0.0,1225.59457214061,4.6328257e-26,1683.635259929325,0.6135331475068303,2.3462935e-22,2.4696591979651865,1.259576e-35,0.8396610222842559,1.2434702020722763
0.0,1.0,0.0,0.0,0.0,0.0,3.052545e-35,0.0,1098.735223273037,0.0,1476.8754543821788,0.6336155344028844,4.3690673999999996e-35,2.4102721993743192,0.0,0.9276631903552314,1.2454878676569063
0.0,1.0,0.0,0.0,0.0,2.3700000000000003e-43,4.2049494e-26,0.0,1222.6836938794029,1.2732e-41,1652.9875957161441,0.6440084026788142,3.9686756e-24,2.309705223044156,1.8000000000000002e-44,0.9373605729610112,1.2556505002980378
0.0,1.0,0.0,0.0,0.0,2.8441615000000005e-24,1.4214554999999994e-14,0.0,1140.9776624229296,1.8057467e-35,1540.2763769898208,0.6210447836099156,4.3599546999999985e-15,2.3738625350637563,1.0509857999999996e-37,0.9311932177599368,1.2637243322144929
0.0,1.0,0.0,0.0,0.0,6.8198699999999995e-40,3.0865321999999993e-23,0.0,1228.06446868112,0.0,1738.9610479682017,0.5928697148763958,3.2968568000000003e-24,2.6694031919054706,1.63e-43,0.7622695920807626,1.2254071310603516
0.0,1.0,0.0,0.0,0.0,0.0,3.183094e-12,0.0,1322.663921262705,2.4127441e-36,1804.1682761820505,0.5774661870014137,9.8722195e-18,2.483064240885407,0.0,0.7478405098362948,1.2542696544944416
0.0,1.0,0.0,0.0,0.0,2.16e-43,4.7876904e-14,0.0,1187.9729835982566,1.0203299999999999e-40,1591.1375402618046,0.6510565204756452,3.039582e-17,2.3242325471020244,0.0,0.9560962762216638,1.2407320164337077
0.0,1.0,0.0,0.0,0.0,0.0,2.3648238999999994e-28,0.0,1194.3981134386352,0.0,1637.5851306952154,0.6168047059525521,4.396102e-27,2.4945467971659108,0.0,0.8585668098679051,1.240451446829987
0.0,1.0,0.0,0.0,0.0,0.0,5.393801e-28,0.0,1228.4044658638534,0.0,1719.046339622352,0.6113963974760293,5.7190932999999996e-27,2.6337370224830043,0.0,0.8041171634847545,1.2580560593608687
0.0,1.0,0.0,0.0,0.0,0.0,1.8592555e-34,0.0,1237.6961860777806,0.0,1706.0466377553325,0.6125181465340306,8.950978e-34,2.5773237140826817,0.0,0.8107029447190437,1.2368935569736244
0.0,1.0,0.0,0.0,0.0,0.0,9.11228e-27,0.0,1146.627791646776,0.0,1581.7637834482266,0.6664770878380943,1.6238360999999998e-29,2.4408671964715816,0.0,0.9761159482763276,1.245782292285671
0.0,1.0,0.0,0.0,0.0,0.0,1.2399649e-17,0.0,1151.9116892244326,5.26e-42,1526.204390818278,0.6052167328438769,7.026986e-20,2.225135474048768,0.0,0.9420178320625958,1.2611720600162426
0.0,1.0,0.0,0.0,0.0,0.0,5.662914e-18,0.0,1115.924925443364,1.7273899e-38,1539.894977423216,0.6282300342817241,9.463339e-22,2.544093106982704,0.0,0.9038372812700068,1.250104105031645
0.0,1.0,0.0,0.0,0.0,2.4633095e-35,6.865631e-17,0.0,1167.9121908829711,2.7096923999999995e-35,1579.0904947952906,0.6087922109756638,3.5349158e-19,2.385355299061356,4e-45,0.8782772840621806,1.2810261996989585
0.0,1.0,0.0,0.0,0.0,1.6720680999999994e-37,1.1454145e-12,5.6899999999999994e-43,1149.3928928024663,1.1154274e-30,1553.7829058466834,0.581491249759414,9.816159e-17,2.354040316990104,1.418447e-32,0.8585911338859066,1.2367846618625948
0.0,1.0,0.0,0.0,0.0,0.0,1.1144826999999998e-16,0.0,1140.4462056912516,1.3007154999999998e-34,1538.6773579181229,0.647584902411594,5.1032170000000005e-23,2.394890500748593,0.0,0.9534831673397536,1.2505756284661869
0.0,1.0,0.0,0.0,0.0,3.2e-44,5.9772865e-17,0.0,1104.7793917046727,1.2249e-41,1493.3853323354779,0.6189593902055797,1.9817217e-18,2.4126935853199614,0.0,0.9128232675349034,1.2560635841048875
0.0,1.0,0.0,0.0,0.0,6.999999999999999e-45,2.8503597e-19,0.0,1135.5485338381422,1.2281e-41,1555.3698457360904,0.5967332134087724,8.340952600000001e-23,2.4214330697057544,0.0,0.8686259592826497,1.2589276966567575
0.0,1.0,0.0,0.0,0.0,1e-45,7.847879999999998e-19,0.0,1159.3664475218586,3.3672e-41,1559.674187999132,0.6288368578958985,3.012886e-21,2.3216638985073184,0.0,0.9209471278208026,1.2339652527151652
0.0,1.0,0.0,0.0,0.0,2.0782160999999996e-38,3.1200655e-18,0.0,1168.161934518299,4.505193e-36,1570.7927592311291,0.6111760008995009,4.6004953e-17,2.4016285333720098,1.3287829999999996e-39,0.894077633217314,1.2631700477450551
0.0,0.99999964,0.0,0.0,0.0,2.1444468e-38,3.071768e-07,1e-43,1149.1446275688882,2.3418372999999997e-24,1591.9988773195637,0.6047065296720959,8.1862987e-16,2.5976921456756306,2.1363912e-35,0.8368725002842903,1.2459362031338828
0.0,1.0,0.0,0.0,0.0,1.3000000000000002e-44,1.4420566e-29,0.0,1149.4996443699415,0.0,1547.0030692646808,0.5978897831993669,8.492311e-28,2.3928776123410023,0.0,0.8619101598088689,1.2387693738343073
0.0,1.0,0.0,0.0,0.0,0.0,2.3991315e-30,0.0,1214.7902982531336,0.0,1648.7469097324765,0.6556247328254796,6.17083e-27,2.364530956862726,0.0,0.9604378118804592,1.2379125690149548
0.0,1.0,0.0,0.0,0.0,0.0,8.0019616e-27,0.0,1301.417472023314,0.0,1813.0367238581064,0.585788883303058,2.5481292e-31,2.6597270647379045,0.0,0.7201127904764912,1.245050872973165
0.0,1.0,0.0,0.0,0.0,0.0,3.7740873e-24,0.0,1267.7925563101935,0.0,1773.3282230616787,0.5941089104149152,7.384968e-23,2.6554570018301447,0.0,0.7538942898693489,1.2607739610068096
0.0,1.0,0.0,0.0,0.0,1.4466505999999996e-38,5.0727679999999997e-14,0.0,1135.7030197011304,2.0722877e-37,1545.6236629742841,0.6168315035087856,1.1514660000000002e-17,2.4072975275631565,1.3999999999999998e-44,0.8951414939216153,1.2400376306433316
0.0,1.0,0.0,0.0,0.0,0.0,1.3062408e-25,0.0,1244.7721740765546,0.0,1713.6594440611616,0.6110284985307265,1.4834523999999996e-28,2.526397259037016,0.0,0.8112999429797997,1.2397193178206547
0.0,1.0,0.0,0.0,0.0,0.0,2.613778e-22,0.0,1192.0437643822636,2.9999999999999997e-44,1638.998869992522,0.6563536724659861,4.3526163e-27,2.4840980178946834,0.0,0.9178761347053692,1.2531532847637714
0.0,1.0,0.0,0.0,0.0,1.4156208999999995e-38,2.9489708e-13,0.0,1227.9312954646218,4.7609316999999995e-31,1672.9644559239105,0.6300048633227492,1.7897137e-12,2.422554077574038,8.820681e-34,0.8949707382488953,1.2575436337459822
0.0,1.0,0.0,0.0,0.0,5.9031399999999996e-40,2.2586911e-14,0.0,1181.3886859723266,3.8999999999999997e-44,1595.4132378872919,0.6056134571756996,1.0251452e-14,2.334534752442924,1.85406e-39,0.9046047799281371,1.2432516515069996
1.0,8.826782000000003e-08,2.6336401e-24,5.4095423999999986e-27,4.1729603e-31,1.5588515e-16,0.99999535,2.2571613e-17,2657.121307241038,1.2633066e-09,2909.494281025803,-0.04961883528738617,4.6189816e-06,1.3202051740488951,9.835315e-15,0.28363268474263065,1.3753758151918305
