label,score 0,score 7,score 4,score 6,score 3,score 1
0.0,1.0,0.0,0.0,0.0,0.0,1.7382946e-18
0.0,1.0,0.0,0.0,0.0,9.8e-43,3.4214186e-18
0.0,1.0,0.0,0.0,0.0,1.4999999999999996e-43,3.0809853999999997e-27
0.0,1.0,0.0,0.0,0.0,1.696e-42,1.4721804e-13
0.0,1.0,0.0,0.0,0.0,0.0,4.2163977000000004e-13
0.0,1.0,0.0,0.0,0.0,1e-45,1.3610795000000002e-13
0.0,1.0,0.0,0.0,0.0,0.0,7.2230484e-20
0.0,1.0,0.0,0.0,0.0,9.289678e-39,2.7638848e-20
0.0,1.0,0.0,0.0,0.0,0.0,8.412126300000001e-20
0.0,1.0,0.0,0.0,0.0,0.0,2.9297634e-28
0.0,1.0,0.0,0.0,0.0,0.0,5.3722875999999994e-33
0.0,1.0,0.0,0.0,0.0,1.4009299999999996e-40,3.7591527000000005e-12
0.0,1.0,0.0,0.0,0.0,0.0,3.1003096e-19
0.0,1.0,0.0,0.0,0.0,2.9363e-41,1.0966998e-20
0.0,1.0,0.0,0.0,0.0,0.0,3.052545e-35
0.0,1.0,0.0,0.0,0.0,2.3700000000000003e-43,4.2049494e-26
0.0,1.0,0.0,0.0,0.0,2.8441615000000005e-24,1.4214554999999994e-14
0.0,1.0,0.0,0.0,0.0,6.8198699999999995e-40,3.0865321999999993e-23
0.0,1.0,0.0,0.0,0.0,0.0,3.183094e-12
0.0,1.0,0.0,0.0,0.0,2.16e-43,4.7876904e-14
0.0,1.0,0.0,0.0,0.0,0.0,2.3648238999999994e-28
0.0,1.0,0.0,0.0,0.0,0.0,5.393801e-28
0.0,1.0,0.0,0.0,0.0,0.0,1.8592555e-34
0.0,1.0,0.0,0.0,0.0,0.0,9.11228e-27
0.0,1.0,0.0,0.0,0.0,0.0,1.2399649e-17
0.0,1.0,0.0,0.0,0.0,0.0,5.662914e-18
0.0,1.0,0.0,0.0,0.0,2.4633095e-35,6.865631e-17
0.0,1.0,0.0,0.0,0.0,1.6720680999999994e-37,1.1454145e-12
0.0,1.0,0.0,0.0,0.0,0.0,1.1144826999999998e-16
0.0,1.0,0.0,0.0,0.0,3.2e-44,5.9772865e-17
0.0,1.0,0.0,0.0,0.0,6.999999999999999e-45,2.8503597e-19
0.0,1.0,0.0,0.0,0.0,1e-45,7.847879999999998e-19
0.0,1.0,0.0,0.0,0.0,2.0782160999999996e-38,3.1200655e-18
0.0,0.99999964,0.0,0.0,0.0,2.1444468e-38,3.071768e-07
0.0,1.0,0.0,0.0,0.0,1.3000000000000002e-44,1.4420566e-29
0.0,1.0,0.0,0.0,0.0,0.0,2.3991315e-30
0.0,1.0,0.0,0.0,0.0,0.0,8.0019616e-27
0.0,1.0,0.0,0.0,0.0,0.0,3.7740873e-24
0.0,1.0,0.0,0.0,0.0,1.4466505999999996e-38,5.0727679999999997e-14
0.0,1.0,0.0,0.0,0.0,0.0,1.3062408e-25
0.0,1.0,0.0,0.0,0.0,0.0,2.613778e-22
0.0,1.0,0.0,0.0,0.0,1.4156208999999995e-38,2.9489708e-13
0.0,1.0,0.0,0.0,0.0,5.9031399999999996e-40,2.2586911e-14
1.0,8.826782000000003e-08,2.6336401e-24,5.4095423999999986e-27,4.1729603e-31,1.5588515e-16,0.99999535
1.0,3.7305792e-06,4.1967442e-17,1.704838e-21,2.5324363e-25,7.2637415e-13,0.9999801
1.0,3.1779002999999994e-08,8.754121e-19,5.549719e-21,4.776607e-21,7.727239e-15,0.9999862
1.0,3.893152e-05,3.4417521e-18,2.5842927e-24,1.4204783e-26,6.945808000000001e-15,0.9999478
1.0,2.884961e-09,7.5403975e-21,5.3015815e-24,1.4027629e-28,1.3248790000000001e-12,0.99999523
1.0,2.0948740000000004e-08,5.147209e-21,5.206856e-26,7.880851599999998e-25,5.9030556e-15,0.99990404
1.0,4.5804804e-09,1.1307492e-12,7.882738e-13,7.1851784e-20,1.1773697e-10,0.99996173
1.0,2.960672e-08,5.8173567e-13,5.3687186e-19,4.1487879999999994e-24,1.3824057e-12,0.99999213
1.0,2.7051790000000005e-09,3.6494939999999996e-18,3.4665544e-21,8.95382e-25,4.1423879999999994e-15,0.9934262
1.0,1.8022773e-08,8.300294e-21,1.0208969e-24,8.6606333e-26,1.8157732e-14,0.9999876
1.0,1.8397444e-07,1.3909201e-18,5.286422999999998e-22,9.427978e-24,8.806116999999999e-12,0.9996487
1.0,1.2035757e-06,1.0305604e-17,1.9505917999999998e-19,1.3009741e-22,1.6994297e-11,0.99990284
1.0,5.08787e-09,1.0947269e-17,4.069553e-21,1.4736240999999998e-29,3.6025463e-16,0.99999464
1.0,9.6658134e-08,2.902287e-19,1.1778386e-28,1.5663244e-33,2.9419727e-17,0.9999989
1.0,1.8682264e-06,2.3250536e-16,1.7769907e-16,7.168584e-16,2.5502027e-09,0.99708337
1.0,0.00022532984,2.6520912e-19,4.5973042e-26,1.0014472e-24,4.525218e-11,0.99822503
1.0,9.188399e-07,4.0467394999999996e-20,8.057663e-22,2.2230105e-21,3.1406774e-12,0.99996483
1.0,2.960629e-08,8.577093e-28,2.3975176e-34,5.875427499999998e-38,5.0004356e-21,0.99999285
1.0,1.6903292e-09,8.0163785e-18,9.935464e-23,1.9889127e-27,7.0784087e-15,0.9999988
1.0,1.2271377e-06,6.7268284e-18,3.0792032e-25,4.9349066e-28,3.1363987e-13,0.9999888
1.0,7.3305195e-08,6.4190783e-18,1.0441442e-23,1.1908266999999998e-24,1.1035302e-16,0.9999926
1.0,3.73443e-08,5.558377e-19,5.1418165999999994e-26,1.7622455999999995e-29,3.9311866e-15,0.99999523
1.0,2.9290375e-09,3.0666368e-21,4.593241e-26,7.598940999999998e-31,1.0443169999999999e-16,0.9999981
1.0,3.683361e-06,1.2073751e-20,8.423185999999999e-27,6.561638999999999e-26,7.7880645e-12,0.99960476
1.0,4.3661026e-09,3.9523628e-19,2.6587226e-24,5.5157506e-26,2.3425700000000002e-14,0.99999464
1.0,0.00011017442,3.3367758e-19,9.347007e-21,1.2170496e-19,5.160187e-09,0.9987281
1.0,2.0221552e-07,2.4342726e-18,4.594173e-23,1.0178008999999999e-22,1.8846283e-12,0.9999629
1.0,4.190627e-06,8.423135699999999e-26,5.3034623e-31,7.687204e-30,6.4504734999999994e-15,0.99999106
1.0,6.784839e-06,2.6616668e-18,3.7048417e-19,3.599899e-24,2.6852743e-12,0.9997557
1.0,3.2242966e-09,2.9353864e-20,2.0882791999999997e-25,1.0024547e-29,5.5090970000000004e-14,0.99999833
1.0,0.0004355203400000001,2.3032793e-23,2.2101324e-28,4.0964385e-28,2.7091457999999996e-13,0.99932003
1.0,6.368163e-12,4.4891324e-20,1.9884207e-26,7.132701e-30,1.6982925e-16,0.9999988
1.0,2.8399072e-07,7.1404893e-23,2.6855381e-28,2.6914440000000004e-29,1.600982e-14,0.99996126
1.0,2.018822e-06,1.5280676e-23,6.2148175e-28,1.6063574e-30,6.5050466e-15,0.99999297
1.0,2.1793232000000003e-06,4.2038424e-30,4.8410568e-34,3.0129422999999997e-33,2.0360417e-16,0.99998665
1.0,0.013076524,5.202013e-16,1.4563291999999998e-20,2.3211405e-22,4.367262000000001e-12,0.9867432
1.0,1.6316422e-07,5.5619433e-14,5.0064116999999995e-17,4.8344173e-19,1.5990579e-11,0.9998921
1.0,4.4228322e-11,2.3056403e-21,2.5107764e-25,2.6483645999999995e-29,5.9771753e-16,1.0
1.0,7.983269e-09,1.3817248999999998e-25,9.176105999999999e-29,1.7847188e-32,2.057994e-18,0.9999925
1.0,2.3676414e-09,2.3143886e-16,1.1988742e-20,1.1198842e-21,1.1866351e-12,0.99998903
1.0,3.523690900000001e-07,2.8173669000000008e-22,1.2910535e-26,2.030265e-29,1.7485133999999995e-17,0.9999939
1.0,4.845898e-10,1.5665121e-23,7.964334e-30,5.038038999999998e-34,1.3380638e-17,0.9999993
1.0,0.02376953,8.531098e-23,6.430468e-26,7.036099e-21,1.8057835e-09,0.96892965
1.0,3.4711838e-06,9.422704e-18,2.163529e-24,2.3427082e-24,1.0080075999999999e-12,0.9997383
1.0,1.5005438e-09,1.1127262e-23,3.1445244999999996e-29,1.2451391e-31,5.564316999999999e-17,0.999998
1.0,1.9545967e-06,3.4865013999999993e-16,1.5841213e-18,1.7412758e-20,1.7300298e-09,0.99961275
1.0,9.923432e-10,1.4743194e-18,3.6750717e-25,3.7257517e-30,4.4770355e-16,0.99999917
1.0,4.1358385e-07,9.479792e-28,1.7620919e-31,1.6511067999999995e-31,1.6402347e-15,0.9999777
1.0,1.1386961e-11,1.0924783e-18,9.212367999999999e-20,2.0971055e-29,3.7904763e-15,0.9999989
1.0,2.0797176000000001e-10,5.585974e-23,4.2066047e-29,1.2004931e-33,1.5749641e-17,0.99999845
1.0,7.998867e-07,4.368862e-22,1.5871783e-26,1.3804413e-29,7.640814e-15,0.99999595
1.0,0.0006248876000000001,1.19252e-15,2.2596699e-20,3.7775368e-23,3.094112e-11,0.9992311
1.0,6.880647e-10,5.362054000000001e-15,2.5962389999999998e-20,7.925158599999999e-27,5.92693e-14,0.99999917
1.0,8.912375e-09,7.3014664e-20,1.3568948999999999e-27,1.6494299999999994e-30,4.926314499999998e-16,0.9999949
1.0,3.4101262e-09,1.6345914e-26,3.4979712e-29,8.709559e-31,1.9029595e-15,0.9999968
1.0,1.9355672e-05,1.3432807e-23,4.8081222e-24,2.6246397999999997e-26,3.733887e-12,0.99994147
1.0,1.5833510999999994e-07,1.4387171e-16,3.914603e-22,2.43069e-28,4.171719e-14,0.9999981
1.0,2.788552e-07,1.0383663e-18,7.397653e-22,6.6557454e-22,5.3349815e-14,0.99995327
1.0,9.695286e-09,3.7484843e-23,2.146744e-22,7.388347e-27,1.6721779999999999e-16,0.9999864
1.0,0.00060593075,3.3036757000000005e-20,1.2620901e-23,7.7833285e-21,3.4525216e-09,0.9989671999999998
1.0,4.66096e-10,2.1948439999999997e-28,7.5562246e-33,2.8219999999999995e-42,2.9654612e-22,1.0
1.0,6.550797e-10,9.187999e-19,1.1675598000000002e-22,7.3754287e-31,7.027595699999999e-16,0.9999894
1.0,3.9769106e-06,3.0861134e-14,3.9686666e-15,7.369755e-14,7.3756232e-09,0.9993106
1.0,0.00034897513,5.815222199999999e-27,4.135047e-34,3.673961e-33,3.6352224e-16,0.99963236
1.0,1.1685833e-05,8.933777e-18,8.593367999999999e-25,1.6888124e-26,1.7340114000000002e-13,0.9999833
1.0,1.221137e-10,9.118567e-25,2.8098775999999994e-29,4.9814037e-29,6.16077e-14,0.9999945
1.0,7.629524000000002e-09,4.0430119999999996e-22,5.624784999999999e-29,1.8011827e-34,5.6661219999999995e-18,0.999998
1.0,4.1895368e-07,2.8446907e-17,1.4214767e-21,2.6915243000000004e-23,1.9789101e-11,0.9997515
1.0,1.2741669e-09,6.0200800000000006e-18,8.1966934e-21,2.0161823999999999e-25,5.240047e-16,0.99975294
1.0,1.3038973e-09,9.275406e-18,2.0182017e-21,1.0259189e-24,2.4044766e-13,0.99994326
1.0,2.3078934e-09,1.5311930999999999e-24,1.7595439e-32,3.1172795e-34,1.4808207e-16,0.99999976
1.0,1.7479855e-09,4.3354681999999995e-27,1.00082936e-29,3.4847205e-36,3.7989457e-18,0.9999931
1.0,1.1342363e-09,1.7424765e-17,7.132517500000001e-21,9.214815499999999e-23,2.3027118e-13,0.9999914
1.0,9.668577e-10,3.5260569999999985e-24,7.210965999999998e-26,4.099453e-31,1.4679738e-17,0.99999964
1.0,9.125403e-09,1.8702713000000007e-21,2.5118618e-29,1.0033696e-30,3.177261e-17,0.9999994
1.0,2.5222835e-10,6.878674e-18,3.7245635e-19,3.2724696e-24,2.6421442e-15,0.9999988
1.0,3.056702000000001e-06,3.601082e-24,1.4948523e-23,3.3050397e-26,2.2790248e-12,0.99937123
1.0,4.901821e-07,7.109724e-26,1.1609342999999996e-29,6.3216044e-29,7.375428000000001e-17,0.9999212
1.0,6.3763306e-05,8.943106000000001e-22,2.2232358e-24,1.8103555000000003e-24,3.1166740000000004e-13,0.9999304
1.0,7.012036500000001e-08,1.2410933999999997e-14,1.7064489e-19,4.016719e-22,1.8096008e-10,0.9998363
1.0,0.0012827882,1.1328325e-19,2.6434629999999997e-22,5.8656188e-18,1.9572794e-09,0.9983132
1.0,4.3918193e-05,6.6633773e-21,1.1875306e-21,2.5812829999999997e-18,2.2273259e-09,0.99201
1.0,3.1282973e-11,1.784718e-16,4.132876e-18,1.2367836999999999e-26,3.0251464e-15,0.99999917
1.0,1.6510743000000002e-08,8.039483399999999e-24,2.6234241999999998e-24,2.4644467e-27,2.904163e-14,0.99999976
1.0,7.6802183e-07,2.2043746e-20,5.33654e-25,8.936171000000001e-25,1.3790358e-13,0.9999801
1.0,1.1188612e-06,6.1018215e-13,3.325805e-19,2.9222096e-19,1.1862457e-08,0.9996989
1.0,8.128139399999998e-07,2.842046e-20,3.6382255999999996e-26,3.8768283999999996e-28,7.172056e-17,0.99999774
1.0,2.3572802000000002e-08,7.055338999999998e-18,1.0303378e-20,3.6437293e-23,4.8383698e-14,0.9999896
1.0,2.1266157999999997e-10,1.0613032e-18,8.740313e-25,4.2239489999999996e-30,9.240601e-16,0.9999975
1.0,1.7340453e-05,1.5196893999999999e-25,9.670400999999999e-31,2.7824696e-30,2.0626882e-17,0.9999701
1.0,8.893150000000001e-10,2.2408294e-14,5.7757747e-19,3.9949456000000013e-22,3.1940027000000004e-11,0.9999856
1.0,6.311422e-10,7.228663499999998e-20,9.8815226e-24,6.406323e-26,8.411501300000001e-14,0.99998367
1.0,6.778860999999999e-11,1.3190123000000002e-17,1.9690751e-24,9.042997999999999e-29,2.1280136e-17,0.99996006
1.0,1.6301370000000006e-07,6.174461e-22,5.999629e-28,2.1206264e-29,1.0119905e-15,0.9999982
1.0,1.2838011e-09,8.671561e-23,1.0921966e-24,3.7454794999999996e-28,4.2628564000000014e-15,0.9999844
1.0,2.17773e-08,4.434274e-19,1.2660645e-23,2.4255719999999999e-23,1.4567154e-14,0.9999974
1.0,1.2112822e-10,1.5442883e-21,2.3102987999999998e-27,2.821579e-29,1.2786813e-17,0.99999976
1.0,4.134583e-09,4.7198905e-19,2.9415373e-24,6.8626954e-24,6.663160300000002e-16,0.9987985
1.0,0.0011468843,1.0013045e-24,9.0235865e-27,4.938617e-27,7.900425999999998e-16,0.99884844
1.0,1.3052368000000002e-08,2.1544847e-27,3.2764403999999994e-32,9.938120999999998e-37,3.2816142e-20,0.9999987
1.0,1.87279e-06,4.5170646e-23,1.9533601e-25,2.4263530999999999e-26,2.3498076e-13,0.99988985
1.0,4.7417696e-09,1.8011499e-20,2.0005295e-23,3.7901246999999997e-26,2.1585305e-15,0.9999994
1.0,3.1595334e-07,5.775097399999999e-25,8.659472999999997e-31,7.802744e-29,1.0963786e-13,0.9998294
1.0,7.661527e-08,4.8163474e-16,9.937012e-24,8.418446e-26,2.6201968e-12,0.99998343
1.0,5.7806704e-10,7.475631000000002e-23,4.0516134e-30,7.170699399999998e-31,8.518921e-17,0.9999987
1.0,2.6540692e-09,7.532903e-16,3.3706127e-20,7.802823399999998e-25,9.2610097e-14,0.9999939
1.0,3.8701375e-09,1.311345e-23,6.773064699999999e-28,4.1712364e-28,4.9506625e-16,0.9999964
1.0,7.216356999999998e-11,4.5186815999999995e-22,4.709804e-25,2.4824433e-31,3.699592e-16,0.9999993
1.0,7.716341e-08,1.6796439e-18,2.6750742e-21,1.073939e-22,1.0533522e-14,0.9998913
1.0,8.397633e-06,5.170949e-15,3.0975150000000004e-17,7.5402284e-17,6.5356653e-09,0.99985635
1.0,1.2282665e-07,1.2042733999999999e-29,1.4963873999999996e-31,3.5047084e-34,2.978316e-17,0.99999714
1.0,9.033367e-08,6.929852e-26,4.8581605999999995e-33,4.3821713e-34,1.6167973999999998e-19,0.99999964
1.0,1.7111810000000006e-07,1.1134947e-23,3.9732016e-29,5.189362599999999e-32,1.18787446e-17,0.99999785
1.0,2.8669827e-09,2.1909164e-17,7.593117e-20,2.6083709e-21,9.635729e-12,0.999962
1.0,2.0631623e-09,5.359172e-19,2.7542311e-24,3.5822956e-27,4.8300487e-16,0.99995935
1.0,1.2814142e-09,1.0819755e-16,4.1137985e-19,3.3640374e-24,2.0505851e-14,0.9999964
1.0,5.2497815e-09,2.6253093e-21,6.839071e-24,2.5534347999999995e-28,1.0680249e-14,0.9999994
1.0,1.132606e-09,1.9227402e-24,4.5874824e-30,1.2615221999999999e-31,2.9966176e-17,0.9999931
2.0,3.849581e-21,1.8249942e-10,1.7271539e-07,0.00010178142,1.4895773e-05,8.148695e-13
2.0,2.888384e-39,2.1727084e-12,1.2976364999999999e-11,7.162106e-11,2.2617553e-16,2.7608374999999997e-26
2.0,1.2528802e-23,2.6776567e-11,5.3504436e-12,0.0004034416,3.8249333e-09,2.3173482000000004e-16
2.0,1.3543557e-25,4.6722004e-10,8.2906615e-10,3.1940603999999995e-07,4.3007898e-12,7.354723600000001e-17
2.0,6.225914399999998e-37,1.3633691e-16,4.240263e-16,4.4192973000000005e-08,3.648269e-18,1.0941666999999999e-29
2.0,6.254653299999998e-16,3.7488513e-07,2.1286928e-08,2.5526917e-05,1.3544313e-06,8.987277000000001e-12
2.0,2.2486451e-20,6.186056e-10,6.8459166e-10,1.6513378e-06,1.0126066e-09,7.789438e-17
2.0,3.4176843e-17,1.292943e-06,3.2261346e-10,7.346774999999998e-07,4.6106138e-07,1.4704233999999998e-14
2.0,8.696740300000002e-16,0.0007173702499999999,1.0879284e-06,4.7360352999999986e-12,2.2517107999999999e-10,3.988578e-05
2.0,1.4533461000000002e-16,0.0017341785,2.328441e-09,4.36737e-08,1.5338193000000003e-08,3.4902792e-10
2.0,1.2236608999999999e-15,1.0865822e-06,4.9760197e-06,3.1308196e-07,1.8339013e-05,2.3385616e-09
2.0,3.766192700000001e-12,1.6871263e-07,7.789315e-12,5.739564e-07,1.016433e-05,6.855782e-08
2.0,1.419289e-12,0.0017289479,8.5162594e-07,5.9778155e-11,6.865974e-08,0.0059269434
2.0,6.571039999999999e-08,3.494196e-08,1.0408512e-10,2.1476355e-07,4.3751264e-05,1.5137317e-05
2.0,7.939193e-15,5.9525485e-07,7.966863e-11,7.035833e-10,4.052785e-08,4.020496400000001e-07
2.0,2.1749520000000001e-13,1.3939089e-07,4.1113545e-12,8.8262163e-07,1.943258e-06,7.4165014e-11
2.0,1.7384178e-20,6.591543e-11,7.961791500000002e-13,2.6454203e-10,4.2079353000000003e-13,4.2563886e-11
2.0,1.1960046e-19,1.816826e-07,4.604207e-12,2.2706938e-06,1.1093252e-06,1.0478386e-14
2.0,8.228520500000002e-21,9.631038e-10,1.60728e-07,0.00027594404,3.4056444e-05,2.3934377e-15
2.0,2.0100814e-20,2.8332023e-25,1.6687018e-25,2.9204503e-11,2.6036517000000003e-12,5.5496697000000005e-14
2.0,2.4372443e-10,4.886541000000001e-12,1.9013830000000003e-16,1.2348978999999999e-13,1.1032978e-06,3.6989946e-05
2.0,4.6115864e-21,2.2309545e-09,3.270073e-10,1.9577788e-05,1.7394031000000003e-08,1.8475425e-15
2.0,2.2974522000000004e-22,3.2847510000000007e-08,8.392156e-09,3.8949335e-07,6.338917999999999e-08,3.8502507000000007e-16
2.0,5.088471400000001e-18,2.4059514e-20,5.1356245e-18,1.4744786e-12,4.8624955e-11,3.591794e-14
2.0,2.256026e-21,4.7623845e-12,1.1999221e-11,9.5692995e-11,4.025552e-07,3.6702064999999996e-13
2.0,1.1326482e-16,1.1747165e-16,2.1968993e-13,3.6608395e-08,4.4166242e-08,4.9380712e-15
2.0,5.075852e-22,1.806173e-09,1.906174e-10,2.7435804e-11,6.38264e-08,1.7733146e-12
2.0,8.1234976e-32,6.840184000000001e-22,4.7898023e-19,4.977096e-10,5.9493176e-15,4.97619e-23
2.0,6.855469500000001e-24,2.0137383e-13,6.675042999999998e-14,4.0579286e-13,5.721112e-13,3.3783882e-14
2.0,1.8181241000000005e-12,2.1331875e-06,2.5226273e-08,2.5909470000000003e-07,2.9043282e-05,8.636564e-07
2.0,7.519019e-17,1.944951e-12,1.2248976e-12,1.5412228e-05,0.00011255356000000003,5.453045200000001e-15
2.0,7.2128035e-19,9.850644e-13,1.577722e-10,1.05255324e-08,2.9559965e-13,1.7826156000000003e-16
2.0,6.312322e-26,1.0095577e-16,7.406857e-15,2.6812803e-08,3.7156792000000005e-12,9.919461999999999e-20
2.0,8.141849999999999e-15,2.877006e-06,5.5367334e-08,1.8662496e-06,1.7198845e-08,1.2285126e-09
2.0,2.1529742e-08,5.925749e-06,6.2785035e-09,1.0746182e-07,6.16015e-05,0.0011218378
2.0,6.390736e-13,9.0056574e-07,3.682555e-07,0.00035328769999999995,2.3109314e-06,7.979430000000001e-09
2.0,1.3233391e-09,1.4193728e-09,2.0662103e-14,6.249788e-05,4.834904e-07,5.5986704e-10
2.0,1.200274e-08,4.4967976e-07,8.867614e-10,4.163112e-07,3.0082236e-07,9.287262e-06
2.0,5.1972172999999997e-11,4.2247866e-06,6.993425999999998e-13,2.9680255e-11,3.6793392e-07,4.6098666e-07
2.0,5.8263954e-14,3.8385283e-06,0.00022915263,0.0015915857999999998,2.0289825e-05,1.2173081000000002e-08
2.0,1.6261322e-23,2.6502846999999998e-11,9.82068e-16,3.603447e-08,1.0294097e-09,1.3654653e-15
2.0,9.581964e-13,8.056856e-10,1.0291143999999999e-13,4.4758980000000004e-14,9.127459e-09,3.7362724e-07
2.0,1.1972602999999998e-13,4.1063524e-11,3.308225e-14,2.394664e-05,6.460138e-07,9.381511e-12
2.0,4.2211394999999995e-25,1.3252412e-07,1.7606753e-08,1.07372294e-07,2.425717e-10,1.8070328e-17
2.0,1.5862667e-17,4.448054000000001e-07,6.520356e-13,1.4475553000000002e-10,7.28784e-10,7.235425e-15
2.0,2.6351622000000003e-22,9.167318e-15,5.8697583e-15,5.9398865999999985e-12,4.784333e-13,7.271579000000001e-13
2.0,1.6958502e-35,1.2216924999999999e-15,4.1359361e-19,5.491189999999999e-13,6.8597619999999996e-18,2.5073220000000003e-24
2.0,6.3589197e-22,1.7035706e-09,3.7380548e-13,3.2671377e-09,9.258558e-12,5.33617e-11
2.0,1.0166661999999999e-29,5.7256053e-12,2.0877704e-11,3.1111819e-07,8.850873e-12,8.746941e-23
