label,score 0,score 7,score 4,score 6,score 3,score 1,score 5,f16,score 9,f18,f22,score 8,f21,score 2,f23,f9,f17,f24,f5,f8,f10,f19,f7,f20
0.0,1.0,0.0,0.0,0.0,0.0,1.1257573600000001e-26,0.0,1233.7304087795487,0.0,1625.1031488566416,0.585118548396822,1.37789e-29,2.201373278272168,0.0,0.89356396886639,1.259730717458718,2715.901154479097,52.114308538817795,-14.383617067844785,6.202993938473675,5.2326446086606895,3295.621850675347,4.153780277118761,0.0003034328710361832
0.0,1.0,0.0,0.0,0.0,0.0,3.155916e-26,0.0,1260.5124150639626,1.6230297999999999e-38,1735.9089407628376,0.5975326652772214,2.6015769999999997e-26,2.5683397925046245,1.1e-43,0.7788578199379134,1.2438559083316112,3237.424194554881,56.89836723979767,-13.551085363361642,4.077973227517548,3.454691856467752,3716.727569776132,2.7774051908484667,0.000269053887116142
0.0,1.0,0.0,0.0,0.0,0.0,2.4650173e-30,0.0,1248.85416650697,0.0,1734.078639263671,0.5696627999904705,1.0004632e-27,2.643081704510499,0.0,0.7327889580503821,1.2386664963339349,3300.8235990962803,57.45279452817139,-13.442348736303975,4.487618150387968,3.8091929371087847,3698.3065481357157,3.075236916783334,0.0002703940268294123
0.0,1.0,0.0,0.0,0.0,0.0,1.803186e-20,0.0,1142.4305426583278,6.9887386e-33,1550.6015909124899,0.6426443550346392,3.827533399999999e-22,2.3884901004658596,0.0,0.9351283842072884,1.2417470870304916,2728.684041609256,52.23680734510157,-13.049956988432154,5.966186336762428,5.098396055261515,3336.9511491320977,4.1058248563753805,0.00029967474958693597
0.0,1.0,0.0,0.0,1.895e-42,1.0555313999999999e-27,3.5008006999999996e-13,0.0,1184.0377786112074,1.0734962e-19,1571.6050141186324,0.5890488483905528,1.4181909e-12,2.235373262655348,1.1580317e-21,0.8903952552819075,1.2469272614524978,2646.7663922813244,51.44673354335846,-13.335689993495553,4.9307869152156325,4.1720608156148975,3212.9213932105235,3.3458734479467744,0.00031124321999074687
0.0,1.0,0.0,0.0,0.0,0.0,1.8972138999999997e-34,0.0,1136.2762201215974,0.0,1530.3560645449509,0.6173789765861778,5.609736999999999e-35,2.3763927445937205,0.0,0.9130514514972724,1.2376100885493615,2700.238565351342,51.96381977252386,-12.92473830566,4.217025011753873,3.6118979660290047,3251.8977624915037,2.918445800860119,0.00030751274272344613
0.0,1.0,0.0,0.0,0.0,0.0,6.907461499999998e-22,0.0,1087.8181703226753,0.0,1479.588466487937,0.6154610637757522,1.4439255999999998e-25,2.450988051371287,0.0,0.8900836529054074,1.2462295733625977,2666.229337525453,51.63554335460656,-12.625382245971775,4.764566691142302,4.049368154828797,3176.419664159631,3.2492955081323607,0.00031481986189773985
0.0,1.0,0.0,0.0,0.0,0.0,1.0595573e-20,0.0,1153.929031407836,1.0808e-41,1570.9909071859342,0.6099632485890181,1.4265318999999998e-25,2.4380989142264085,0.0,0.8779638445914381,1.2456970873932949,2813.393118569776,53.041428323243466,-11.885457796436214,5.479770596889894,4.669327866066171,3353.3000865941053,3.74836540385356,0.00029821369223643937
0.0,1.0,0.0,0.0,0.0,0.0,2.0743342e-24,0.0,1213.2727106772127,0.0,1653.8246485131165,0.6192406433417618,7.2774116e-23,2.395203309811429,0.0,0.8778183235532436,1.2440086015887717,2906.0348123179438,53.90765077721292,-12.84289361701833,4.509010796158092,3.835554832408975,3511.0650854264945,3.0832221155950528,0.0002848138600878509
0.0,1.0,0.0,0.0,0.0,0.0,2.4525099999999997e-26,0.0,1313.338471857563,0.0,1814.1561380798687,0.5736321041399937,5.71897e-32,2.5334172967436612,0.0,0.7386525467045445,1.2437949030438868,3327.2344010828388,57.68218443404202,-12.562378601371947,5.072715808052428,4.322779255091276,3806.9270758716852,3.475475936195205,0.000262679053228522
0.0,1.0,0.0,0.0,0.0,0.0,4.4832669999999995e-28,0.0,1160.0521494603834,0.0,1618.116819143743,0.6353140021036967,5.292654e-32,2.634660960883191,0.0,0.862830034096812,1.2537981684464925,3056.344110771904,55.284212129430806,-13.490507967522593,5.233228305336926,4.4259311937634624,3593.4125158604634,3.5300188699807835,0.0002782870031164636
0.0,1.0,0.0,0.0,0.0,1.6799999999999996e-43,8.165443e-22,0.0,1201.758267845212,4.5367079999999994e-33,1607.1946165212728,0.6078942926082336,1.6630051e-20,2.3200025656060994,6.137649999999999e-40,0.8840954821238394,1.2504706619393129,2788.082264639234,52.802294122881,-13.496016481382101,4.741721025166368,4.02063957789298,3354.0965289111346,3.21530100646864,0.00029814288031973767
0.0,1.0,0.0,0.0,0.0,6.3e-44,8.405005499999999e-20,0.0,1143.5395705899346,1.11e-43,1545.3371698412411,0.6235195604510233,3.9442147e-22,2.3677859100783825,0.0,0.9298570500739004,1.2462810540021276,2707.6568828599306,52.035150454860144,-12.356327562232954,5.0974236442937775,4.3158580466173095,3292.9590515438426,3.4629893736713586,0.00030367823721681833
0.0,1.0,0.0,0.0,0.0,0.0,6.841278699999999e-28,0.0,1195.1017210571308,1.3000000000000002e-44,1625.2347900572513,0.6300484628379645,4.9871135999999984e-30,2.3793505659942062,0.0,0.9169317799072764,1.2442009007275467,2843.5659564179327,53.32509687209141,-12.192835588009553,4.305031696775039,3.665456308653766,3470.834152550025,2.9460325149341955,0.0002881151780949542
0.0,1.0,4.5802759999999985e-37,2.51e-43,5.714899999999998e-41,4.8786802e-27,1.4971212999999999e-25,0.0,1179.1005821458646,1.58072e-40,1592.4888880161648,0.6177147030219436,1.2096912e-22,2.3322311553633597,6.452766e-39,0.905999660926985,1.250813512798971,2749.9351129876595,52.439823731470135,-12.806160647380018,4.50821225475451,3.8422410298776586,3353.4638035590365,3.0717936691296184,0.00029819913336732567
0.0,1.0,0.0,0.0,0.0,0.0,1.9127734e-33,0.0,1115.984688476184,0.0,1509.8802229021592,0.6051562530775417,7.968205e-36,2.369305936826912,0.0,0.8893179841259704,1.240210536812417,2644.109147814553,51.42090185726572,-12.126889170166487,4.859235456879593,4.15823505802654,3183.1113193192145,3.352846097174772,0.00031415803585966765
0.0,1.0,0.0,0.0,0.0,0.0,2.9306763e-23,0.0,1107.4302625691073,2.7e-43,1519.8520565872388,0.6338690971247637,1.0789843999999998e-28,2.4905219752340906,0.0,0.9260031115932744,1.2462352344984848,2758.079404967621,52.517420014387795,-12.253737324964552,4.976686062208769,4.24920473412679,3322.608662803629,3.409632962140388,0.00030096833587263215
0.0,1.0,0.0,0.0,0.0,1.607544e-39,1.8908702999999998e-19,0.0,1101.8210527403637,2.6791362e-34,1502.2930577381528,0.5873812512913023,1.07429093e-19,2.4710583399684363,4.9218194e-36,0.8493639314642832,1.2307718851903573,2722.664101526877,52.17915389815053,-12.479880339430602,4.148043976847129,3.5479197538643485,3191.4307973346886,2.8826785828924013,0.0003133390831582957
0.0,1.0,0.0,0.0,0.0,0.0,5.454532e-20,0.0,1196.5477434168395,1.6443266e-35,1650.0403595134894,0.6107878620482621,1.3988563e-23,2.450499073397153,3.4787399999999998e-40,0.8618137282702699,1.2388098395537903,2932.13913651842,54.14923024862328,-12.201377572461793,5.170209436027329,4.414930701324659,3521.811286838299,3.5638485910919817,0.0002839447995800333
0.0,1.0,0.0,0.0,0.0,0.0,1.0881455e-18,0.0,1226.1178767744984,5.999999999999998e-45,1663.3227465486468,0.6245415714531594,7.059552e-27,2.4399986827829445,0.0,0.8799436208784459,1.259051951371882,2991.726004266397,54.69667269831317,-13.699027260246625,4.817078498354598,4.063114935550511,3565.965691566087,3.2271225433734334,0.0002804289458995955
0.0,1.0,0.0,0.0,0.0,1e-45,9.7808214e-20,0.0,1128.5254294502781,0.0,1529.9450780425464,0.619415230612793,5.730635999999999e-23,2.3819862352144234,0.0,0.9134655765803726,1.2253660793665857,2688.1320390400087,51.84719895076308,-11.4367189456974,4.367755543981104,3.7481467774024786,3257.73402250788,3.058797563043336,0.0003069618308587933
0.0,1.0,0.0,0.0,0.0,0.0,1.3029314e-25,0.0,1246.8571409395065,7.346699999999998e-41,1719.5410804601831,0.6023426885600054,6.0184793e-29,2.632067726303637,0.0,0.7750622029497121,1.2328324302480715,3281.8124399780995,57.28710535520276,-11.80947518613959,5.054748340927028,4.332831116724166,3724.8793724687152,3.5145336952665254,0.00026846506960498867
0.0,1.0,0.0,0.0,0.0,4e-45,4.8969830000000004e-15,0.0,1207.3863884916236,4.1904856e-28,1663.5684271749085,0.6148289874688467,6.0322935e-14,2.528351242251928,1.8596e-40,0.8449485535936259,1.2214925847008438,3052.696875220866,55.25121605196456,-11.286600817223356,4.306928503336612,3.701195275753162,3594.889536446309,3.0300595534598544,0.0002781726642395081
0.0,1.0,0.0,0.0,0.0,4.089999999999999e-43,3.344042200000001e-22,0.0,1147.2476046646507,1.1926499999999999e-40,1578.0899664930298,0.6362735749952452,1.6304533e-21,2.4878145548252903,2.999999999999999e-45,0.901777251117782,1.2307425250860908,2854.139288873169,53.424145186171856,-12.459663488521702,4.764807322858113,4.1072672049830015,3436.838676918343,3.337227016427093,0.00029096506819361516
0.0,1.0,0.0,0.0,0.0,0.0,2.7456664e-25,0.0,1202.1092686391178,0.0,1633.3753580337243,0.6050994053950028,7.2972417e-28,2.4634868472662204,0.0,0.8415123713441792,1.2425248916229976,2961.3803722692824,54.41856642975155,-11.91592393376104,4.162078189861082,3.5296709917345734,3476.8899431411005,2.8407245726273413,0.00028761336031723155
0.0,1.0,0.0,0.0,0.0,0.0,7.674554e-23,0.0,1188.530110511026,0.0,1631.063380165697,0.6090970685949711,7.991132499999999e-27,2.519585867272172,0.0,0.8450735289621566,1.2400671040040123,2994.6036692710136,54.72297204347562,-11.516967987587204,3.949717765381207,3.3595755093572097,3513.800702645701,2.709188477389317,0.0002845921224977428
0.0,1.0,0.0,0.0,0.0,0.0,3.6549598e-23,0.0,1180.1884443257768,7.3e-44,1602.698637446756,0.6194932241713743,2.120244e-27,2.357344834591248,0.0,0.9043667401338816,1.247790721163794,2782.111133075651,52.745721467012366,-12.0869325392197,5.595309717111231,4.7573383976641335,3392.536380399655,3.812609211604845,0.0002947647093123275
0.0,1.0,0.0,0.0,0.0,0.0,1.3055142e-24,0.0,1153.756060766682,0.0,1558.612799134671,0.6081581573748721,7.867958e-28,2.3399475646562538,0.0,0.8978756996895497,1.2469180249383984,2699.7286845983904,51.95891342780747,-12.621871219148016,4.451858759647382,3.773540738763247,3274.630878222789,3.0262941615184937,0.000305377930273082
0.0,1.0,0.0,0.0,0.0,0.0,1.4756617000000002e-23,0.0,1157.2573792737835,8.125e-42,1560.1129042795017,0.6266874686978529,6.7487816e-24,2.301792642084488,0.0,0.9457295058833872,1.2332636066677327,2663.7665206103725,51.61168976705154,-11.835740034769405,4.166419074306964,3.557659618148108,3293.129693988453,2.884751969419476,0.00030366250130551534
0.0,1.0,0.0,0.0,0.0,1.5682939999999998e-39,1.5924788e-19,0.0,1165.4581525082926,1.7829108e-37,1574.4887205101002,0.6136204272916113,1.7619882e-18,2.314310825155106,1.05306e-40,0.91281468582894,1.2363848450887929,2697.2324186152123,51.93488633486369,-12.164632012205931,4.6189195915694015,3.9533894084703776,3304.3804556598216,3.1975395235344046,0.00030262859056897517
0.0,1.0,0.0,0.0,0.0,0.0,1.5950428999999996e-21,0.0,1157.0066979061348,0.0,1601.606294102937,0.6226697308638748,2.1929108e-28,2.5389405685019573,0.0,0.881398352623555,1.2408346261483705,2937.5712433423737,54.199365709779045,-13.31231034084135,4.7319873675465445,4.0330115684303705,3496.156104286282,3.2502409937971306,0.00028602841811725785
0.0,1.0,0.0,0.0,0.0,0.0,1.4278552e-17,0.0,1191.757786346999,4.884e-42,1649.2966175337895,0.6202284200024331,5.3573806e-21,2.5287101007108284,0.0,0.8584307723490362,1.2665155921902704,3013.609951936434,54.89635645410753,-14.260498311873429,5.682931106060443,4.788215755303418,3577.3317954922413,3.7806212452725,0.00027953795095553893
0.0,1.0,0.0,0.0,0.0,2.3056e-41,1.7061773999999999e-16,0.0,1153.8942776106367,1.5068056e-38,1536.7425644243951,0.5834074834987003,5.8689405e-19,2.3031226072906357,2.273895e-39,0.8626818710708145,1.2427428526790671,2657.559997188354,51.55152759316017,-11.952488171493432,4.741805251548507,4.059677181057413,3164.5684629323273,3.2667073259006765,0.0003159988515696033
0.0,1.0,0.0,0.0,0.0,0.0,3.4385983e-33,0.0,1081.2142699949322,0.0,1486.2969908096313,0.6252617450630029,3.5168056e-30,2.5633920510020696,0.0,0.8923392830254581,1.2607933779081877,2771.576065135015,52.64576018194642,-14.013758961761768,4.806528152477451,4.078710719240172,3267.5378516763826,3.235035011055704,0.00030604083116801803
0.0,1.0,0.0,0.0,0.0,0.0,1.5571604999999995e-14,0.0,1200.389960889795,2.7657605e-36,1653.0378395292776,0.6059652767070411,1.2584144e-19,2.5635797290487505,0.0,0.8105133675622479,1.2415157417299756,3077.2953706907015,55.473375331691344,-12.770337988691626,4.546517714042121,3.8934639975669376,3564.616911911472,3.1360568913460867,0.00028053505459686695
0.0,1.0,0.0,0.0,0.0,0.0,1.167151e-19,0.0,1181.388697897512,1.6171e-40,1582.4850643163368,0.6206061730674393,4.574529e-23,2.331292051436777,0.0,0.8970152469807776,1.239293899066806,2754.162081065714,52.480111290523325,-12.749133718828626,4.583648719936589,3.8926400759128574,3327.5391160343734,3.141014475133004,0.0003005223876050959
0.0,1.0,0.0,0.0,0.0,0.0,4.1705014e-29,0.0,1143.6507754824966,2.7e-44,1536.674578346953,0.6332574825425068,5.245968e-29,2.4317847261206333,0.0,0.9095757295440572,1.2742880464894981,2781.112487834353,52.73625401784197,-15.09540538804355,4.70272926885728,3.939649280360412,3310.282928653015,3.0916473643566267,0.00030208898198526773
0.0,1.0,0.0,0.0,0.0,2.0365539999999997e-35,1.9013462e-09,0.0,1161.407825864476,3.312603e-31,1546.7669713221924,0.6257223337950272,2.7508425e-12,2.254255142803144,3.014470999999999e-37,0.9298996880759158,1.243808478088385,2618.109564346814,51.167465877711926,-12.276147810399433,5.325111304262425,4.513837264804131,3223.49783680995,3.629045262451876,0.00031022201677343884
0.0,1.0,0.0,0.0,0.0,0.0,3.487534e-23,0.0,1142.1111568563372,2.0637226999999999e-35,1555.1730543946674,0.6206645663253431,6.4572369999999994e-27,2.3841478034916324,0.0,0.9209751970564168,1.2323479716228491,2722.9618059623235,52.18200653445902,-11.660089399625866,4.077344291574982,3.4886109175120383,3318.3324250885853,2.830865143485384,0.0003013561849437987
0.0,1.0,0.0,0.0,0.0,6.6086246e-35,5.2649545e-21,0.0,1247.4295147277385,2.5643024e-34,1718.9414891113834,0.6314807941698738,2.0204379e-18,2.4059242174740207,1.0746096e-36,0.8849280837403065,1.2439937014809686,3001.2208790753307,54.78339966700981,-13.248282077364905,5.104437129737439,4.3746590198399895,3672.6796309214783,3.5166247342184924,0.0002722807596885599
0.0,1.0,0.0,0.0,0.0,0.0,1.7060296e-14,0.0,1136.0081994484335,5.2113829999999985e-36,1549.8514416961789,0.6155856732012535,4.7390467e-22,2.41272019671259,0.0,0.9088636725068616,1.2544046942017075,2740.86992644034,52.3533181989484,-14.3958941616033,4.536244569538682,3.829296379164228,3314.1591725822805,3.052680205092153,0.00030173565840557813
0.0,1.0,0.0,0.0,0.0,0.0,1.1771094e-25,0.0,1240.78316041593,0.0,1722.7090241196274,0.6067161519327836,3.444167e-24,2.476126932332246,0.0,0.8330465311059473,1.247053509516108,3072.3366006902056,55.42866226682912,-12.29047208425354,4.274416013243326,3.633564214925935,3671.549025350325,2.913719569528224,0.00027236460499246204
0.0,1.0,0.0,0.0,0.0,1.8999999999999998e-42,3.088560600000001e-14,0.0,1175.3326648179311,2.622894e-39,1589.4703822006002,0.5940489261057935,8.268913e-15,2.4552649289765425,0.0,0.832456431444062,1.2366931191591313,2885.753071808009,53.71920580023506,-12.142520232673002,4.7114336729614354,4.031181586281515,3362.47698579764,3.259645844089801,0.00029739980503176066
0.0,1.0,0.0,0.0,0.0,0.0,1.1664168e-26,0.0,1082.887501318188,0.0,1459.1396226945621,0.6111704892226411,2.4194589e-32,2.5415262608370006,0.0,0.851210597156827,1.2386312619385351,2752.187022132337,52.46129070211995,-13.069236467428494,4.240648723003587,3.635292040429172,3158.478190833851,2.9349267632238774,0.00031660817000480734
0.0,1.0,0.0,0.0,0.0,6.333560999999999e-39,1.953009e-10,0.0,1205.385236409335,4.7826e-41,1651.0725732323779,0.6286266409877734,1.3262070000000004e-13,2.4798980740004044,0.0,0.8760338803565758,1.2565327392308023,2989.2325262000318,54.67387425635787,-14.097455020164736,4.748020506791853,4.013078519556188,3568.2681578250263,3.1937715542635443,0.0002802479958819945
0.0,1.0,0.0,0.0,0.0,7.75e-43,1.20409e-19,0.0,1190.5609119360474,0.0,1628.7016522241877,0.625789338811979,7.690757e-24,2.466625482633185,0.0,0.8846389986421275,1.2280331036068477,2936.6678840084587,54.19103139827161,-12.187311309408441,4.314717041771053,3.6839321675624697,3513.616660737746,2.9998638935240565,0.00028460702932517183
0.0,1.0,0.0,0.0,0.0,0.0,4.243130599999998e-22,0.0,1116.0160125776847,1.3000000000000002e-44,1505.2489798627425,0.578823208710551,1.8354382e-25,2.403463292812103,0.0,0.8570756754941499,1.2558009464391395,2682.3035204209955,51.79095983297661,-13.981735812872524,4.610230453517564,3.910606656132344,3153.958089205977,3.114033850046843,0.0003170619176654165
0.0,1.0,0.0,0.0,0.0,2.1999999999999999e-44,3.0760743000000003e-21,0.0,1198.5332432219936,8.504355999999998e-39,1595.7132259617865,0.6354788365577991,1.9788386e-23,2.2777869257132597,0.0,0.9556035698083608,1.2503482846550358,2730.0033514437673,52.24943398204203,-13.485990071306489,4.719873778276254,3.9918054747219016,3360.985484523007,3.1925548454870856,0.00029753178185532107
0.0,1.0,0.0,0.0,0.0,0.0,9.536343999999999e-18,0.0,1187.8922179744704,6.594999999999999e-42,1585.8660036147091,0.6127091757426784,1.1259619999999999e-21,2.25484251287257,0.0,0.9295915046661448,1.2362046030647496,2678.509873799327,51.754322271664684,-12.653990102182533,4.401165895458392,3.741166879434743,3295.1406560967303,3.0263330763854057,0.00030347718181613324
0.0,1.0,0.0,0.0,0.0,1.44e-42,7.217225999999998e-23,0.0,1170.3836106571084,0.0,1602.8292615536914,0.6210747341107093,5.5857695e-23,2.4909777659187604,0.0,0.8715529369674819,1.2547934993574483,2915.3995517425765,53.994440007676495,-14.723801195503693,5.743129553141516,4.852204408685799,3461.510569610022,3.866934608101257,0.00028889121667846336
0.0,1.0,0.0,0.0,0.0,0.0,6.174938500000001e-16,0.0,1210.996417235232,4.46e-42,1676.4587354333844,0.6096250487418995,2.1675024e-21,2.4831190023385337,0.0,0.853686373518993,1.2490103500759069,3007.0482154006877,54.836559113429864,-13.167873294852052,4.568202229922324,3.8555879946256733,3593.1586264371754,3.086914367356007,0.0002783066666309575
0.0,1.0,0.0,0.0,0.0,0.0,1.0161104e-18,0.0,1108.1726416921272,1e-45,1511.2195873395651,0.6135184851859827,2.0339578e-23,2.404355552696161,0.0,0.9033768440987456,1.2510421704940595,2664.4410443984398,51.61822395625832,-13.134720567157672,5.11590052676199,4.355840400019493,3221.9416727304247,3.481769442111845,0.000310371850758103
0.0,1.0,0.0,0.0,0.0,0.0,7.730898e-34,0.0,1132.051418116789,0.0,1557.3003483722641,0.6142299208979854,1.06693504e-35,2.4710567643065007,0.0,0.8897679357731607,1.2487973193416977,2797.3633142802587,52.89010601502193,-14.089833313138184,5.073240369127223,4.320191171544488,3354.9414852389705,3.4594814583857967,0.0002980677917632208
0.0,1.0,0.0,0.0,0.0,0.0,2.3199405e-22,0.0,1152.5125082885056,7.105948000000001e-33,1553.900657084302,0.6021948328924109,1.1931714999999999e-26,2.3347949120062124,1e-45,0.8878195335956025,1.2399111542836097,2690.88034037552,51.87369603542359,-11.74227028863099,4.576504925299319,3.9065831650238825,3251.041109902068,3.150696041024819,0.000307593772639228
0.0,1.0,0.0,0.0,0.0,0.0,1.1779949e-24,0.0,1133.4036373662352,1.2938e-41,1575.4511793177273,0.6365578430617719,8.823017e-31,2.544900100577996,0.0,0.8990291418350562,1.270460943031188,2884.399030728798,53.70660137011835,-14.638773391343731,5.232180759914509,4.380032206938649,3465.2207002878595,3.447592962982669,0.00028858190761613795
0.0,1.0,0.0,0.0,0.0,0.0,3.266595e-19,0.0,1273.0411822142325,0.0,1771.4414209216889,0.5761248547315556,1.2173537e-20,2.6575958084617817,0.0,0.7221293237199284,1.2517272726090616,3383.2289098517767,58.165530255055494,-13.499290810409567,4.399732715240991,3.7209510197628792,3786.1777883076206,2.9726531499206232,0.0002641186061278408
