label,score 0,score 1,score 3,score 5,score 4,score 8,f22,f18,f16,score 6,score 7,f23,score 2,f21,score 9,f9,f5,f17
0.0,1.0,0.0,0.0,0.0,0.0,4.219668e-26,0.7895519982450651,1560.3652199781193,1155.0799250289956,0.0,0.0,1.2287587523163068,0.0,2.2076449787559045,0.0,1.2244101507486291,-11.989875954834654,2550.006396552008
0.0,1.0,0.0,0.0,0.0,0.0,6.847799000000001e-15,0.7815629698522097,1602.88446897835,1194.3289222761493,3.37639e-40,0.0,1.2157167647662066,1.0371192e-35,2.177672670498195,0.0,1.2366496174705648,-12.309596430455748,2600.8574536263336
0.0,1.0,0.0,0.0,0.0,0.0,2.8512463000000002e-15,0.7533090346720109,1580.5483248801352,1147.899040703683,0.0,0.0,1.0786808334013978,2.1127313e-31,2.477543523080191,0.0,1.2451411877892584,-13.171610607217662,2843.9698334453747
0.0,1.0,0.0,0.0,0.0,0.0,4.473116e-22,0.7528240867926441,1688.2737133354901,1223.1980889924116,0.0,0.0,1.0691023672988504,0.0,2.383925144144809,0.0,1.2524595529121592,-12.567654464144125,2916.0126806188896
0.0,1.0,0.0,0.0,0.0,0.0,9.545911e-19,0.8225816963259409,1602.6134417807666,1194.27545119795,0.0,0.0,1.2753496888692113,1.5492033e-29,2.1819346416360026,0.0,1.2294025984120407,-11.781381704493846,2605.8309786242744
0.0,1.0,0.0,0.0,0.0,0.0,3.1801142999999995e-16,0.8125581607477854,1498.3242004279446,1120.3313917216697,0.0,0.0,1.310765728130176,1.9808033e-37,2.156559626819657,0.0,1.2190778460174865,-11.057913111091406,2416.061448045631
0.0,1.0,0.0,0.0,0.0,0.0,2.5264028e-14,0.789635857059023,1432.098724173862,1069.3139490186138,0.0,0.0,1.2599326338069674,2.639100999999999e-33,2.2315729695163378,0.0,1.2739780671903032,-13.879974219915605,2386.25210455671
0.0,1.0,0.0,0.0,1e-44,0.0,2.1450218e-14,0.7861299998506385,1631.6352674297284,1216.8935147496595,0.0,0.0,1.1832805862058753,3.3426009e-37,2.170564589441729,0.0,1.2399430941045049,-12.232705570335655,2641.345972236897
0.0,1.0,0.0,0.0,0.0,0.0,3.74528e-21,0.7884262968645567,1575.4149336048627,1157.8773345998093,0.0,0.0,1.1898008189654137,2.7e-44,2.351145313104245,0.0,1.2201237509612493,-11.26164601123352,2722.3378683939773
0.0,1.0,0.0,0.0,0.0,0.0,3.0017199e-16,0.8265266709220608,1543.8699382539025,1146.8162536598568,0.0,0.0,1.3058675562431912,2.9999999999999997e-44,2.179548992069806,0.0,1.2461436063674356,-12.946372076467455,2499.542209753612
0.0,1.0,0.0,0.0,0.0,0.0,5.859955e-24,0.7853183159600577,1546.987789008348,1129.2952448720785,0.0,0.0,1.1875137608963593,0.0,2.3766822518474675,0.0,1.252902009971669,-13.810947830385865,2683.975965583209
0.0,1.0,0.0,0.0,0.0,0.0,1.9007365e-32,0.7768113602410619,1436.5507768044547,1042.706633010167,0.0,0.0,1.2314593018948532,0.0,2.36942662189285,0.0,1.2356866226977143,-13.411728305449559,2470.616855078548
0.0,1.0,6.1022208e-34,0.0,0.0,0.0,1.4539839e-12,0.8093970459688852,1482.9674626826404,1107.194347103309,0.0,0.0,1.3387671609077223,8.138791999999999e-37,2.128656461951312,0.0,1.2446273012232134,-13.63311430467078,2356.8364015974225
0.0,1.0,1e-45,0.0,0.0,0.0,1.5037416999999995e-20,0.7844226776874824,1518.994013182172,1111.0741383689974,0.0,1e-45,1.2186830184471424,1.2841193999999999e-36,2.312895715569474,0.0,1.2394512390690802,-12.663840789768026,2569.798614313699
0.0,1.0,0.0,0.0,0.0,0.0,5.026232000000001e-21,0.7854360532599803,1489.5833822198535,1080.0233304678654,3.1448299e-37,0.0,1.2301222564782366,1.4080608e-21,2.3550549646614827,0.0,1.2528862799328502,-14.133787720913775,2543.5143063685755
0.0,1.0,0.0,0.0,0.0,0.0,1.1898528e-27,0.7088352112100975,1729.0559130627578,1229.5622820973108,0.0,0.0,0.9664968586114194,0.0,2.472055304775964,0.0,1.2535813745461328,-12.17199292991848,3039.545962011098
0.0,1.0,0.0,0.0,0.0,0.0,4.927895400000001e-18,0.7686180715536742,1491.2107112986182,1081.8671737229597,0.0,0.0,1.1764117689422209,0.0,2.3603090047856257,0.0,1.245689203124715,-12.565053147786655,2553.5408321202763
0.0,1.0,0.0,0.0,0.0,0.0,6.6009537e-16,0.7676588711138574,1665.6043185280469,1231.2816062377099,1.1879999999999999e-42,0.0,1.151116731097393,1.0817718e-33,2.198425538286931,0.0,1.2338506062242938,-11.740468769453592,2706.8809279759353
0.0,1.0,0.0,0.0,0.0,0.0,1.3245072e-22,0.788563837765085,1493.7657590709605,1087.8579905665692,0.0,0.0,1.2346276553702948,2.7999999999999995e-44,2.3104450650352666,0.0,1.2270643373950962,-10.931174362102489,2513.4361257637115
0.0,1.0,0.0,0.0,0.0,0.0,9.013202999999999e-26,0.8095558887816909,1559.3869157135596,1142.7294378631825,0.0,0.0,1.2328715784885047,0.0,2.335472699934681,0.0,1.2497785103564254,-13.22402392307719,2668.813405541167
0.0,0.9984635,3.6646286e-33,1.3138299999999995e-40,0.0,0.0,0.0015364635999999998,0.7100723447487033,1713.4036804986624,1231.5830264934716,1e-45,6.557491e-36,0.9541357002374868,1.0214955499999998e-35,2.4954253718404846,1e-45,1.2226442975109684,-11.434984775889607,3073.3235318399024
0.0,1.0,0.0,0.0,0.0,0.0,4.0169647e-21,0.6782924881142821,1788.6563964792106,1309.8946155919325,0.0,0.0,0.8981227015157447,0.0,2.3789980689058656,0.0,1.2032472438703408,-10.376373246132582,3116.236760963399
0.0,1.0,2.7880239999999997e-38,0.0,1.7004146e-38,0.0,4.8661354999999985e-19,0.7538628304345155,1646.3780769961536,1199.5285585812835,0.0,2.44e-43,1.0834788911520021,1.1057353999999999e-28,2.3557107111339723,2.0999999999999998e-44,1.2278492234562146,-11.345092065747135,2825.742273761025
0.0,1.0,0.0,0.0,0.0,0.0,4.0087769999999996e-20,0.7625961072711329,1463.6856095701694,1078.0065675203884,0.0,0.0,1.1542753433487871,2.1999999999999999e-44,2.3423259380281727,0.0,1.211644846006919,-10.522359850059953,2525.042744467725
0.0,1.0,0.0,0.0,0.0,0.0,9.8630177e-29,0.7337624309509323,1664.6760045987396,1208.2628022903787,0.0,0.0,1.031242671277082,0.0,2.398079873989232,0.0,1.2487013742006687,-12.480483527351565,2897.5107086623875
0.0,1.0,0.0,0.0,0.0,0.0,1.0203987e-18,0.7499147548012853,1670.2950466842444,1212.6335262129785,0.0,0.0,1.0537126002935246,1.36495e-40,2.394957479633663,0.0,1.235950613997574,-11.907143822621078,2904.205733658316
0.0,1.0,4.235087999999998e-32,2.371706e-37,0.0,0.0,4.999379e-08,0.7682016414551124,1583.7516317617935,1152.0994802269765,5.527698e-35,6.484428e-38,1.1475059278352742,6.9070083e-31,2.340228703934488,0.0,1.2231191179497265,-11.697009330664079,2696.176273415174
0.0,1.0,0.0,0.0,0.0,0.0,2.2798715e-16,0.7766479414376242,1516.8687213847656,1105.462626992899,5.3e-44,0.0,1.1998485723977117,1.247676e-39,2.314927940530979,0.0,1.223350909533552,-11.324418896973324,2559.066322438637
0.0,1.0,0.0,0.0,0.0,0.0,5.464274999999998e-21,0.7613379481595084,1466.9559902851831,1077.0702620810432,0.0,0.0,1.187966235928562,1e-45,2.340100847968857,0.0,1.2182039145338344,-12.023576865031226,2520.4530336178877
0.0,1.0,0.0,0.0,0.0,0.0,1.1399108999999998e-24,0.8161281701478341,1558.5172455571994,1144.5206226016758,0.0,0.0,1.2860747475102798,0.0,2.22767384829194,0.0,1.226061258262944,-12.235751725892744,2549.618659800562
0.0,1.0,0.0,0.0,0.0,0.0,5.910534e-17,0.7627705077013478,1492.5324794299054,1101.9468330410646,0.0,0.0,1.188161042226762,1.88e-43,2.2802525047871645,0.0,1.2273181060166154,-11.433780175465198,2512.717026184171
0.0,1.0,0.0,0.0,0.0,0.0,1.4359233e-24,0.7915997291951764,1609.701994692843,1178.27343913709,0.0,0.0,1.183842116421472,0.0,2.330456099776476,0.0,1.2421620005184453,-13.048009521657107,2745.914523441637
0.0,1.0,0.0,0.0,0.0,0.0,3.1541379e-24,0.7265055398324949,1720.6245301799065,1246.1956757438447,0.0,0.0,0.9907224046100552,0.0,2.4656632171009303,0.0,1.219174097941388,-11.561916190154998,3072.698838991836
0.0,1.0,0.0,0.0,0.0,0.0,4.732431299999999e-16,0.8275719326494939,1511.135636525689,1084.9771865048351,0.0,0.0,1.2814815477260924,6.999999999999999e-45,2.4405281825191403,0.0,1.2549946846941828,-13.248146522252185,2647.917401055375
0.0,1.0,0.0,0.0,0.0,0.0,1.1577215e-15,0.7658960207133054,1467.997306417132,1071.4147269555688,0.0,0.0,1.1792713864633633,0.0,2.3434035008245497,0.0,1.2323267960831918,-12.024679806810026,2510.7570219826607
0.0,1.0,0.0,0.0,0.0,0.0,2.1208577e-13,0.7782300224975709,1567.8234390137359,1155.1722896532456,0.0,0.0,1.2206057472402856,1e-45,2.21321071411955,0.0,1.214065043679094,-10.721074223995991,2556.6396881145747
0.0,1.0,0.0,0.0,0.0,0.0,6.621109e-22,0.8109158861619387,1482.2179069231988,1076.2243040744265,0.0,0.0,1.2646428840315054,0.0,2.3873715581565578,0.0,1.228691625659846,-11.241295537810581,2569.347293744121
0.0,1.0,0.0,0.0,0.0,0.0,7.3707795e-24,0.786619566876397,1493.4885907174476,1094.3699940368742,0.0,0.0,1.2195760131794582,0.0,2.3114093937810254,0.0,1.2291843781151053,-11.243921839335151,2529.537084488916
0.0,1.0,0.0,0.0,0.0,0.0,1.06788405e-27,0.7571502017007011,1462.3815681187054,1077.7529160211143,0.0,0.0,1.1865292923926485,0.0,2.288543047067065,0.0,1.2391646072830207,-11.98007066561349,2466.483942416376
0.0,1.0,0.0,0.0,0.0,0.0,8.315087e-17,0.8069521942485386,1478.4753882303146,1081.8793817936366,0.0,0.0,1.2315610973283424,2.999999999999999e-45,2.4258645728781394,0.0,1.2107132052688303,-10.719893873479329,2624.4928644204856
0.0,1.0,1e-45,0.0,0.0,0.0,8.4044284e-20,0.7891846954151682,1503.3494476732349,1096.1430239250603,0.0,1e-44,1.2373841914442758,3.5e-44,2.2798727736808195,0.0,1.2499983977499658,-13.165989375904104,2499.066636306908
0.0,1.0,0.0,0.0,0.0,0.0,1.5801959e-25,0.8110408680831073,1413.7942590079458,1044.2947355090953,0.0,0.0,1.3235708645166944,0.0,2.2818275159217576,0.0,1.2205437610535148,-11.856734205798011,2382.900462216888
0.0,1.0,0.0,0.0,0.0,0.0,6.984094e-20,0.7752476143104617,1532.7936157730958,1118.9330213170463,0.0,0.0,1.21139695150549,2.0783085e-33,2.2507818550389915,0.0,1.2221981846257857,-11.369055484310614,2518.474141384365
0.0,1.0,0.0,0.0,0.0,0.0,3.388188e-22,0.8120302618975123,1452.5859220881605,1062.008228093345,0.0,0.0,1.2820234093301992,8.54764e-40,2.3732473121663995,0.0,1.2285667161373344,-11.842562966858756,2520.4081728211318
0.0,1.0,3.4982859999999994e-39,0.0,0.0,0.0,3.6917448e-22,0.7601233415577984,1638.6570212364404,1179.3929661656234,0.0,2.0431505999999998e-37,1.0911958685294572,2.8899999999999996e-43,2.438648080789364,0.0,1.264184970798043,-12.636645801916506,2876.124393436272
0.0,1.0,9.15437e-34,4.5686999999999997e-41,0.0,0.0,6.655344999999998e-22,0.7838768398457205,1529.679941473765,1125.1866614333996,0.0,0.0,1.2236644849096066,8.397264e-39,2.2948321304159403,0.0,1.2311616747892342,-13.497087489894213,2582.114503372808
0.0,1.0,0.0,0.0,0.0,0.0,5.580753e-27,0.767382638381505,1428.3785615534098,1043.047895010992,0.0,0.0,1.1801746812487044,0.0,2.405676406359288,0.0,1.2302539249456546,-12.174973391242444,2509.2357117306633
0.0,1.0,0.0,0.0,0.0,0.0,3.4236423999999995e-23,0.7881637694694688,1579.5273060274676,1166.2783890241672,0.0,0.0,1.1962444437953088,0.0,2.278126849016157,0.0,1.228014558917234,-11.712609438830794,2656.930111463265
0.0,1.0,0.0,0.0,0.0,0.0,4.4616177e-20,0.7522230228925041,1682.8168927630927,1232.3050423683098,0.0,0.0,1.0832222227228132,0.0,2.29906953674566,0.0,1.2387888896423451,-12.035406928876345,2833.1549828870507
0.0,1.0,0.0,0.0,0.0,0.0,3.8159429999999996e-22,0.7819931858557276,1640.7022226154556,1214.8237224965726,0.0,0.0,1.210284527193699,5.04e-43,2.1908743749918704,0.0,1.2346301183888508,-11.860857135882393,2661.5261637499757
0.0,1.0,0.0,0.0,0.0,0.0,6.458401999999999e-25,0.8060526314782971,1514.2580867329236,1132.5844896465642,0.0,0.0,1.276562560240521,0.0,2.181971999640058,0.0,1.2333341235195006,-10.913618540920325,2471.267643635429
0.0,1.0,0.0,0.0,0.0,0.0,1.0859773e-17,0.7639885186594025,1673.853436374604,1204.9406836215762,0.0,0.0,1.1052254382016091,2.097e-41,2.373483350127984,0.0,1.2619537259170066,-12.701351910027142,2859.9066504676416
0.0,1.0,0.0,0.0,0.0,0.0,2.5380057999999994e-20,0.7435115607266932,1716.7148313629627,1244.8310153444736,0.0,0.0,1.0220026669926126,0.0,2.4343348343388684,0.0,1.2375836270416416,-12.39404937410518,3030.3355035184727
0.0,1.0,0.0,0.0,0.0,0.0,1.0085109699999999e-25,0.6856403922924825,1773.0047021597775,1286.7606557395254,0.0,0.0,0.8985998875295111,0.0,2.446512486244413,0.0,1.2355659266013812,-11.351557320431715,3148.076011074799
0.0,1.0,0.0,0.0,0.0,0.0,2.0391666e-12,0.7587606686557071,1585.4873461566174,1153.8932030942858,0.0,0.0,1.0895387903014822,1.6837999999999997e-40,2.456658797090309,0.0,1.2438193903977257,-12.39399364055756,2834.721888284292
0.0,1.0,0.0,0.0,0.0,0.0,1.386783e-18,0.7982500247463535,1556.8160236458457,1129.8776392196194,6.3298e-41,0.0,1.2084161543496468,1.5742173e-30,2.3574065993519726,0.0,1.2665528632035823,-12.908827630037734,2663.581003156558
0.0,1.0,2.6974166e-37,0.0,3.6000000000000004e-44,0.0,3.2201763e-10,0.7889335621700224,1560.5633263267691,1143.332070542353,0.0,3.1804e-41,1.2082141366495618,2.9341418e-32,2.297605878062451,5.999999999999998e-45,1.2383019630731469,-12.913469686929455,2626.9264858554234
0.0,1.0,0.0,0.0,0.0,0.0,4.829177e-16,0.7629935354023041,1670.4998293555539,1208.2038204499875,0.0,0.0,1.1135572266528415,2.999999999999999e-45,2.3368488187845577,0.0,1.2511580228224408,-12.905460893930199,2823.389670669544
0.0,1.0,0.0,0.0,0.0,0.0,4.5323859999999985e-17,0.7580847472175449,1729.348964915175,1267.2744861458405,0.0,0.0,1.0625226687265406,4.55e-41,2.3130307165347337,0.0,1.2372367206399475,-12.203239697860134,2931.2448127361
0.0,1.0,0.0,0.0,0.0,0.0,1.1518196e-21,0.7971675560379798,1448.1606347278696,1091.024164134364,0.0,0.0,1.3019543699115366,0.0,2.1311618548093683,0.0,1.249902368466287,-12.557357915431506,2325.149081278432
0.0,1.0,0.0,0.0,0.0,0.0,6.077804e-19,0.7946052849653166,1513.6305168959009,1113.2943232396797,0.0,0.0,1.2439565554939136,0.0,2.2682394128740317,0.0,1.2577752210227824,-12.750022430826535,2525.2180621011635
0.0,1.0,0.0,0.0,0.0,0.0,8.266965700000001e-13,0.7990859862318024,1539.5634165587146,1127.014099940069,0.0,0.0,1.2585063116113424,2.1199999999999998e-42,2.2479791612868523,0.0,1.2404527774542753,-11.750498982572005,2533.504211141733
0.0,1.0,0.0,0.0,0.0,0.0,5.5336282e-12,0.7983826852293568,1633.9256906670355,1196.567525545595,0.0,0.0,1.2151637732196614,4.923702299999999e-34,2.2448649223267743,0.0,1.2492949978597574,-12.435193747531324,2686.132465292653
0.0,1.0,0.0,0.0,0.0,0.0,1.6019040000000004e-12,0.8073827818022103,1588.6146105470941,1169.3927496449955,7.359095999999998e-38,0.0,1.2357613425087919,5.7388933999999995e-27,2.2709234977413932,0.0,1.2236819421706335,-11.349216785071508,2655.6014732572385
0.0,1.0,1.71e-43,0.0,0.0,0.0,2.254523e-23,0.7624711528592617,1638.3534133646015,1195.9106186449858,0.0,0.0,1.1247777116409676,1.296e-41,2.298598850966591,0.0,1.2417846084874422,-12.908852767331846,2748.918773876109
0.0,1.0,0.0,0.0,0.0,0.0,1.2209518e-15,0.7877544055890476,1584.1852410948218,1173.6481497100133,0.0,0.0,1.1942116729270544,4e-45,2.276563525864852,0.0,1.2382493198269022,-12.582895571135616,2671.8845698285872
0.0,1.0,0.0,0.0,0.0,0.0,1.5264354e-23,0.8144840163689621,1595.5023931239389,1189.3215520724702,0.0,0.0,1.2882599364147629,5.87e-42,2.139217967352724,0.0,1.2232728794887295,-11.19474761788211,2544.2180331532563
0.0,1.0,0.0,0.0,0.0,0.0,5.47912e-27,0.7731913912016436,1599.5644962492083,1163.5616788196814,0.0,0.0,1.1915823241639094,3.5673522e-38,2.2804583734186585,0.0,1.2509471397352947,-14.008984344746485,2653.4539734534146
0.0,1.0,0.0,0.0,0.0,0.0,5.1384349999999995e-24,0.7897820225102857,1541.6984068349807,1124.9609850041802,0.0,0.0,1.2254960916616622,0.0,2.3187137024292923,0.0,1.2377118863764247,-11.813424697683075,2608.462450627546
0.0,1.0,0.0,0.0,0.0,0.0,9.7074834e-20,0.8008950118694914,1552.0896105682702,1148.1397710942572,0.0,0.0,1.2501559685018344,0.0,2.194432593396028,0.0,1.2405862897085735,-13.066283182871466,2519.515335463492
0.0,1.0,0.0,0.0,0.0,0.0,9.4698347e-23,0.8109000565709994,1529.8817039756354,1151.8806479921382,0.0,0.0,1.259030844040664,2.16e-43,2.1769155560573403,0.0,1.2320864195198271,-12.782991799362948,2507.546901335494
0.0,1.0,0.0,0.0,0.0,0.0,1.156338e-26,0.7742055353874536,1433.0438767433375,1062.7664526519425,0.0,0.0,1.2461244086713943,1e-43,2.267178912980904,0.0,1.226156799954044,-11.682900395730774,2409.4816908760017
0.0,1.0,0.0,0.0,0.0,0.0,4.0744088e-27,0.7848040586295161,1550.462871012379,1152.5242274965542,0.0,0.0,1.2288585105635788,0.0,2.2254545702690245,0.0,1.205752175601252,-10.889040564530912,2564.8903094279835
0.0,1.0,0.0,0.0,0.0,0.0,5.2370966e-19,0.7835280781566015,1507.7299337138056,1125.558308174284,0.0,0.0,1.2508718139156432,0.0,2.1519103108571933,0.0,1.2319422263184625,-12.10284434923496,2422.10052883122
0.0,1.0,0.0,0.0,0.0,0.0,1.0777101e-19,0.7789187530018377,1480.2235170404676,1103.5478689521485,0.0,0.0,1.2141831318256509,1.8353999999999999e-40,2.2432111539927746,0.0,1.2626622146165587,-14.968327152200995,2475.4908885984164
0.0,1.0,1.86625e-40,0.0,0.0,0.0,1.0519375e-20,0.7957728998405698,1532.7568216846296,1125.436240065819,0.0,0.0,1.2207573540143908,4.656999999999999e-42,2.295048143301844,0.0,1.2378772578560926,-11.674256524732845,2582.930353167666
0.0,1.0,0.0,9.196299999999999e-41,0.0,0.0,2.0791591999999998e-16,0.8143771797890754,1494.343895991929,1116.5488308183521,1.3405075e-31,0.0,1.3323079079821345,1.2549193999999999e-27,2.1512788091487955,0.0,1.2375210739049498,-12.09629249508244,2402.007839119385
0.0,1.0,0.0,0.0,0.0,0.0,8.3436724e-27,0.8091168510537028,1520.605531765305,1123.4102066248847,0.0,0.0,1.2813667369669224,0.0,2.241568066300069,0.0,1.2437706883585615,-13.808715047050947,2518.2004445259035
0.0,1.0,4e-45,0.0,0.0,0.0,2.2262332e-17,0.7414486083118506,1666.864917064633,1213.2521997132985,0.0,0.0,1.0525322928316003,0.0,2.3963636413920355,0.0,1.2336687676052498,-13.148982794010227,2907.3934592318574
0.0,1.0,0.0,0.0,0.0,0.0,1.4906989999999998e-17,0.7867191474553465,1596.215008138836,1164.826876297802,0.0,0.0,1.184721995946339,9.939716999999999e-39,2.336314084452168,0.0,1.2549314134998073,-13.525564327886924,2721.4014370429786
0.0,1.0,0.0,0.0,0.0,0.0,8.250086000000002e-19,0.7559591959600951,1606.3143688342914,1151.6205318626614,0.0,0.0,1.1243449842917104,1.3970345999999995e-35,2.371507847416588,0.0,1.2421308945670029,-13.272386770658946,2731.0771285583664
0.0,1.0,0.0,0.0,0.0,0.0,9.761268e-17,0.7993775403799741,1440.5848994852329,1059.2410505792202,0.0,0.0,1.2815432562201463,0.0,2.32163827961989,0.0,1.2376046547866844,-12.65856902067417,2459.174570369505
0.0,1.0,0.0,0.0,0.0,0.0,4.1612717000000005e-20,0.7855438971209904,1567.4336194367127,1152.5181615369436,0.0,0.0,1.2149328528277274,0.0,2.2328814536146546,0.0,1.2510860115895028,-13.519802384724205,2573.436427849901
0.0,1.0,1.4730000000000002e-42,0.0,1e-45,0.0,4.555184000000002e-15,0.7699024848045325,1551.4401248679233,1132.3791128440046,0.0,0.0,1.1607622822161696,4.156e-42,2.324630309757284,0.0,1.2258357735893253,-12.35872482961128,2632.362807853236
0.0,1.0,0.0,0.0,0.0,0.0,2.4264488999999997e-30,0.7232346429704493,1691.6134209259092,1215.1181885447472,0.0,0.0,1.0012860432700792,0.0,2.4612111219668638,0.0,1.2294283813419211,-11.678078819041266,2990.66240015056
0.0,1.0,0.0,0.0,0.0,0.0,4.9181847e-26,0.7756681273922101,1636.0287785717258,1176.457211307386,0.0,0.0,1.1287097503425283,0.0,2.4153571446123148,0.0,1.22580563923365,-12.169435250700914,2841.5643306619745
0.0,1.0,0.0,0.0,0.0,0.0,1.6898368e-29,0.7826357418225195,1471.914024447588,1096.8470995198034,0.0,0.0,1.2491453798743797,1.4029999999999997e-42,2.1873922282504417,0.0,1.2425193077112449,-12.758208869644642,2399.234821068657
0.0,1.0,0.0,0.0,0.0,0.0,3.3543541e-21,0.7888538529858488,1502.1230451923236,1124.2739031413541,1.02106e-40,0.0,1.2807303157319658,4.6883577e-37,2.183043313772666,0.0,1.2302235800499712,-11.934403402544133,2454.338627101831
0.0,1.0,0.0,0.0,0.0,0.0,1.5124816e-26,0.7924739676857689,1519.567963614762,1126.877327686946,0.0,0.0,1.2325381522903676,0.0,2.2843351304448074,0.0,1.23165929663562,-11.511073433736088,2574.165467337056
0.0,1.0,0.0,0.0,0.0,0.0,6.0034960000000005e-25,0.7883581597333772,1463.7127841243882,1078.8110675044663,0.0,0.0,1.245724398965438,0.0,2.2938203045036247,0.0,1.2399031230060968,-11.884447661056313,2474.5987313649757
0.0,1.0,0.0,0.0,0.0,0.0,5.8485196e-17,0.7720311457351883,1488.7134158576835,1108.234358851304,0.0,0.0,1.2442385346146985,0.0,2.1933934841560947,0.0,1.2365227106623813,-12.057905822871867,2430.794021622357
0.0,1.0,1.3999999999999998e-44,0.0,0.0,0.0,3.6803074e-10,0.774752428432298,1483.259953800461,1085.422498506546,0.0,0.0,1.20458760714535,2.999999999999999e-45,2.2971369591603423,0.0,1.2273766271121662,-10.997339747526196,2493.364137623548
0.0,1.0,0.0,0.0,0.0,0.0,8.834119e-26,0.7892782138346347,1489.424908256174,1093.1675542904663,0.0,0.0,1.2329751379278648,5.7872e-41,2.3374025326896013,0.0,1.2388352543577807,-12.689736773658561,2555.1726100526325
0.0,1.0,0.0,0.0,0.0,0.0,1.1220697e-12,0.7874392689862197,1449.8536943497284,1054.700607018836,0.0,0.0,1.2618707722608573,0.0,2.299178920737751,0.0,1.235120632617134,-11.554255792220594,2424.9454033470183
0.0,1.0,0.0,0.0,0.0,0.0,2.1129573e-23,0.799177391650616,1477.6386088406975,1090.3919833901705,0.0,0.0,1.2657422155149936,1.2949999999999999e-42,2.255639741026956,0.0,1.2387556537420856,-12.320078787286615,2459.531491032073
0.0,1.0,0.0,0.0,0.0,0.0,1.0468927399999999e-14,0.7904823428870814,1491.5663972616378,1072.8690103105253,0.0,0.0,1.1955378957288765,2.286849e-38,2.4981393607620292,0.0,1.2345645060275603,-11.41885232662459,2680.176303598527
0.0,1.0,0.0,0.0,0.0,0.0,2.7858190999999997e-11,0.7855180297871593,1566.9865595042374,1134.3934021773298,0.0,0.0,1.1454778152475662,1.4792e-41,2.4676102994508007,0.0,1.2335740783648659,-12.361500474734054,2799.2408428418125
