label,score 0,score 1,score 3,score 5
1.0,6.084471700000001e-16,0.99987805,1.3606043e-06,8.632328999999998e-14
1.0,1.0025514999999996e-15,0.9999962,3.222954e-06,1.5359067999999998e-19
1.0,1.2808788000000002e-14,0.9984855,0.00011575742,3.3791784e-12
1.0,4.7806814000000006e-14,0.9999845,5.158223e-06,4.1115144000000004e-15
1.0,4.7241573e-12,0.999959,3.9156937e-05,4.6612887e-12
1.0,1.0656211000000001e-14,0.99973744,4.6788532e-08,1.1644614e-11
1.0,9.380421000000001e-13,0.9976025,1.7043623e-05,1.5607177e-11
1.0,7.064600999999999e-16,0.9999579,1.3070296e-08,1.8054850999999998e-12
1.0,3.8746143e-14,0.99996495,5.709777e-06,4.7167574e-12
1.0,2.5647784999999998e-14,0.9994241,8.557996e-07,1.5876017e-12
1.0,1.9409124999999998e-17,0.9999932,2.3424914e-06,2.161573e-16
1.0,3.1161393e-15,0.9999372,1.1224024e-05,2.368354e-13
1.0,1.8203009e-13,0.9998568,1.21913635e-08,2.99577e-13
1.0,7.06089e-16,0.9999894,4.494091e-06,8.715539e-17
1.0,8.797348700000001e-13,0.99353164,4.656022e-08,9.0772434e-10
1.0,1.4653649e-12,0.99568707,3.5742544e-06,9.856725999999999e-12
2.0,6.334568e-13,4.0989919999999996e-18,0.0016164001,1.5086126e-27
2.0,5.286033e-10,3.4476402e-18,1.10422675e-08,1.5184338e-17
2.0,3.0455658e-12,1.2855534e-16,3.365818e-06,1.6264321e-15
2.0,2.413717e-14,1.7103324e-17,0.010397729,6.787835499999998e-25
2.0,2.591256e-08,6.716297e-16,1.1608408999999997e-05,2.1378294999999998e-18
2.0,6.884142000000002e-14,1.9222312999999999e-25,8.487797000000001e-08,6.5199354e-26
2.0,9.323831e-10,1.7554425e-09,0.00018389469,1.8367855e-12
2.0,2.6138514e-12,2.3309387e-20,5.431739e-07,3.3731784e-25
2.0,3.7729565e-14,1.872285e-11,2.1007572e-05,6.4672573e-13
2.0,8.603233e-11,1.8588155e-16,0.0005072062,2.885015e-12
2.0,1.4101025e-09,2.2288991e-06,7.078122e-05,8.7307586e-07
2.0,2.7315499e-09,2.7799287e-11,0.045482915,4.5699363e-15
2.0,1.2961523999999998e-10,8.021254e-14,0.0010557910000000002,5.325368e-11
2.0,4.735122999999999e-09,3.970818e-14,9.0757485e-06,6.527851e-12
2.0,1.10396406e-11,1.7522535e-20,9.665383e-07,7.694497e-20
2.0,1.4610204e-08,9.591265e-08,0.10640876,1.910713e-11
2.0,5.09601e-12,1.2834754e-18,0.0018263988,5.638896e-20
2.0,3.5839303e-09,8.435942e-12,0.0001443498,1.5734854e-11
2.0,1.0057285000000001e-13,5.1386496999999996e-14,0.0021477207,9.7626695e-17
2.0,3.1933146999999994e-11,1.11412394e-17,0.00040806862,7.707816e-16
2.0,7.341542e-15,1.5071276000000002e-22,2.7360904e-06,3.0196990000000004e-19
2.0,1.2906436e-13,2.513366e-15,0.00015271091000000002,5.915791e-16
2.0,1.2819883e-16,1.2081399999999999e-24,0.0005188102400000001,3.709457e-31
2.0,9.858131e-15,9.097352e-20,2.3542594e-05,4.089413e-17
2.0,4.645638e-15,2.261677e-23,2.984963e-05,5.4585747e-22
2.0,3.3637457e-11,7.76794e-12,0.000852377,6.9295494000000006e-12
2.0,1.7858895000000002e-14,2.6828452999999998e-18,4.2623e-06,2.7560682e-12
2.0,1.7270410000000004e-09,2.252515e-10,0.066525914,1.0059037000000001e-12
2.0,7.8287155e-11,1.0511786599999999e-10,0.0005963378400000001,2.3028823e-08
2.0,5.8996794e-09,8.188917e-11,0.00015401738,4.5065082e-10
2.0,5.9945777e-12,1.1947434999999998e-18,4.1221738e-05,6.3061374e-21
2.0,1.3994846e-11,9.211717499999999e-23,0.00029744967,7.563157e-27
2.0,1.5412288000000005e-14,1.5284647e-18,0.0113477325,4.2185484e-20
2.0,5.7494915e-11,3.1577753e-12,8.274742e-06,2.3369331e-10
2.0,1.3944636000000003e-08,9.944410000000001e-15,6.042573e-06,8.373689000000002e-13
2.0,1.1506665000000002e-12,2.5085187e-14,1.3659306000000002e-06,9.186867e-10
2.0,8.066416000000001e-09,6.049632599999999e-12,0.0021306777,1.0400281e-12
2.0,3.4166832e-15,1.8771675e-20,2.1510472000000004e-08,1.5473189000000002e-11
2.0,1.4285688e-10,3.220788e-12,7.1615796e-05,5.6069420000000005e-14
2.0,7.565454300000002e-13,3.0145087e-15,0.00013328397,3.4943958e-16
2.0,2.9699694e-07,8.514369000000001e-09,0.009554905,6.3645365e-09
2.0,1.4478602e-12,6.0958864e-18,1.5975464e-06,1.5863984e-15
2.0,2.2660655e-10,4.210937e-18,4.806607700000001e-08,2.5813916e-17
2.0,1.3579352e-10,7.33965e-15,0.00014055053,4.7586197e-13
2.0,4.0767672e-14,2.2105308e-17,0.011277697,6.6646592e-21
2.0,3.1962074e-12,1.847875e-21,4.5369932e-05,3.589507e-21
2.0,3.724457e-15,4.3544787e-31,2.4189936e-10,2.873617499999999e-29
2.0,1.0972367e-12,3.683865e-17,0.03797233,6.288985e-22
2.0,2.1122217999999997e-13,7.408106e-22,5.036479e-06,6.770594e-24
2.0,7.293845000000002e-07,7.6496004e-11,0.0001322474,3.3192805e-14
2.0,8.0022055e-14,7.148639999999998e-22,6.6087006e-07,1.3032181e-18
2.0,8.841934e-11,3.1730733e-11,0.020114794,2.6320907e-11
2.0,9.229314e-15,5.491501999999999e-20,1.6185231000000004e-06,5.7498369999999985e-15
2.0,1.0035885000000001e-12,1.6285262e-18,1.225286e-07,1.537879e-13
2.0,2.2851742e-07,7.448477e-20,8.634637500000001e-08,9.832103e-16
2.0,1.0645637e-09,4.5014445e-13,0.00023157154,8.978286e-13
2.0,1.9307047e-06,1.384399e-10,0.00021738218,4.9001168e-09
2.0,8.636364e-12,2.6429960999999998e-23,1.5092451e-06,1.4111305e-24
2.0,1.7203781000000007e-12,1.7503905000000002e-14,3.626526e-05,1.5156879999999998e-12
2.0,3.7587742e-11,1.5509186e-17,4.2479765e-05,1.5768271e-17
2.0,1.3412403e-10,3.4632303999999996e-20,4.863166500000001e-07,1.07568975e-14
2.0,2.85639e-13,3.1775582999999997e-16,0.0130500095,4.1492126000000013e-20
2.0,1.708682e-10,2.1296423999999998e-14,6.9885966e-05,7.526504e-09
2.0,9.066617e-12,3.25793e-14,0.00014293431,3.242746e-11
2.0,8.91477e-10,2.749767e-10,0.0002135517,1.7027781e-07
2.0,3.0446045e-11,2.2960792000000003e-16,3.079836e-05,1.5727626e-14
2.0,7.489534e-11,1.1541576000000001e-14,0.0042915004,9.310209000000001e-16
2.0,3.2455977e-10,1.1206621e-15,0.00026978928,2.1506916e-13
2.0,2.2194035e-14,1.7701554e-21,0.00028596487000000004,8.393030999999998e-23
2.0,1.0780128e-14,2.6019589e-22,6.8665972e-06,3.7064456e-23
2.0,5.4080612e-08,1.5520071e-10,0.0015313813,3.7681955e-09
2.0,4.3627554000000005e-10,4.0101884000000006e-19,4.0218107e-05,2.417205e-28
2.0,5.4392106e-14,3.7961592999999996e-18,1.0743204e-05,7.427845999999999e-17
2.0,1.6786992e-09,1.2745889999999999e-11,2.2561855e-05,4.0994447e-08
2.0,1.4831126e-15,6.384812599999999e-20,4.4274364e-07,2.3120852999999998e-17
2.0,2.9694641e-13,6.317443000000002e-23,9.97828e-06,1.8762487e-18
2.0,4.9221204e-12,1.3611728e-12,5.0257902e-05,1.4683761e-10
2.0,1.02220024e-10,7.109584e-16,2.6733447e-05,1.17853e-15
2.0,1.1591667999999996e-15,1.9390113e-15,5.2612213e-06,7.519805600000001e-11
2.0,1.1182364e-08,7.306821e-13,4.517858e-06,1.0415374e-09
2.0,4.029488e-10,6.1780525e-11,0.0013593301,2.9644076e-12
2.0,6.669335e-10,2.2326735e-14,0.00016083666000000002,1.507024e-11
2.0,1.6412155e-13,4.9950707e-20,0.0008617483500000001,1.6597529999999999e-18
2.0,1.2579078e-11,5.3137202e-21,3.0331877e-09,2.4391515e-16
2.0,7.319694e-12,1.6928035e-17,1.08931845e-05,8.346883e-22
2.0,2.9086976000000007e-08,5.5318609999999995e-11,0.0039471337,5.4769129999999995e-14
2.0,1.1819903999999999e-11,1.8523033e-15,0.004039054,7.297903e-18
2.0,6.670377e-09,9.72229e-06,0.0013449781,8.163769999999999e-08
2.0,2.2864047e-11,1.0546673499999999e-13,0.22109294,6.0470403e-17
2.0,9.728082000000001e-14,4.5442903e-15,0.03166323,2.1508778e-19
2.0,1.9256324e-12,2.7195196999999998e-17,3.7355896e-06,5.5141355e-17
2.0,1.7952694e-14,1.8351337e-27,1.1229643e-07,1.4133365e-24
2.0,2.463901e-15,1.3466675e-19,2.9375615e-05,7.7732895e-17
2.0,2.6034170000000003e-11,1.1983879999999999e-13,0.004321711,8.541986999999999e-16
2.0,5.115501e-10,1.659781e-14,3.4037104e-05,3.6945230000000005e-24
2.0,1.1165062e-11,8.160480999999999e-16,2.193891e-07,1.2054447e-12
2.0,2.7663112999999997e-10,7.7003985e-15,0.006219781999999999,3.0675557e-15
2.0,7.970940999999998e-15,2.8573414e-18,2.835277e-06,7.49698e-15
2.0,2.9675853e-10,2.6052453e-24,1.7304532000000002e-07,6.5118679999999994e-24
2.0,5.583993599999999e-13,1.362819e-24,1.6947479e-07,4.3378844e-20
2.0,7.996020500000002e-11,1.0025044e-11,0.010515201000000002,8.332455999999998e-14
2.0,1.0709066000000001e-10,2.0935434e-11,0.0039419536,6.7180647e-13
2.0,3.696011e-10,4.9576163e-13,0.012572996,4.691642e-15
2.0,2.5134153e-11,1.3096861000000001e-14,0.0013628945,4.899381500000002e-16
2.0,3.8274838e-08,1.7102419999999995e-12,8.8985085e-05,1.5060694e-07
2.0,2.627667e-08,6.261102e-11,0.002242771,4.2947646e-12
2.0,2.2232288e-07,1.0493678e-09,0.0028821332,2.769206e-10
2.0,1.790239e-09,7.427401600000002e-16,1.0471143e-05,1.7826878999999996e-13
2.0,1.9518847e-11,6.981607e-20,2.6908872000000006e-05,2.0719347e-17
2.0,3.538771e-15,6.818695299999999e-28,1.5103361999999996e-06,8.911785e-31
2.0,6.930808500000002e-14,2.0250237e-19,6.153191999999999e-07,5.2709603e-18
2.0,5.5068655e-10,7.665799e-16,2.526956e-06,7.372035400000003e-14
2.0,3.0536875e-12,1.1644671e-19,2.080995e-06,5.559995e-15
2.0,1.1404893e-11,2.9089177e-21,0.0010052477,4.1166404e-20
2.0,1.11256846e-07,2.0832844e-11,0.010755219,3.505216e-17
2.0,2.1778396e-08,2.1207121999999998e-13,0.00016327422,5.390716e-09
2.0,2.1420520000000003e-09,2.7386197e-12,0.00024721844,6.432418e-13
2.0,4.837401599999999e-10,2.051132e-24,1.678443e-07,4.1742955e-21
3.0,1.0719816e-11,4.8286194e-05,0.9997665,4.552808000000001e-19
3.0,3.3327660000000003e-16,4.848173e-09,0.9999571,4.465936e-21
3.0,4.972849e-18,5.1932916e-11,0.9999753,1.8088057999999998e-26
3.0,2.3549181e-23,3.0802268e-16,0.9999999,5.2811120000000004e-34
3.0,2.2831224e-14,1.8579995000000002e-11,0.9999763,1.1987821000000001e-26
3.0,1.6571595000000002e-16,3.387693e-12,0.9999862,1.6730368999999997e-26
3.0,2.2659277e-15,3.6358205e-08,0.9998499,1.1830918499999999e-23
3.0,2.0794312e-15,8.393055000000001e-06,0.9999701,5.403214e-21
3.0,3.096723e-14,0.00023513428,0.9997402,1.1407104999999999e-17
3.0,6.099401e-17,7.383637e-05,0.9999106,3.8889905e-21
3.0,7.714711999999998e-14,0.00012224718,0.99984324,1.9269826e-16
3.0,4.486103e-12,1.6529608e-11,0.9999682,3.1211637e-21
3.0,4.669902e-14,0.0007631752,0.99895144,3.123008e-17
3.0,3.220198e-19,2.3757916e-13,0.99999607,1.0792258500000002e-23
3.0,1.3002234e-15,2.7155365000000003e-16,0.99989796,1.1983863999999999e-26
3.0,3.3098022e-15,1.5072574e-12,0.9998784,7.353650999999997e-24
3.0,4.045999e-16,3.495722e-12,0.99999726,1.3251383e-25
3.0,1.6863794e-13,6.041465e-08,0.9999579,5.674266e-18
3.0,2.272856e-10,1.4716307999999998e-07,0.99958736,4.3356703000000004e-15
3.0,6.989216999999999e-14,5.0604445e-05,0.9999254,1.5859031e-20
3.0,1.1016422e-13,3.3359805e-07,0.9998733,3.9884084e-21
3.0,5.8808167000000005e-12,4.5001274e-09,0.9992735,4.7923077000000007e-20
3.0,1.8535053e-14,8.717489999999998e-07,0.999902,8.4682274e-19
3.0,2.513513e-14,3.842022e-08,0.99974865,8.3111e-23
3.0,3.862192e-14,2.603239e-06,0.9999924,9.4528357e-23
3.0,7.872736e-12,8.474373e-08,0.9999886999999998,3.163242e-20
3.0,3.0808693e-17,3.5849877999999996e-12,0.99994576,2.0278615e-28
3.0,6.167468000000001e-14,1.3806196e-07,0.9999938,2.1300953e-21
3.0,2.0730697e-15,1.2608507000000001e-11,0.99983585,4.393248e-21
3.0,3.269052e-14,4.89146e-13,0.9999597,2.8389024e-21
3.0,1.7084538000000005e-15,1.6574255e-08,0.9999709,2.3739373e-21
3.0,1.5374815000000004e-13,2.3263821e-05,0.99996316,5.166384000000001e-19
3.0,1.3979669999999999e-14,2.4553634e-13,0.99994695,2.8295960999999997e-24
3.0,2.001688e-10,0.008255753000000001,0.9911809,1.6297128e-13
3.0,2.3913282000000003e-10,0.016321044,0.97534674,1.9875111e-15
3.0,2.9789298e-13,8.294986999999999e-05,0.9998349,1.9433581e-20
3.0,1.0171358e-15,9.179578999999999e-12,0.99949265,1.7121705e-22
3.0,1.8811981e-13,2.2129370999999998e-11,0.9999956,3.8407676000000013e-22
3.0,9.44294e-12,6.397636e-11,0.9994165,1.8273778e-23
3.0,9.0227465e-17,1.3029874999999999e-17,0.9999474,2.131697e-27
3.0,9.614886999999996e-13,4.890202e-06,0.9998305,7.148711e-16
3.0,1.5271391e-15,8.963414e-10,0.9999685,9.0295294e-21
3.0,1.4228924e-13,1.2465285e-08,0.9999914,6.108796499999998e-22
3.0,1.1586531999999999e-17,3.288545e-08,0.9998785,6.9750584e-24
3.0,9.233188e-11,0.0008875344000000002,0.99810314,1.6597891e-18
3.0,8.6387095e-14,5.407393e-09,0.9998368,7.2935036e-17
3.0,5.6317516e-14,4.229907e-08,0.9999386999999998,5.0972985e-24
3.0,1.4889006e-17,4.6741474e-13,0.9999982,2.5158532e-25
3.0,8.800721000000002e-08,2.6193991e-05,0.993313,3.0582089999999997e-14
3.0,2.6967699999999997e-16,4.030083e-07,0.99790156,3.6622116999999996e-21
3.0,1.7452739999999994e-21,5.2725186999999996e-17,0.9999993,1.12308025e-33
3.0,2.2346398e-14,9.380668e-09,0.9999757,8.635735e-23
3.0,4.3253409999999997e-11,2.114632e-05,0.999897,1.421313e-16
3.0,2.3137686e-17,3.2222454e-11,1.0,1.8590423999999997e-27
3.0,1.1214831999999998e-18,8.802653e-12,0.99999905,7.484139e-30
3.0,2.4072022e-10,1.5756264000000002e-05,0.904227,7.973560000000002e-18
3.0,7.207926e-15,1.3393446000000004e-08,0.99999964,2.9872725000000003e-21
