label,f22,score 9,f19,f18,f16,f23,f9,f21,f5,f24,f8,f17
0.0,0.8031130709103738,-0.1071083,3524.8139654748384,1554.8525718889246,1138.2219875406574,1.2742629518185946,1.2569796334470311,2.230896758587647,-12.817633145545711,50.39102839353095,4.9228098488843015,2539.255742557641
0.0,0.7700104025646927,-0.1071083,3299.949005350642,1448.4994451834712,1061.6258687428074,1.190202733042393,1.2582269566939657,2.3389438368729127,-14.224607903015261,49.83054567994255,4.401536622066312,2483.083282760841
0.0,0.79834191248926,-0.1071083,3475.327619973849,1492.5112101535938,1084.1060117101517,1.2158635367725823,1.2444279587359974,2.396656145706107,-12.964537039711244,50.972829385488026,4.5375459069813635,2598.2293355620714
0.0,0.7613955037884492,-0.1071083,3681.6210655933864,1617.4737611952887,1163.83475198751,1.1116655729379632,1.2318548082127172,2.3956417874198617,-12.250599945581198,52.802757177184496,4.2661857932962315,2788.1311655127092
0.0,0.7895519982450651,-0.1071083,3487.9752013931306,1560.3652199781193,1155.0799250289956,1.2287587523163068,1.2244101507486291,2.2076449787559045,-11.989875954834654,50.49758802707321,3.785873228880427,2550.006396552008
0.0,0.7815629698522097,-0.1071083,3546.310804123604,1602.88446897835,1194.3289222761493,1.2157167647662066,1.2366496174705648,2.177672670498195,-12.309596430455748,50.99860246738465,4.670528216552536,2600.8574536263336
0.0,0.7533090346720109,-0.1071083,3633.4461835111247,1580.5483248801352,1147.899040703683,1.0786808334013978,1.2451411877892584,2.477543523080191,-13.171610607217662,53.32888366959667,4.2561110694295605,2843.9698334453747
0.0,0.7528240867926441,-0.1071083,3804.132643457936,1688.2737133354901,1223.1980889924116,1.0691023672988504,1.2524595529121592,2.383925144144809,-12.567654464144125,54.000117413010216,4.357684808795297,2916.0126806188896
0.0,0.8225816963259409,-0.1071083,3605.7765511649336,1602.6134417807666,1194.27545119795,1.2753496888692113,1.2294025984120407,2.1819346416360026,-11.781381704493846,51.047340563679455,4.476442180091139,2605.8309786242744
0.0,0.8125581607477854,-0.1071083,3357.789031569833,1498.3242004279446,1120.3313917216697,1.310765728130176,1.2190778460174865,2.156559626819657,-11.057913111091406,49.15344797718295,4.117620565836384,2416.061448045631
0.0,0.789635857059023,-0.1071083,3227.0279485464916,1432.098724173862,1069.3139490186138,1.2599326338069674,1.2739780671903032,2.2315729695163378,-13.879974219915606,48.849279468142726,5.568393046344017,2386.25210455671
0.0,0.7861299998506385,-0.1071083,3593.773067337459,1631.6352674297282,1216.8935147496595,1.1832805862058753,1.2399430941045049,2.170564589441729,-12.232705570335655,51.394026620190964,4.4183790497835815,2641.345972236897
0.0,0.7884262968645567,-0.1071083,3612.3052209151647,1575.4149336048627,1157.8773345998093,1.1898008189654137,1.2201237509612493,2.351145313104245,-11.26164601123352,52.17602771765955,4.151330721859605,2722.3378683939773
0.0,0.8265266709220608,-0.1071083,3488.1677000531427,1543.8699382539025,1146.8162536598568,1.3058675562431912,1.2461436063674356,2.179548992069806,-12.946372076467455,49.99542188794502,4.98753520885269,2499.542209753612
0.0,0.7853183159600577,-0.1071083,3563.2985371329632,1546.987789008348,1129.2952448720785,1.1875137608963593,1.252902009971669,2.3766822518474675,-13.810947830385865,51.80710342784288,4.382517161136252,2683.975965583209
0.0,0.7768113602410619,-0.1071083,3317.144905927311,1436.5507768044547,1042.706633010167,1.2314593018948532,1.2356866226977143,2.36942662189285,-13.411728305449559,49.70530007029981,3.8380823904795274,2470.616855078548
0.0,0.8093970459688852,-0.1071083,3311.930057358869,1482.9674626826404,1107.194347103309,1.3387671609077223,1.2446273012232134,2.1286564619513118,-13.63311430467078,48.5472594653645,4.103550794394322,2356.8364015974225
0.0,0.7844226776874824,-0.1071083,3465.874015752986,1518.994013182172,1111.0741383689974,1.2186830184471424,1.2394512390690802,2.312895715569474,-12.663840789768026,50.693181142178275,4.083359399511292,2569.798614313699
0.0,0.7854360532599803,-0.1071083,3435.226415763205,1489.5833822198535,1080.0233304678654,1.2301222564782366,1.2528862799328502,2.3550549646614827,-14.133787720913777,50.43326587054001,4.139020934545367,2543.5143063685755
0.0,0.7088352112100975,-0.1071083,3860.0831469616687,1729.0559130627578,1229.5622820973108,0.9664968586114194,1.2535813745461328,2.4720553047759637,-12.17199292991848,55.13207743239047,4.485383382235288,3039.545962011098
0.0,0.7686180715536742,-0.1071083,3405.6883315398077,1491.2107112986182,1081.8671737229597,1.176411768942221,1.245689203124715,2.3603090047856257,-12.565053147786655,50.53257199193682,4.487798260771281,2553.5408321202763
0.0,0.7676588711138574,-0.1071083,3663.4120284762844,1665.604318528047,1231.2816062377099,1.151116731097393,1.2338506062242938,2.198425538286931,-11.740468769453592,52.02769385602186,4.6712013017935465,2706.8809279759353
0.0,0.788563837765085,-0.1071083,3416.9544849636764,1493.7657590709605,1087.8579905665692,1.2346276553702948,1.2270643373950962,2.3104450650352666,-10.931174362102489,50.13418121166149,4.554944022710439,2513.4361257637115
0.0,0.8095558887816909,-0.1071083,3600.949042393489,1559.3869157135596,1142.7294378631825,1.2328715784885047,1.2497785103564254,2.335472699934681,-13.22402392307719,51.66055947762439,4.341570146677982,2668.813405541167
0.0,0.7100723447487033,-0.1071083,3838.5504383770667,1713.4036804986624,1231.5830264934716,0.9541357002374868,1.2226442975109684,2.495425371840485,-11.434984775889607,55.43756426683898,3.8546791315679663,3073.3235318399024
0.0,0.6782924881142821,-0.1071083,3856.586760079232,1788.6563964792106,1309.8946155919325,0.8981227015157447,1.2032472438703408,2.3789980689058656,-10.376373246132582,55.82326361798814,3.632028289514469,3116.236760963399
0.0,0.7538628304345155,-0.1071083,3697.081076602257,1646.3780769961536,1199.5285585812835,1.083478891152002,1.2278492234562146,2.3557107111339723,-11.345092065747135,53.157711329223204,4.508029706385602,2825.742273761025
0.0,0.7625961072711329,-0.1071083,3314.7359106448994,1463.6856095701694,1078.0065675203884,1.1542753433487871,1.211644846006919,2.3423259380281727,-10.522359850059953,50.249803427155065,3.618763495484892,2525.042744467725
0.0,0.7337624309509323,-0.1071083,3724.609774216713,1664.6760045987396,1208.2628022903787,1.031242671277082,1.2487013742006687,2.3980798739892317,-12.480483527351565,53.828530619573726,4.7775123484831905,2897.5107086623875
0.0,0.7499147548012853,-0.1071083,3761.207625076663,1670.2950466842444,1212.6335262129785,1.0537126002935246,1.235950613997574,2.394957479633663,-11.907143822621078,53.890683180474866,4.362064240256366,2904.205733658316
0.0,0.7682016414551124,-0.1071083,3587.9381279516338,1583.7516317617935,1152.0994802269765,1.1475059278352742,1.2231191179497265,2.3402287039344882,-11.697009330664079,51.92471736480782,3.978237543307357,2696.176273415174
0.0,0.7766479414376242,-0.1071083,3448.4784184242253,1516.8687213847656,1105.462626992899,1.1998485723977117,1.223350909533552,2.314927940530979,-11.324418896973324,50.58721500971007,4.049161288412895,2559.066322438637
0.0,0.7613379481595084,-0.1071083,3335.052407792811,1466.955990285183,1077.0702620810432,1.1879662359285619,1.2182039145338344,2.340100847968857,-12.023576865031226,50.20411371210419,3.63180422049003,2520.4530336178877
0.0,0.8161281701478341,-0.1071083,3545.106337221829,1558.5172455571994,1144.5206226016758,1.2860747475102798,1.226061258262944,2.2276738482919396,-12.235751725892744,50.493748720020406,3.903854425745522,2549.618659800562
0.0,0.7627705077013478,-0.1071083,3351.3920026622804,1492.5324794299054,1101.9468330410646,1.188161042226762,1.2273181060166154,2.2802525047871645,-11.433780175465198,50.12700894911018,4.274896465849132,2512.717026184171
0.0,0.7915997291951764,-0.1071083,3675.5712666822837,1609.701994692843,1178.27343913709,1.183842116421472,1.2421620005184453,2.330456099776476,-13.048009521657109,52.40147443957696,5.417719645218356,2745.914523441637
0.0,0.7265055398324949,-0.1071083,3870.709438848104,1720.6245301799065,1246.1956757438447,0.9907224046100551,1.2191740979413879,2.4656632171009303,-11.561916190154998,55.43192977870999,3.916075844518789,3072.698838991836
0.0,0.8275719326494939,-0.1071083,3604.1209197204325,1511.135636525689,1084.9771865048351,1.2814815477260924,1.2549946846941828,2.4405281825191403,-13.248146522252185,51.4579187400285,4.723407656810588,2647.917401055375
0.0,0.7658960207133054,-0.1071083,3339.996943466593,1467.997306417132,1071.4147269555688,1.1792713864633633,1.2323267960831918,2.34340350082455,-12.024679806810026,50.10745475458377,3.9661901254204572,2510.7570219826603
0.0,0.7782300224975709,-0.1071083,3497.736186855374,1567.8234390137359,1155.1722896532456,1.2206057472402856,1.214065043679094,2.21321071411955,-10.721074223995991,50.56322466095863,4.059831908144016,2556.6396881145747
0.0,0.8109158861619387,-0.1071083,3476.2252228674074,1482.2179069231988,1076.2243040744265,1.2646428840315054,1.228691625659846,2.3873715581565578,-11.241295537810581,50.688729454821825,4.091326084557774,2569.347293744121
0.0,0.786619566876397,-0.1071083,3408.438435483191,1493.4885907174476,1094.3699940368742,1.2195760131794582,1.2291843781151053,2.3114093937810254,-11.24392183933515,50.29450352164654,4.502083106318676,2529.537084488916
0.0,0.7571502017007011,-0.1071083,3284.90361155865,1462.3815681187054,1077.7529160211143,1.1865292923926485,1.2391646072830207,2.288543047067065,-11.98007066561349,49.66370850446405,4.123107330880157,2466.483942416376
0.0,0.8069521942485386,-0.1071083,3476.664971439065,1478.4753882303146,1081.8793817936366,1.2315610973283424,1.2107132052688303,2.4258645728781394,-10.719893873479329,51.22980445424798,4.007285114615209,2624.4928644204856
0.0,0.7891846954151682,-0.1071083,3418.313001337704,1503.3494476732349,1096.1430239250603,1.2373841914442758,1.2499983977499658,2.2798727736808195,-13.165989375904104,49.99066549173863,4.3870319810345135,2499.066636306908
0.0,0.8110408680831073,-0.1071083,3263.6937035061724,1413.7942590079458,1044.2947355090953,1.3235708645166944,1.2205437610535148,2.2818275159217576,-11.85673420579801,48.814961458725826,4.520743256581944,2382.900462216888
0.0,0.7752476143104617,-0.1071083,3441.947637003561,1532.7936157730958,1118.9330213170463,1.2113969515054899,1.2221981846257857,2.2507818550389915,-11.369055484310614,50.184401375172,4.088758741178477,2518.474141384365
0.0,0.8120302618975123,-0.1071083,3404.479169103468,1452.5859220881605,1062.008228093345,1.2820234093301992,1.2285667161373344,2.3732473121663995,-11.842562966858756,50.20366692604368,4.005693847553738,2520.4081728211318
0.0,0.7601233415577984,-0.1071083,3750.301840814143,1638.6570212364406,1179.3929661656234,1.0911958685294572,1.264184970798043,2.4386480807893633,-12.636645801916506,53.629510471719506,4.745348278251201,2876.124393436272
0.0,0.7838768398457205,-0.1071083,3477.9725944445067,1529.679941473765,1125.1866614333996,1.2236644849096066,1.2311616747892342,2.2948321304159403,-13.497087489894216,50.814510756011494,4.087863970524382,2582.114503372808
0.0,0.767382638381505,-0.1071083,3293.2056263327368,1428.3785615534098,1043.047895010992,1.1801746812487044,1.2302539249456546,2.405676406359288,-12.174973391242446,50.092271976130846,3.8999434465743614,2509.2357117306633
0.0,0.7881637694694688,-0.1071083,3568.912193776552,1579.5273060274676,1166.2783890241672,1.1962444437953088,1.228014558917234,2.278126849016157,-11.712609438830794,51.54541794828386,4.112524888298194,2656.930111463265
0.0,0.7522230228925041,-0.1071083,3734.141035107734,1682.8168927630927,1232.3050423683098,1.0832222227228132,1.2387888896423451,2.29906953674566,-12.035406928876345,53.22738940514603,4.547602506245855,2833.1549828870507
0.0,0.7819931858557276,-0.1071083,3640.2559782664807,1640.7022226154556,1214.8237224965726,1.210284527193699,1.2346301183888508,2.1908743749918704,-11.860857135882393,51.589981234247176,4.101252418244962,2661.5261637499757
0.0,0.8060526314782971,-0.1071083,3393.991420119737,1514.2580867329236,1132.5844896465642,1.276562560240521,1.2333341235195006,2.181971999640058,-10.913618540920325,49.711846109709384,4.127307363977017,2471.267643635429
0.0,0.7639885186594025,-0.1071083,3791.912858393614,1673.853436374604,1204.9406836215762,1.1052254382016091,1.2619537259170066,2.373483350127984,-12.701351910027142,53.478095052718935,5.364229126512838,2859.9066504676416
0.0,0.7435115607266932,-0.1071083,3872.199030678945,1716.7148313629627,1244.8310153444736,1.0220026669926126,1.2375836270416416,2.4343348343388684,-12.39404937410518,55.048483208154536,4.599275769202323,3030.3355035184727
0.0,0.6856403922924825,-0.1071083,3879.021596944282,1773.0047021597775,1286.7606557395254,0.8985998875295111,1.2355659266013812,2.446512486244413,-11.351557320431715,56.10771792788224,4.244850747127428,3148.0760110747988
0.0,0.7587606686557071,-0.1071083,3640.004425818348,1585.4873461566174,1153.8932030942858,1.0895387903014822,1.2438193903977257,2.456658797090309,-12.39399364055756,53.242106347178755,4.5321219512026065,2834.721888284292
0.0,0.7982500247463535,-0.1071083,3592.0586156918184,1556.8160236458457,1129.8776392196194,1.2084161543496468,1.2665528632035823,2.3574065993519726,-12.908827630037734,51.60989249316993,4.9293832683842815,2663.581003156558
0.0,0.7889335621700224,-0.1071083,3547.9340950204655,1560.5633263267691,1143.332070542353,1.2082141366495618,1.2383019630731469,2.297605878062451,-12.913469686929455,51.25355095849871,4.4273896581743095,2626.9264858554234
0.0,0.7629935354023041,-0.1071083,3760.156763472351,1670.4998293555539,1208.2038204499875,1.1135572266528415,1.2511580228224408,2.3368488187845577,-12.905460893930199,53.135578200199745,5.010402318085887,2823.389670669544
0.0,0.7580847472175449,-0.1071083,3842.6573463699456,1729.348964915175,1267.2744861458405,1.0625226687265406,1.2372367206399475,2.3130307165347337,-12.203239697860136,54.140971664129744,4.779386314285952,2931.2448127361
0.0,0.7971675560379798,-0.1071083,3210.1842587389683,1448.1606347278696,1091.024164134364,1.3019543699115366,1.249902368466287,2.1311618548093683,-12.557357915431506,48.21979968102761,4.7197622697435735,2325.149081278432
0.0,0.7946052849653166,-0.1071083,3439.005443301923,1513.6305168959009,1113.2943232396797,1.2439565554939136,1.2577752210227824,2.268239412874032,-12.750022430826535,50.251547857764166,4.80101611268272,2525.2180621011635
0.0,0.7990859862318024,-0.1071083,3493.239549412152,1539.5634165587146,1127.014099940069,1.2585063116113424,1.2404527774542753,2.2479791612868523,-11.750498982572005,50.33392703874527,4.452538007799505,2533.504211141733
0.0,0.7983826852293568,-0.1071083,3684.633208690345,1633.9256906670355,1196.567525545595,1.2151637732196614,1.2492949978597574,2.2448649223267743,-12.435193747531324,51.82791202906646,5.3245854204148415,2686.132465292653
0.0,0.8073827818022103,-0.1071083,3617.6566250621067,1588.6146105470941,1169.3927496449955,1.235761342508792,1.2236819421706335,2.270923497741393,-11.349216785071507,51.532528302589995,4.200751850431244,2655.6014732572385
0.0,0.7624711528592617,-0.1071083,3664.1301420781865,1638.3534133646015,1195.9106186449858,1.1247777116409676,1.2417846084874422,2.298598850966591,-12.908852767331846,52.430132308397894,4.491393188548802,2748.918773876109
0.0,0.7877544055890476,-0.1071083,3576.090982890888,1584.1852410948218,1173.6481497100133,1.1942116729270544,1.2382493198269022,2.276563525864852,-12.582895571135616,51.69027538936688,5.037000701434493,2671.8845698285872
0.0,0.8144840163689621,-0.1071083,3555.691141582848,1595.502393123939,1189.3215520724702,1.288259936414763,1.2232728794887295,2.139217967352724,-11.19474761788211,50.44024219958957,3.939595587177589,2544.2180331532563
0.0,0.7731913912016436,-0.1071083,3603.8429314393047,1599.5644962492083,1163.5616788196814,1.1915823241639094,1.2509471397352947,2.2804583734186585,-14.008984344746485,51.511687736410025,4.946112183985137,2653.4539734534146
0.0,0.7897820225102857,-0.1071083,3529.4498141487084,1541.6984068349807,1124.9609850041802,1.2254960916616622,1.2377118863764247,2.3187137024292923,-11.813424697683075,51.073108879600674,3.9189190198953,2608.462450627546
0.0,0.8008950118694914,-0.1071083,3477.349541289309,1552.0896105682702,1148.1397710942572,1.2501559685018344,1.2405862897085735,2.194432593396028,-13.066283182871466,50.19477398558033,4.225767755813754,2519.515335463492
0.0,0.8109000565709994,-0.1071083,3418.5632301905625,1529.8817039756354,1151.8806479921382,1.2590308440406641,1.2320864195198271,2.1769155560573403,-12.782991799362948,50.075412143441156,4.158202636475285,2507.546901335494
0.0,0.7742055353874536,-0.1071083,3239.5998273935816,1433.0438767433375,1062.7664526519425,1.2461244086713943,1.226156799954044,2.267178912980904,-11.682900395730774,49.086471566776964,3.8479531348892126,2409.4816908760017
0.0,0.7848040586295161,-0.1071083,3474.1124357434187,1550.462871012379,1152.5242274965542,1.2288585105635788,1.205752175601252,2.2254545702690245,-10.889040564530912,50.64474611870399,3.769432561914464,2564.8903094279835
0.0,0.7835280781566015,-0.1071083,3332.019272828446,1507.7299337138056,1125.558308174284,1.2508718139156432,1.2319422263184625,2.1519103108571933,-12.10284434923496,49.21484053444875,4.462225412839307,2422.10052883122
0.0,0.7789187530018377,-0.1071083,3317.8658087918293,1480.2235170404676,1103.5478689521485,1.2141831318256509,1.2626622146165587,2.2432111539927746,-14.968327152200995,49.754305226768224,5.95275864005901,2475.4908885984164
0.0,0.7957728998405698,-0.1071083,3493.3026394161225,1532.7568216846296,1125.436240065819,1.2207573540143908,1.2378772578560926,2.295048143301844,-11.674256524732845,50.822537846586,4.497083742419856,2582.930353167666
0.0,0.8143771797890754,-0.1071083,3354.78753421701,1494.343895991929,1116.5488308183521,1.3323079079821345,1.2375210739049498,2.1512788091487955,-12.09629249508244,49.01028299366762,4.0350063404869445,2402.007839119385
0.0,0.8091168510537028,-0.1071083,3460.7951599828803,1520.605531765305,1123.4102066248847,1.2813667369669224,1.2437706883585615,2.241568066300069,-13.808715047050947,50.18167438942133,4.275436751071506,2518.2004445259035
0.0,0.7414486083118506,-0.1071083,3746.376532896485,1666.864917064633,1213.2521997132985,1.0525322928316003,1.2336687676052498,2.3963636413920355,-13.148982794010227,53.92025091959289,4.507860368068439,2907.3934592318574
0.0,0.7867191474553465,-0.1071083,3645.9804471634557,1596.215008138836,1164.826876297802,1.184721995946339,1.2549314134998073,2.336314084452168,-13.525564327886924,52.167053175763904,4.691770772713617,2721.4014370429786
0.0,0.7559591959600951,-0.1071083,3639.6326403836815,1606.3143688342914,1151.6205318626614,1.1243449842917104,1.2421308945670029,2.371507847416588,-13.272386770658946,52.25970846224046,4.538488597064919,2731.0771285583664
0.0,0.7993775403799741,-0.1071083,3329.42094449893,1440.5848994852329,1059.2410505792202,1.2815432562201463,1.2376046547866844,2.32163827961989,-12.65856902067417,49.59006523860909,4.072502212126081,2459.174570369505
0.0,0.7855438971209904,-0.1071083,3515.090572523067,1567.4336194367124,1152.5181615369436,1.2149328528277274,1.2510860115895028,2.2328814536146546,-13.519802384724205,50.72904915184101,4.373640299922363,2573.436427849901
0.0,0.7699024848045325,-0.1071083,3510.811540710652,1551.4401248679233,1132.3791128440046,1.1607622822161696,1.2258357735893253,2.3246303097572842,-12.35872482961128,51.30655716234754,4.653300911567132,2632.362807853236
0.0,0.7232346429704493,-0.1071083,3804.3283426398975,1691.6134209259092,1215.1181885447472,1.0012860432700792,1.2294283813419211,2.4612111219668633,-11.678078819041266,54.68694908431589,3.80231498327849,2990.6624001505597
0.0,0.7756681273922101,-0.1071083,3759.750783657184,1636.0287785717258,1176.457211307386,1.1287097503425283,1.22580563923365,2.4153571446123148,-12.169435250700914,53.306325428245145,4.490116035854664,2841.5643306619745
0.0,0.7826357418225195,-0.1071083,3277.088444874278,1471.914024447588,1096.8470995198034,1.2491453798743797,1.2425193077112449,2.1873922282504417,-12.758208869644642,48.98198465832777,4.611824436028313,2399.234821068657
0.0,0.7888538529858488,-0.1071083,3356.497389393002,1502.1230451923234,1124.2739031413541,1.2807303157319658,1.2302235800499712,2.183043313772666,-11.934403402544133,49.54128204943662,4.4692485525436565,2454.338627101831
0.0,0.7924739676857689,-0.1071083,3455.656731254685,1519.567963614762,1126.877327686946,1.2325381522903676,1.2316592966356201,2.2843351304448074,-11.511073433736087,50.736234264449074,4.552112297372076,2574.165467337056
0.0,0.7883581597333772,-0.1071083,3339.4162431159334,1463.7127841243882,1078.8110675044663,1.245724398965438,1.2399031230060968,2.2938203045036247,-11.884447661056313,49.74533879033266,4.5787223440609255,2474.5987313649757
0.0,0.7720311457351883,-0.1071083,3309.476339050133,1488.7134158576835,1108.234358851304,1.2442385346146985,1.2365227106623813,2.1933934841560947,-12.057905822871867,49.30308328717746,4.338447691740882,2430.794021622357
0.0,0.774752428432298,-0.1071083,3359.847717622918,1483.259953800461,1085.422498506546,1.20458760714535,1.2273766271121662,2.2971369591603423,-10.997339747526196,49.933597283027275,4.338055904793805,2493.364137623548
0.0,0.7892782138346347,-0.1071083,3425.3575368816414,1489.424908256174,1093.1675542904663,1.2329751379278648,1.2388352543577807,2.3374025326896013,-12.689736773658561,50.54871521663664,4.727575684016407,2555.1726100526325
0.0,0.7874392689862197,-0.1071083,3319.2380498741804,1449.8536943497284,1054.700607018836,1.2618707722608573,1.235120632617134,2.299178920737751,-11.554255792220594,49.243734660838,5.0409058906735025,2424.9454033470183
0.0,0.799177391650616,-0.1071083,3359.8634934727515,1477.6386088406975,1090.3919833901705,1.2657422155149936,1.2387556537420856,2.255639741026956,-12.320078787286615,49.59366381940411,4.126152113873456,2459.531491032073
0.0,0.7904823428870814,-0.1071083,3530.0725699311906,1491.5663972616378,1072.8690103105253,1.1955378957288765,1.2345645060275603,2.498139360762029,-11.41885232662459,51.77041919473442,4.306731735313458,2680.176303598527
0.0,0.7855180297871593,-0.1071083,3656.3962907076793,1566.9865595042374,1134.3934021773298,1.1454778152475662,1.233574078364866,2.4676102994508007,-12.361500474734054,52.90785237412129,4.335397326584096,2799.2408428418125
0.0,0.8054330072262416,-0.1071083,3480.778139799029,1519.3789786124037,1112.3429903018455,1.258553660851066,1.2457541982688063,2.286629613002419,-11.950509103488775,50.4332868395454,4.27739781647743,2543.5164214398624
0.0,0.7806340985225033,-0.1071083,3672.349839361384,1578.437546556067,1134.0739132170595,1.1606966140662045,1.2264587202395203,2.4488913335843927,-11.363612131510859,52.699371701391236,4.3794222094869815,2777.223777721396
0.0,0.7567007945462474,-0.1071083,3847.042875427928,1662.022588873528,1181.9658861092262,1.0547064090693428,1.2243024378198684,2.5301881751360753,-11.128909186365226,54.68634297928319,3.9987997391025303,2990.5961084477967
0.0,0.7844599173387277,-0.1071083,3584.053220053805,1579.6053335928314,1146.0891312726221,1.2030098224012007,1.2324078681928088,2.295124782890688,-10.84076148024747,51.287596634912155,4.594376921035533,2630.4175685854543
0.0,0.8044572389370649,-0.1071083,3544.937200280382,1506.3311163399953,1088.426529190574,1.258701632766104,1.2292670592747683,2.414136406364177,-11.47737345028512,51.260219564215355,4.42623070848411,2627.6101097715673
0.0,0.7598164570492797,-0.1071083,3743.8978253285613,1671.9346670119367,1213.9981318779346,1.109949891905162,1.244707774610102,2.3171093555423097,-11.780253321889123,53.037405941328316,4.4698479013819155,2812.966428985249
0.0,0.8169182051982044,-0.1071083,3387.9799731110465,1442.6507351998887,1046.5274524667461,1.3084097560907022,1.2142440976329427,2.3612517994769098,-10.571556377807033,49.7103090951876,3.9818706628748215,2471.11483033909
1.0,-0.06419044870006692,-0.1071083,3620.533109992743,2931.2713829987483,2689.122308716783,0.2684075770362501,1.4090015471634811,1.324613512645866,-20.037117034829443,59.68289325496628,9.578539297681733,3562.0477472836988
1.0,-0.06477177708939275,-0.1071083,3627.0279773510224,2923.2239133286353,2673.0835805294755,0.2635937281216669,1.418808564086134,1.3581659564591175,-21.620494473190217,60.25355688957274,10.179646079348974,3630.491117844978
1.0,-0.08096290998881325,-0.1071083,3598.528536231789,2931.0122293189283,2692.028091565987,0.2616331996938092,1.367836404732316,1.325168661151525,-18.754556326487297,59.727642359989346,6.981809987783197,3567.391261882794
1.0,-0.07114756930924428,-0.1071083,3620.736203784431,2937.081638436525,2693.983020812257,0.2565065196354573,1.3936880466450081,1.3454805215054966,-20.65404158132544,60.20549542831974,7.086232852687952,3624.701679769428
1.0,-0.053332834001143865,-0.1071083,3638.0866598064586,2912.7299484526,2656.400736212821,0.2615524650925822,1.4006151693717213,1.3811339663746784,-20.73336341872263,60.57099376010129,9.495399125450463,3668.845285086229
1.0,-0.05127611987266995,-0.1071083,3692.3225281416744,2981.672550823916,2736.433629403752,0.2579535540462269,1.415454662938135,1.3694181788780948,-22.078863314528498,61.21537353801626,9.830767815992573,3747.3219573988613
1.0,-0.05554108747281624,-0.1071083,3611.3175029292906,2918.453399202846,2677.6333449966587,0.2610081368796571,1.3946201670481198,1.3507363337181872,-20.1726010848785,60.139642894370034,8.58784654080182,3616.7766474623522
1.0,-0.0560178995703481,-0.1071083,3609.170028134092,2905.428959301699,2657.787218024661,0.25592019082586576,1.411666669221294,1.3667437307513204,-21.32162216165195,60.2703411132391,9.419773959176867,3632.5140179061987
1.0,-0.05968152938781506,-0.1071083,3635.64325357637,2923.5480641016356,2672.318757074928,0.2658124415334829,1.3574208677794728,1.3729668876663814,-17.829971106430158,60.57231353311228,7.550650250339048,3669.005166753656
1.0,-0.044725390687617786,-0.1071083,3674.288696095793,2935.55750983066,2678.671307112455,0.2710386254657988,1.3976960919824988,1.3763409156883315,-20.54866710329095,60.71873615004858,8.2897300618118,3686.764919659217
1.0,-0.043705333575324606,-0.1071083,3686.274789388565,2970.65828464279,2727.1133720234,0.27010615201038896,1.394407274242515,1.356905876029144,-20.134051877252627,60.83121040301766,8.68794906966729,3700.436159096205
1.0,-0.008582292014514692,-0.1071083,3798.617357560225,2985.946056743329,2713.1404060618665,0.2931659818978973,1.4149142527466945,1.3743339066491904,-21.47387352596983,61.063580418697825,9.960162473866946,3728.7608535507757
1.0,-0.07167506875894515,-0.1071083,3602.577269567944,2924.0770435990808,2683.2179568704923,0.2610369373076425,1.4053777347514338,1.3326852845149728,-22.201105324034625,59.79870472065122,7.128785073845234,3575.885086267637
