label,score 0,score 1,score 3,score 4,score 8,score 6,score 5,f18,f16,f21,score 7,f22
0.0,1.0,4.2395719999999996e-29,0.0,0.0,0.0,0.0,0.0,1514.1542054053991,1101.81607995985,2.498284765604488,0.0,0.6774104833422416
0.0,1.0,4.7850163e-25,0.0,0.0,6.801533499999999e-31,0.0,0.0,1533.3899621613125,1114.1457544654638,2.404453475114807,0.0,0.6628037943011056
0.0,1.0,4.39e-42,0.0,0.0,0.0,0.0,0.0,1573.0035957743646,1139.5281981756666,2.4511984502075683,0.0,0.6653952025629093
0.0,1.0,2.647514e-38,0.0,0.0,3.6000000000000004e-44,0.0,0.0,1611.9543820771137,1180.9714581840594,2.317716517864149,0.0,0.6316009229909814
0.0,1.0,1.0542976e-24,0.0,0.0,0.0,0.0,0.0,1570.1871845582932,1126.457659529124,2.5632457222454312,0.0,0.6378324674477562
0.0,1.0,1.1159503999999999e-31,1.8000000000000002e-44,0.0,1.8666645e-30,6.79219e-40,0.0,1562.204582301107,1146.8755368743396,2.3401809429252087,0.0,0.6410221657552533
0.0,1.0,9.743236999999999e-22,0.0,0.0,0.0,0.0,0.0,1649.0110152143195,1184.4762892010865,2.5410714864640904,0.0,0.6366812949334298
0.0,1.0,4.700754e-28,0.0,0.0,1.787908e-39,0.0,0.0,1556.5049971158137,1118.365945859832,2.497387803769206,0.0,0.6596788479293627
0.0,1.0,5.0420352e-29,0.0,0.0,1.3000000000000002e-44,0.0,0.0,1592.7096244346674,1139.7194930403173,2.558681918125433,0.0,0.6739884346881353
0.0,1.0,1.7863977999999998e-28,0.0,0.0,2.7218e-40,0.0,0.0,1596.1772623922327,1167.6133779908253,2.360048961376352,0.0,0.6742405284069004
0.0,1.0,9.628588699999999e-29,0.0,0.0,8.3454656e-32,0.0,0.0,1689.7926259525311,1208.2372579306627,2.522228740478732,0.0,0.6415501691533093
0.0,1.0,7.907383e-26,0.0,0.0,1.3339262e-25,7.5283354e-28,0.0,1541.465318645604,1114.6120746172128,2.446975472318733,0.0,0.6605377295799096
0.0,1.0,3.130501e-23,0.0,0.0,7.243257499999998e-32,0.0,0.0,1614.0778360402014,1186.663058226107,2.3625363097976653,0.0,0.6662143390401236
0.0,1.0,8.190902e-14,0.0,0.0,4.0357839999999995e-34,0.0,0.0,1642.5644536703394,1203.2218923689193,2.3564608388393102,0.0,0.6613224088881635
0.0,1.0,6.885e-28,0.0,0.0,0.0,0.0,0.0,1590.169121202228,1142.7979797910953,2.517737061185335,0.0,0.6475509114377588
0.0,1.0,1.0551621e-25,0.0,0.0,5.493999999999999e-42,0.0,0.0,1510.5899980019296,1099.7905735490317,2.4166931177229216,0.0,0.6593229287879427
0.0,1.0,1.22698e-40,0.0,0.0,0.0,0.0,0.0,1638.8239864675086,1162.305078800067,2.617672043478529,0.0,0.6339525142619852
0.0,1.0,2.1737873e-36,0.0,0.0,0.0,0.0,0.0,1552.3512020607416,1101.3830353594003,2.594681812907351,0.0,0.6694987567933318
0.0,1.0,1.7855335e-27,0.0,0.0,1.2134299999999999e-40,0.0,0.0,1514.3854659146004,1103.4889932031108,2.479010676826527,0.0,0.6307353645879332
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1605.192510308152,1158.9440076988499,2.6011521774274944,0.0,0.6460748254212451
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1770.087088008239,1281.8983106248074,2.470196363456231,0.0,0.6115527470075487
0.0,1.0,2.4015463999999998e-32,0.0,0.0,1.04e-43,0.0,0.0,1699.0176039343494,1215.3061241242692,2.6207030523977832,0.0,0.6408715237234189
0.0,1.0,9.384695999999998e-34,0.0,0.0,5.386024999999999e-37,0.0,0.0,1561.9626374273266,1111.882272137154,2.6062586813333084,0.0,0.6598757656364085
0.0,1.0,5.0562629999999995e-39,0.0,0.0,0.0,0.0,0.0,1565.5234890032896,1130.728686783702,2.463007395326952,0.0,0.6747585434551912
0.0,1.0,9.36161e-39,0.0,0.0,0.0,0.0,0.0,1540.6708470648566,1105.893376461138,2.5439075668803737,0.0,0.6406733222432348
0.0,1.0,8.019443e-34,0.0,0.0,1.6781509999999998e-30,0.0,0.0,1500.8399947389298,1096.8735621615324,2.4475702805288297,0.0,0.6616512371214232
0.0,1.0,7.756037e-26,0.0,0.0,3.059113e-39,0.0,0.0,1470.127618559952,1039.5786387790588,2.7060824760341333,0.0,0.6348488537960373
0.0,1.0,7.599999999999998e-44,0.0,0.0,3.1045899999999997e-40,0.0,0.0,1507.702690007387,1101.6520181321487,2.466993577030081,0.0,0.665743328771949
0.0,1.0,7.1743587e-28,0.0,0.0,4e-45,0.0,0.0,1520.7684900829113,1090.7401818919498,2.4455136385104885,0.0,0.6735874646098491
0.0,1.0,1.4991081e-35,0.0,0.0,3.6596671999999993e-35,0.0,0.0,1548.3864629334535,1099.9400553195412,2.536136061954476,0.0,0.6659323188366956
0.0,1.0,3.8416569999999996e-33,0.0,0.0,1.2595e-41,0.0,0.0,1545.069239752916,1124.5103879017693,2.3750552807293754,0.0,0.641571657104875
0.0,1.0,2.3439885e-27,0.0,0.0,1.3985196999999996e-31,0.0,0.0,1574.3601890232555,1145.1440477237832,2.4516251094352604,0.0,0.6681111676245385
0.0,1.0,7e-44,0.0,0.0,2.5e-44,0.0,0.0,1560.3261310998505,1129.6774343068853,2.4816298896711286,0.0,0.6280400694662741
0.0,1.0,3.172864e-26,1e-45,0.0,8.720703999999996e-28,7.093499999999998e-41,0.0,1598.7105941027778,1161.1763102846055,2.368858703364695,0.0,0.6920957662619713
0.0,1.0,4.821317e-31,0.0,0.0,2.6063e-41,0.0,0.0,1583.1958614914465,1136.3496644653067,2.5015483633990483,0.0,0.6639633265037768
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1582.7172620988986,1151.3208921322632,2.3976122750078663,0.0,0.6633497935769297
0.0,1.0,1.1245229999999999e-38,0.0,0.0,0.0,0.0,0.0,1502.4184414188685,1081.6980636792728,2.525191029439116,0.0,0.6683269667647439
0.0,1.0,2.9615692e-24,0.0,0.0,1.379286e-33,0.0,1e-45,1533.3255328069683,1104.1257553392709,2.464894123144912,0.0,0.6736310563235552
0.0,1.0,1.2068273999999998e-32,0.0,0.0,1.6195999999999998e-41,0.0,0.0,1606.040302012541,1148.725269005554,2.488475422294416,0.0,0.6731381292718079
0.0,1.0,5.254839e-37,0.0,0.0,1.7199999999999999e-43,0.0,0.0,1608.0417068599054,1148.993891053602,2.4688348563600107,0.0,0.6588180839202836
0.0,1.0,4e-45,0.0,0.0,0.0,0.0,0.0,1622.9594980094541,1181.6309537921647,2.377101320938764,0.0,0.6511410124908202
0.0,1.0,1.22751666e-32,0.0,0.0,5.91e-43,4e-45,0.0,1579.4338258806476,1132.9799026383196,2.4707541821999706,0.0,0.6495355585952621
0.0,1.0,4.6014759999999994e-33,0.0,0.0,8.4152955e-37,0.0,0.0,1504.9943158741671,1090.198757635893,2.5746666607334943,0.0,0.659384283629545
0.0,1.0,4.5e-44,0.0,0.0,0.0,0.0,0.0,1675.3493048959112,1211.2370789061144,2.4355724120504423,0.0,0.6576282103819463
0.0,1.0,2.1051095e-34,0.0,0.0,7.579650999999999e-37,0.0,0.0,1618.7025771785504,1172.1854166967585,2.4993275023411963,0.0,0.6661549636729871
0.0,1.0,1.5648995e-32,0.0,0.0,0.0,0.0,0.0,1571.0814323915802,1141.279637645133,2.4459540154940345,0.0,0.6525132061401219
0.0,1.0,5.563392699999999e-25,0.0,0.0,2.412392e-38,0.0,0.0,1507.4746000445552,1087.8707081533003,2.506138139169164,0.0,0.6474738476920059
0.0,1.0,3.1126846e-17,4.899999999999998e-44,0.0,1.2646834e-29,5.0560079999999995e-33,0.0,1504.5531879474365,1085.509441504073,2.4509180908850685,0.0,0.6918855554021243
0.0,1.0,5.50104e-40,0.0,0.0,0.0,0.0,0.0,1605.4082055984907,1154.282074823636,2.5588271822772883,0.0,0.6529573533734411
0.0,1.0,8.204578e-19,0.0,0.0,4.649999999999999e-43,0.0,0.0,1495.8423506262839,1102.3937553217515,2.3524698765714533,0.0,0.6648186852990778
0.0,1.0,0.0,0.0,0.0,2.44e-43,0.0,0.0,1638.313004082554,1205.7478093196416,2.350483332070404,0.0,0.6784469857515499
0.0,1.0,1.9772671999999998e-25,0.0,0.0,3.135e-42,0.0,0.0,1524.6004489981774,1118.062882678995,2.4239678413135604,0.0,0.6673569796313522
0.0,1.0,4.8601e-41,0.0,0.0,1.1332129999999999e-38,0.0,0.0,1627.2011552963775,1178.9755322956387,2.4711083409154635,0.0,0.6544137912557559
0.0,1.0,9.365334e-22,0.0,0.0,1.3773498e-35,0.0,2.999999999999999e-45,1564.117088490456,1138.229547677817,2.463244884210696,0.0,0.6416937138751793
0.0,1.0,4e-45,0.0,0.0,3.2e-44,0.0,0.0,1594.0301611080038,1127.0893373838585,2.6197712202024315,0.0,0.6688105538455121
0.0,1.0,7.946462999999997e-38,0.0,0.0,1.9788613e-38,0.0,0.0,1714.8094580729166,1208.981764700014,2.561275535134101,0.0,0.6586470659868646
0.0,1.0,2.1016999999999993e-41,0.0,0.0,0.0,0.0,0.0,1610.1086041540332,1166.7974289599795,2.4932778695256403,0.0,0.6450225634447487
0.0,1.0,1.8653187e-23,0.0,0.0,4.786535399999998e-31,0.0,0.0,1509.737938793467,1085.3231757032463,2.5453796418920573,0.0,0.6740003687946298
0.0,1.0,4.9032083e-37,0.0,0.0,4.2999999999999996e-44,0.0,0.0,1626.1110047752454,1156.2772949367773,2.5291415256833125,0.0,0.6598618637704505
0.0,1.0,6.6807054999999994e-37,0.0,0.0,0.0,0.0,0.0,1651.7571394269735,1165.2537877834268,2.6152973885298394,0.0,0.6497935899518362
0.0,1.0,1.078e-42,0.0,0.0,0.0,0.0,0.0,1528.7883934259505,1092.938639983617,2.5059326384578435,0.0,0.6667843873606288
0.0,1.0,3.2290815e-33,0.0,0.0,2e-44,0.0,0.0,1598.408584767374,1127.0435899023162,2.6758312785949085,0.0,0.6576566267778864
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1485.908213640685,1088.2304269567553,2.545984646416238,0.0,0.6740019867668571
0.0,1.0,6.6085107e-24,0.0,0.0,2.3319999999999997e-41,0.0,0.0,1522.6323188313165,1150.1360927155029,2.239294987780168,0.0,0.6488270318151598
0.0,1.0,6.201019e-17,0.0,0.0,3.0516804999999996e-37,0.0,0.0,1614.3545968003375,1181.0911408048896,2.3860358908237136,0.0,0.6631392348577584
0.0,1.0,7.523895e-33,0.0,0.0,0.0,0.0,0.0,1550.0505056358847,1137.7248612792564,2.3630054721870373,0.0,0.6569456064721833
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1560.1061440335254,1103.721741831008,2.6241261584764684,0.0,0.6577137973422503
0.0,1.0,3.8016744e-15,0.0,0.0,2.982363e-23,2.1999999999999999e-44,1e-45,1626.1916459099436,1159.2493765295985,2.5547874209694985,0.0,0.6784902171352781
0.0,1.0,1.2079932e-31,0.0,0.0,1.1641558999999999e-38,0.0,0.0,1723.4262999282541,1253.197345078546,2.372639999858736,0.0,0.6540158858735503
1.0,6.7022717e-07,0.9999976,1.8599691000000002e-10,7.525195599999999e-26,1.7107817e-06,1.1823756e-19,5.292448e-10,2947.139607937973,2715.838919860664,1.3006253245867807,6.409455e-15,-0.07549267743461062
1.0,5.5974856e-06,0.9999771,1.7307762e-05,1.5645898e-16,4.9220304e-08,9.704588e-14,2.3355759999999997e-12,3015.435922023726,2766.5002696571605,1.34129927032813,5.919852e-10,-0.044242006413121635
1.0,2.5446642e-08,0.9999932,3.767328e-10,1.2403731e-24,5.9383103e-07,8.610476e-19,1.1873841000000002e-06,3022.480180716288,2758.126416753816,1.3492872561111589,1.5147562e-13,0.0006372900084704274
1.0,4.773816e-08,0.99999964,2.7459288e-07,4.1798987e-28,3.150585e-08,2.5712588e-17,5.947087e-11,2895.8429865094026,2654.440822870658,1.277874223718157,9.516581000000001e-16,-0.06023440427711916
1.0,1.7789182e-05,0.9998933,1.457931e-07,9.557649e-18,2.9917457e-05,3.0385653e-15,8.7922734e-07,2943.841671160297,2708.758756226797,1.295454063312046,3.4521914e-09,-0.07851028068718696
1.0,6.554799000000003e-08,0.99998486,1.7245886e-06,7.473281e-29,1.294486e-08,5.1970185999999985e-18,1.2947478000000002e-08,2905.392285137777,2671.7195914376252,1.2877766439314131,7.741243e-15,-0.08258826343222074
1.0,8.877726e-07,0.99999535,3.752148e-06,1.1279338e-22,8.267103000000002e-09,4.1966824e-16,1.4627398000000006e-11,2915.0603115996228,2680.3924766011787,1.2884918022210698,9.822631e-17,-0.08141945776154526
1.0,1.3802371e-07,0.9999999,3.2526624e-11,3.0417335999999997e-28,2.6127134e-09,1.1479655e-18,2.0260007e-12,2908.9826941937786,2668.070645982196,1.2718583760939948,1.7555490000000002e-16,-0.06759686346734525
1.0,1.1495537e-05,0.9999883,2.1645148e-10,5.8344453e-21,1.08366045e-08,1.5703476000000002e-16,1.3320027e-08,2933.797818106234,2700.642697313789,1.2929008221031018,5.787819500000002e-16,-0.08512281116680714
1.0,2.583441e-06,0.99951184,2.500351e-08,1.7351551e-17,0.00018313524,2.748528e-13,3.151034e-06,2929.6137343889613,2693.468836580546,1.2892208983616318,1.0473516000000001e-11,-0.06825560259508183
1.0,2.8153125e-05,0.99997103,1.7560976e-07,8.945999e-21,6.964922e-07,3.900587e-12,1.8401286e-09,2928.152506382929,2700.1098741299584,1.2970210503752302,1.8380166e-13,-0.09624843857588004
1.0,1.2469089e-08,0.9999876,3.4151962000000004e-10,7.0886465e-24,2.2418272e-09,6.644064400000001e-18,8.312073e-06,2946.9383674619044,2712.782849921511,1.282965587188647,9.546658999999999e-13,-0.07935542681562878
1.0,9.68053e-07,0.9999976,6.207231e-07,1.9088214999999998e-22,2.151244e-07,1.0141777e-14,3.324382e-08,2933.2722408863947,2698.5030502333075,1.3018041163571512,3.374127e-11,-0.08180888259702981
1.0,2.5648578e-06,0.99999726,2.099658e-08,2.428221e-22,2.0029612e-08,8.089279e-14,4.3837775e-10,2924.648317116413,2685.1808611032184,1.3220243555989828,1.0099658e-13,-0.061811051532394926
1.0,8.786473000000001e-11,0.9999993,2.2336424e-08,3.0769498e-30,6.030964000000001e-11,1.0370818e-22,7.114716e-11,2938.2915587415864,2694.9367105580873,1.2888720118167771,9.044463999999999e-20,-0.0606036660400854
1.0,1.4190383e-05,0.99998534,2.836887e-07,3.9070697999999996e-19,9.050657e-08,1.0387737e-11,2.6903557e-09,2918.8292483020036,2689.9908205812585,1.2667283709564463,8.608656999999999e-14,-0.08641954349551882
1.0,1.2189483e-07,0.9920019,9.081221e-08,4.656014600000001e-19,0.00047099346,6.399274e-17,1.6675991e-05,2925.0819284494155,2684.1569795545315,1.3219192517935092,1.3526759e-09,-0.07002375328490852
1.0,5.4975726e-07,0.9999883,2.6117413e-09,1.6005858e-25,1.06712105e-05,1.2591116999999999e-17,3.2960072e-09,2914.367290468959,2684.301530554757,1.3106137196363383,5.891739000000002e-16,-0.09541593410376874
1.0,0.0007233872999999999,0.99926275,9.445694e-10,1.5475832999999999e-21,8.025373299999998e-07,3.4131432999999996e-14,4.6651502e-07,2929.1951588262655,2689.3978108541173,1.319976804092538,6.720679e-13,-0.08491539931872705
1.0,1.6470973e-10,1.0,1.0656895e-14,2.6291186e-29,3.7075405e-09,8.7899956e-23,2.2016586e-08,2918.004222940726,2685.558799500824,1.330563547460436,2.7415718e-19,-0.08744402333780102
1.0,3.255093e-08,0.9999995,2.5291854e-07,9.173734999999999e-26,1.2424368e-08,4.6884543e-18,4.5642228e-09,2937.950107809411,2711.472851752648,1.2810711682598768,2.5428773e-14,-0.09192427737870974
1.0,1.924002e-06,0.9999981,5.910377e-13,1.056562e-32,3.112047e-11,1.774806e-21,9.300199000000001e-15,2921.832970090679,2683.425080476648,1.341275590097374,4.3603945999999997e-23,-0.06334069005052538
1.0,1.1411723e-08,0.9989716,5.2944578e-09,1.2678847e-18,6.8334393e-06,1.5138061999999998e-17,0.0005420967,2932.0409080041827,2693.2330933650355,1.3333241931063804,1.1951093000000002e-10,-0.09654644374783376
1.0,7.2877306e-08,0.9999616,1.9256248000000002e-11,4.5542654e-21,7.9052177e-07,9.418513e-19,3.256095e-05,2897.363628590081,2651.8598227936,1.3688467031035298,4.3756702999999996e-13,-0.07673609138579775
1.0,1.4355535e-07,0.9999999,8.829077e-12,1.3667366e-33,1.7133284e-09,5.1670075e-19,7.09529e-10,2941.175267819117,2712.694891348981,1.3089619345290673,1.935672e-21,-0.08121406130120351
1.0,1.02706135e-05,0.9999765,1.5099953e-08,2.8047390000000005e-15,6.750410000000001e-06,4.7322393e-12,9.409800599999998e-08,2965.4147767259724,2724.569380446741,1.323766516122021,1.3785010999999999e-11,-0.05665233936469361
1.0,0.0015782443,0.992622,1.2122578000000002e-08,3.607843e-16,0.00018404041,4.968493400000002e-10,0.004372498,2968.8197662962275,2726.7071621398027,1.3434294620589389,6.9944869999999995e-12,-0.0557037282254941
1.0,8.8519255e-06,0.9999912,1.2891862e-09,1.0001796e-27,2.9881527999999997e-10,4.585842000000001e-17,9.520605e-12,2925.224143981124,2687.2841074787666,1.29384853330852,4.8147629999999996e-18,-0.06913135252247674
1.0,8.648024000000002e-07,0.99999917,3.285675e-12,7.333824999999999e-27,2.2259676e-10,8.761016e-19,1.6994046000000002e-12,2940.701533477179,2709.6650633174745,1.2799896863020512,1.1720578e-19,-0.0802937069909806
1.0,7.543999000000001e-08,0.9999969,5.947158e-12,1.1688499e-18,3.1501781e-09,1.6631339999999999e-19,8.084072e-08,2890.4267953664707,2655.787282357097,1.277093152987104,1.02266765e-10,-0.07664219747669804
1.0,1.5793943e-07,0.99996984,5.4217953e-06,5.519362e-18,2.37828e-05,3.1783025e-12,1.14564115e-10,2930.5546823324958,2698.3416618460583,1.31755081494065,1.5105541999999999e-10,-0.08384211617100967
1.0,9.956727e-07,0.999997,1.9385572e-08,9.580019999999999e-28,1.0725862e-08,5.933539399999999e-16,3.1470708000000004e-07,3002.6792762835744,2753.3908722514275,1.327609510047639,1.6127934e-14,-0.05352874363563241
1.0,0.019972704,0.9800071,8.6937435e-10,1.2340413e-26,2.0135101e-05,6.470567999999998e-14,1.2799976e-11,3010.3042370707,2742.5646755862467,1.3596142875339372,6.3929584e-23,-0.02493666782875511
1.0,4.1837693e-09,1.0,4.776964400000001e-10,4.4075873999999996e-27,3.1739580000000003e-08,7.34041e-19,6.1371776e-12,2966.9633436663075,2737.3988724088117,1.2719541250058122,1.39725e-17,-0.08521555805724204
1.0,1.4804394e-09,1.0,1.7666088e-14,2.4348761999999998e-31,4.197439e-12,1.0703327e-24,1.22446e-14,2935.9538459580517,2690.424483178113,1.288253730312129,1.02515765e-20,-0.05533142009488827
1.0,1.9270422e-08,0.99999976,2.6292385e-10,3.6942682999999997e-28,1.3962844e-07,1.2711362e-20,7.021655e-08,2951.0461530263337,2716.902131629169,1.2977375799979822,2.5751953999999998e-17,-0.08475482779800479
1.0,6.224663999999999e-08,0.9999999,2.7950888e-12,7.646916e-21,1.6560695e-09,2.2937904999999997e-19,2.0684647e-11,2926.571091639032,2698.087364992868,1.2818431779036108,2.5957596e-17,-0.09115334533631073
1.0,1.6943599e-05,0.9999076,5.117135599999999e-10,3.5719283e-21,6.4492175e-05,1.4647596000000004e-13,1.07031965e-05,2931.94231956301,2698.670074883801,1.2943752315768986,1.0439686e-14,-0.08599220018396647
1.0,7.4905724000000014e-06,0.9993167,0.0006757679,4.9061823e-21,4.471845999999999e-09,5.0855523e-14,5.2917093e-14,2915.7379469044104,2679.739942274369,1.2921995708238343,8.162071e-15,-0.07680553062943593
1.0,1.0729086e-06,0.9999962,1.8288903e-09,2.4213676e-19,2.5951158e-06,4.8471e-15,3.8736625e-11,2934.06760439675,2706.283626566325,1.29893825299166,2.575583e-14,-0.09666447198220196
