label,score 0
1.0,8.8519255e-06
1.0,8.648024000000002e-07
1.0,7.543999000000001e-08
1.0,1.5793943e-07
1.0,9.956727e-07
1.0,0.019972704
1.0,4.1837693e-09
1.0,1.4804394e-09
1.0,1.9270422e-08
1.0,6.224663999999999e-08
1.0,1.6943599e-05
1.0,7.4905724000000014e-06
1.0,1.0729086e-06
1.0,5.525553000000001e-07
1.0,0.00014508341999999998
1.0,3.1082774e-09
1.0,8.804599e-07
1.0,4.2380176e-08
1.0,3.298207e-08
1.0,9.4425627e-07
1.0,0.0002903727
1.0,1.653743e-07
1.0,1.5975614000000002e-07
1.0,4.539501e-05
1.0,1.3926889e-08
1.0,5.3873546e-06
1.0,4.32471e-06
1.0,1.1703295e-06
1.0,0.00013484144
1.0,1.8822946e-05
1.0,1.5673911e-06
1.0,4.236699e-08
1.0,1.6418733e-07
1.0,3.0964653e-05
1.0,2.3048124e-06
1.0,1.0570542e-08
1.0,2.4676456e-08
1.0,1.0397058e-05
1.0,6.946634e-05
1.0,9.9920326e-05
1.0,1.2713458e-06
1.0,0.0022171906
1.0,1.0998855e-05
1.0,1.9208741e-07
1.0,2.78513e-05
1.0,5.4849834e-06
1.0,0.008981395500000001
1.0,2.7311858e-06
1.0,1.3386622e-06
1.0,5.330695e-07
1.0,2.039053e-09
1.0,2.4434377e-07
1.0,3.3067394e-07
1.0,6.3895726e-07
1.0,3.8190775e-09
1.0,1.510345e-08
1.0,5.5248962e-05
1.0,3.5895826e-07
1.0,4.6716522000000014e-08
1.0,4.158025e-06
1.0,5.1391723e-08
1.0,2.2572028e-06
1.0,2.0439953e-05
1.0,2.165949e-07
1.0,1.0488176000000003e-05
1.0,4.571174200000001e-05
1.0,1.6779168e-08
1.0,4.2217515e-08
1.0,2.202892e-06
1.0,3.954101e-07
1.0,3.179976e-07
1.0,5.394061999999999e-07
1.0,4.263248e-05
1.0,5.127079e-06
1.0,5.7244844e-08
1.0,4.780924e-06
1.0,4.2829397e-05
1.0,0.00025853532
1.0,9.062816e-11
1.0,7.9221345e-06
1.0,0.00022567157000000004
1.0,3.1367342000000008e-06
1.0,7.278035e-07
1.0,3.8138345e-10
1.0,4.0626483e-07
1.0,0.007110888
1.0,3.335256299999999e-08
1.0,3.14066e-09
1.0,5.925062200000001e-05
1.0,2.2282384e-07
1.0,7.390744999999999e-08
2.0,1.859551e-08
2.0,4.778188e-09
2.0,1.2493941e-09
2.0,6.868489e-12
2.0,2.5480982e-09
2.0,4.1905617e-09
2.0,1.3902162e-12
2.0,3.9198302999999996e-14
2.0,2.9895503000000003e-11
2.0,4.611338e-12
2.0,4.3603727e-13
2.0,1.2353338e-09
2.0,4.187447e-08
2.0,1.2620662e-06
2.0,8.148891999999998e-07
2.0,6.856509e-06
2.0,5.49678e-10
2.0,1.3067916e-08
2.0,9.134053e-10
2.0,1.4101646000000005e-10
2.0,3.069944e-14
2.0,9.68044e-09
2.0,3.3354625e-11
2.0,2.8513767e-09
2.0,2.5407666e-15
2.0,1.1653561e-10
2.0,2.7068321e-08
2.0,9.6936446e-08
2.0,2.4616523e-07
2.0,8.016750999999999e-08
2.0,1.04232095e-05
2.0,5.963971e-10
2.0,1.2548863e-09
2.0,5.5722524e-09
2.0,7.933657e-08
2.0,6.478969999999999e-10
2.0,3.1946972999999997e-10
2.0,2.5221883e-10
2.0,1.0196486e-08
2.0,3.9380157999999997e-16
2.0,2.1077403e-06
2.0,3.0359686e-13
2.0,5.151918e-09
2.0,2.3622846000000003e-08
2.0,2.2062918e-06
2.0,1.9149554e-19
2.0,2.552054e-12
2.0,1.7244328e-06
2.0,1.7041585e-11
2.0,1.7289538e-11
2.0,1.0949505e-09
2.0,9.560655e-11
2.0,2.6789877e-07
2.0,2.7336154e-11
2.0,7.493408000000002e-11
2.0,1.8091197e-07
2.0,1.9629614999999998e-13
2.0,7.427906999999999e-09
2.0,7.161738400000002e-10
2.0,1.6175562e-10
2.0,2.886512e-14
2.0,1.2796019e-09
2.0,2.1324722999999998e-10
2.0,3.3777889e-07
2.0,9.195818e-08
2.0,4.7565993e-07
2.0,3.0533334e-13
2.0,9.447659e-10
2.0,4.9392822e-14
2.0,6.27157e-10
2.0,2.2516805e-10
2.0,1.0244743e-12
2.0,3.1758836e-06
2.0,7.979849e-13
2.0,1.4091702e-13
2.0,9.662366e-10
2.0,6.0230167000000004e-15
2.0,2.6417648e-12
2.0,7.451882e-09
2.0,1.613595e-05
2.0,1.951492e-13
2.0,2.2791868e-05
2.0,1.4956470999999998e-07
2.0,2.881842e-07
2.0,3.0344088e-05
2.0,1.4201041e-09
2.0,3.9004906e-09
2.0,2.172223e-14
2.0,4.8955816e-13
2.0,7.988786299999999e-10
2.0,2.7546483e-05
2.0,5.257048e-10
2.0,3.6404013e-12
2.0,4.178398000000001e-12
2.0,1.7850967e-11
2.0,9.010004e-10
2.0,8.206858e-12
2.0,3.5665882e-13
2.0,2.3221014e-09
2.0,6.067371e-07
2.0,7.430131999999998e-07
2.0,3.944673e-06
2.0,2.0630269e-09
2.0,9.450952e-12
2.0,1.589496e-10
2.0,1.7922083999999995e-06
2.0,1.6806252e-08
2.0,8.142994599999998e-11
2.0,1.1508611399999999e-10
2.0,6.121955000000001e-17
2.0,9.988653e-07
2.0,1.23625545e-08
2.0,2.39186e-12
2.0,2.5560545e-12
2.0,1.9506356e-12
2.0,3.4432258e-13
2.0,5.032278000000001e-07
2.0,7.3224106000000015e-19
3.0,2.336224e-05
3.0,2.4863613e-11
3.0,6.0508096e-12
3.0,3.7141413e-07
3.0,1.0067259e-09
3.0,2.245514e-10
3.0,4.3623536e-09
3.0,1.195568e-07
3.0,9.640939e-13
3.0,7.450095e-13
3.0,5.980684e-07
3.0,6.460531e-10
3.0,4.3642934e-10
3.0,5.3975597000000014e-08
3.0,1.2882757000000002e-07
3.0,6.3884933e-09
3.0,3.1631925999999997e-13
3.0,1.35595025e-11
3.0,4.572697000000001e-13
3.0,8.385414e-15
3.0,1.483074e-10
3.0,2.9219841999999996e-13
3.0,2.0372251000000005e-07
3.0,2.0987443e-11
3.0,1.2122454e-05
3.0,1.4036796000000001e-12
3.0,2.413516e-09
3.0,4.1941103e-06
3.0,1.27350925e-11
3.0,7.769044699999998e-07
3.0,1.0670738000000004e-08
3.0,1.1222326e-09
3.0,7.505298e-08
3.0,2.3601692e-15
3.0,3.2724616e-14
3.0,2.4552147e-09
3.0,2.831988e-10
3.0,4.328833e-10
3.0,2.914088e-11
3.0,1.3832732e-08
3.0,5.635967e-13
3.0,1.4618154e-12
3.0,2.0330679999999998e-11
3.0,9.927213999999999e-12
3.0,1.6088395e-12
3.0,2.663962e-08
3.0,1.0862057e-09
3.0,1.0753468e-15
3.0,2.417714e-07
3.0,6.704765e-10
3.0,1.9755305e-13
3.0,3.773207e-09
3.0,4.829398e-07
3.0,1.0432041e-14
3.0,1.8479274e-10
3.0,1.1290850000000001e-12
3.0,3.1778764e-11
3.0,9.208273e-08
3.0,2.186516e-09
3.0,4.3259543e-09
3.0,1.0564917e-09
3.0,3.558984200000001e-06
3.0,4.1312875e-10
3.0,1.9551001e-10
3.0,1.4230618e-09
3.0,6.0447767e-09
3.0,4.747439e-12
3.0,2.4047657e-07
3.0,8.897464999999998e-07
3.0,3.0659970000000007e-15
3.0,9.718207e-12
3.0,1.7019922e-10
3.0,2.3265573e-08
3.0,3.7197276999999997e-13
3.0,9.325063e-11
3.0,8.311288e-15
3.0,5.201932e-13
3.0,4.520615e-07
3.0,5.0287667e-08
3.0,3.4390227e-11
3.0,3.9306975e-08
3.0,1.06834095e-05
3.0,1.0843303000000002e-15
3.0,4.8771494e-07
3.0,2.6864793e-08
3.0,7.390409e-09
3.0,2.7759055e-08
3.0,1.880806e-08
3.0,2.7854138e-10
3.0,4.8824336e-09
3.0,3.083912e-11
3.0,4.4061428000000004e-11
3.0,6.668968700000002e-10
3.0,2.5360876e-09
3.0,3.9218406000000003e-10
3.0,1.7144425e-11
3.0,2.2029392e-10
3.0,1.04621904e-07
3.0,3.7788914e-11
3.0,1.4069378999999999e-10
3.0,3.1744003e-07
3.0,2.9513691000000006e-08
3.0,1.45096415e-08
3.0,5.1242216e-07
3.0,7.041419e-12
3.0,1.5956643e-09
3.0,3.0452987e-10
3.0,3.7489892e-10
3.0,1.0926049999999996e-08
3.0,3.1197973e-09
3.0,5.0441638e-09
3.0,1.0153047e-09
3.0,4.3081674e-11
3.0,9.355376e-09
3.0,1.0616196000000002e-08
3.0,2.5132674e-09
3.0,1.19871e-09
3.0,3.4482497e-09
4.0,2.5999834e-21
4.0,4.998828e-15
4.0,1.4673023999999995e-22
4.0,8.253161e-21
4.0,2.3145818e-21
4.0,1.17248835e-26
4.0,3.8653324999999996e-27
4.0,2.2995647999999998e-18
4.0,5.13682e-19
4.0,1.1558341000000002e-14
4.0,4.35259e-17
4.0,2.8686640000000004e-19
4.0,4.459227e-23
4.0,2.050054e-19
4.0,1.0429464e-22
4.0,6.528135999999999e-27
4.0,7.040643e-22
4.0,1.9729155e-16
4.0,1.0052976999999998e-24
4.0,9.8166864e-17
4.0,7.863761e-27
4.0,4.3994509999999995e-29
4.0,3.986525e-18
4.0,5.3365027999999985e-18
4.0,2.1551349999999998e-20
4.0,6.584257e-26
4.0,1.0464783e-23
4.0,7.856208e-19
4.0,3.3750592000000003e-18
4.0,3.037427e-20
4.0,1.4188603000000002e-20
4.0,3.4631696e-22
4.0,1.2496681e-26
4.0,6.3523823e-25
4.0,5.3713713e-15
4.0,1.8988933999999999e-16
4.0,1.3667279e-23
4.0,2.8891934e-21
4.0,1.0540517e-20
4.0,1.7842188999999997e-18
4.0,1.1348344999999998e-18
4.0,1.2809931999999999e-21
4.0,5.988232e-26
4.0,1.0726013999999999e-22
4.0,1.3508315e-21
4.0,5.0333387e-13
4.0,3.622916e-18
4.0,2.3344021999999997e-21
4.0,9.116210999999998e-19
4.0,3.4627153999999996e-15
4.0,7.9205036e-19
4.0,1.2088919e-21
4.0,3.1124167e-19
4.0,5.857753400000002e-22
4.0,8.924225e-24
4.0,8.77231e-17
4.0,2.099151e-21
4.0,8.746103e-19
4.0,4.2062092999999995e-15
4.0,1.5105489e-19
4.0,1.0648561999999998e-22
4.0,8.145769000000001e-22
4.0,2.2028e-21
4.0,3.386287e-15
4.0,1.0027478e-15
4.0,2.7483844e-14
4.0,2.2175962000000002e-16
4.0,1.6362703e-24
4.0,7.925321e-20
4.0,4.315865e-20
4.0,4.2986978e-23
4.0,2.7512183999999996e-26
4.0,1.5938378e-20
4.0,8.251673e-18
4.0,5.1331764e-18
4.0,1.2067506999999998e-22
4.0,3.9741307999999996e-22
4.0,3.617558999999999e-16
4.0,4.1009306e-19
4.0,5.962548e-18
4.0,8.594437e-21
4.0,7.1858054e-28
4.0,4.969399e-27
4.0,2.1903067999999995e-22
4.0,4.9172135999999995e-20
4.0,1.082652e-21
4.0,2.3947499e-20
4.0,3.3301628e-22
4.0,5.586305e-15
4.0,1.7258564e-22
4.0,1.1869663000000003e-16
4.0,2.449903e-18
4.0,1.7211831e-16
4.0,6.970862e-21
4.0,7.9671736e-20
4.0,2.3778854e-20
4.0,9.712209e-19
4.0,1.0983972999999996e-23
4.0,5.02778e-15
4.0,8.7070545e-16
4.0,2.963614e-09
4.0,1.2065663e-13
4.0,3.887496e-14
4.0,9.155348e-22
4.0,2.8636986e-20
4.0,2.7181923e-19
4.0,3.720634e-14
4.0,6.588159299999999e-16
4.0,3.3935715000000004e-19
4.0,7.008952599999999e-21
4.0,7.956744e-20
4.0,9.501863e-13
4.0,1.5594646000000002e-16
4.0,4.2544834e-26
4.0,3.193435e-18
4.0,2.4797913e-14
4.0,1.7113306000000002e-15
4.0,4.006424e-21
5.0,8.876179400000001e-13
5.0,9.854363000000002e-17
5.0,4.1052620000000013e-16
5.0,4.7782e-13
5.0,4.969295e-13
5.0,3.1606194e-14
5.0,3.247273e-16
5.0,2.615746e-13
5.0,1.5496173e-17
5.0,1.2031169e-19
5.0,5.5615156e-16
5.0,2.46046e-17
5.0,3.2715528e-11
5.0,6.582616000000002e-16
5.0,7.376287e-12
5.0,7.2237436e-13
5.0,2.061907e-13
5.0,3.8124537e-16
5.0,8.9081874e-11
5.0,1.2836155e-18
5.0,1.4412686e-15
5.0,8.342490999999999e-09
5.0,1.0514183e-15
5.0,6.0156714e-13
5.0,2.5202837e-07
5.0,1.4148022e-13
5.0,1.6600753e-12
5.0,9.5571315e-11
5.0,2.3860565e-18
5.0,9.866796000000002e-16
5.0,1.4476086e-16
5.0,3.0155354999999997e-22
5.0,1.7396566000000005e-12
5.0,4.474969299999998e-16
5.0,3.0016014e-15
5.0,1.448396e-13
5.0,1.3536146000000004e-14
5.0,6.649547e-17
5.0,5.1815576e-15
5.0,5.865217e-14
5.0,2.4708127e-10
5.0,9.175821500000001e-15
5.0,2.2545943e-18
5.0,6.8314375e-13
5.0,4.213977e-11
5.0,9.35101e-12
5.0,8.633172e-11
5.0,6.766434e-13
5.0,7.694122e-16
5.0,2.0835113e-13
5.0,3.2861873e-14
5.0,6.826448000000001e-15
5.0,6.101513e-08
5.0,2.3337327e-16
5.0,8.5750157e-10
5.0,3.871448e-16
5.0,9.058095e-12
5.0,7.866645e-09
5.0,5.49796e-17
5.0,1.3709819e-09
5.0,2.7622293999999998e-17
5.0,2.2555007e-14
5.0,8.718381000000002e-14
5.0,9.490297e-19
5.0,1.8255913e-13
5.0,1.92066e-19
5.0,3.921983e-10
5.0,1.9429096e-12
5.0,5.298349e-12
5.0,1.5579531e-12
5.0,8.740985e-16
5.0,1.1067411e-08
5.0,3.0413674e-16
5.0,9.633261e-09
5.0,1.0074497e-13
5.0,1.0395581e-15
5.0,2.4607012e-13
5.0,9.83015e-09
5.0,2.6705978e-13
5.0,1.1746657e-16
5.0,1.876234e-12
5.0,1.8291243e-13
5.0,1.138162e-12
5.0,3.3068662e-19
5.0,1.7404274e-21
5.0,9.800065e-17
5.0,4.9885580000000015e-16
5.0,2.2049017e-15
5.0,1.2635544e-14
5.0,5.686918e-14
5.0,6.381472e-15
5.0,1.1094681e-15
5.0,2.4887968000000003e-21
5.0,2.2547483999999998e-13
5.0,2.9544008e-14
5.0,5.956005e-11
5.0,2.4510325000000004e-16
5.0,9.107867e-14
5.0,1.1411927e-15
5.0,8.950469999999998e-17
5.0,1.8146058e-16
5.0,7.625959e-20
5.0,1.1306161e-08
5.0,1.8406504e-23
5.0,4.9032545e-11
5.0,1.5595458999999998e-12
5.0,2.896777e-13
5.0,2.60778e-12
5.0,2.0003383e-12
5.0,3.8007347e-08
5.0,2.5259472e-09
5.0,9.702754999999999e-14
5.0,1.5501494e-13
5.0,6.607127599999999e-15
5.0,3.472509e-13
5.0,7.4874463e-17
5.0,2.3952552000000003e-14
5.0,8.008682e-14
6.0,4.3395943e-22
6.0,1.0851739999999999e-27
6.0,5.6453274e-16
6.0,6.2321173e-29
6.0,2.2546917999999996e-27
6.0,2.221365e-20
6.0,3.4883507e-35
6.0,1.5762273e-18
6.0,4.283764e-15
6.0,7.729791e-30
6.0,3.4427997e-15
6.0,7.542988000000001e-16
6.0,1.4980911e-15
6.0,8.453928000000002e-15
6.0,1.1153336e-23
6.0,9.420646000000001e-12
6.0,1.7981307999999998e-17
6.0,1.1838630999999998e-19
6.0,1.3304388e-17
6.0,1.0677585e-21
6.0,3.415326400000001e-19
6.0,6.633099e-16
6.0,1.4459293e-18
6.0,4.2286126e-18
6.0,2.0293637e-20
6.0,9.226408e-19
6.0,9.697308399999999e-27
6.0,1.3513652e-14
6.0,7.891930999999998e-28
6.0,4.7755216e-22
6.0,2.3284212999999997e-25
6.0,1.3147360999999998e-19
6.0,6.825253e-17
6.0,2.3513299e-13
6.0,8.67766e-15
6.0,6.112985499999999e-26
6.0,5.4247936e-13
6.0,5.3635575e-19
6.0,1.983064e-17
6.0,2.996918e-22
6.0,9.700431e-22
6.0,2.6272327e-22
6.0,6.428771e-12
6.0,1.3944633000000002e-14
6.0,4.668583700000001e-14
6.0,1.5133338000000002e-16
6.0,2.240798e-21
6.0,9.200974e-20
6.0,1.06552386e-17
6.0,1.8979083e-14
6.0,9.215506e-20
6.0,5.9200617e-12
6.0,3.5773955999999997e-22
6.0,1.4523601999999994e-20
6.0,8.9869593e-20
6.0,1.8153604e-17
6.0,2.4509207000000002e-14
6.0,4.5314732e-18
6.0,4.4255077e-22
6.0,2.3117224e-12
6.0,8.783206999999999e-27
6.0,5.551364000000001e-09
6.0,5.5663434e-19
6.0,1.0516892e-11
6.0,3.8240498e-20
6.0,5.434448200000001e-17
6.0,2.1675964e-17
6.0,2.5186916e-18
6.0,2.1210066e-14
6.0,6.498135e-22
6.0,5.229692e-31
6.0,2.6753942e-15
6.0,1.0280291e-18
6.0,4.203382000000001e-21
6.0,5.070681300000002e-13
6.0,1.2116973e-16
6.0,1.1452894e-21
6.0,6.2048876e-22
6.0,3.9123546e-20
6.0,1.9202482999999997e-27
6.0,4.9880732000000006e-18
6.0,4.7452054999999996e-18
6.0,1.9438726e-16
6.0,3.5960163e-22
6.0,5.8042473e-09
6.0,3.9559578000000005e-11
6.0,3.860115e-16
6.0,6.376907e-19
6.0,1.0093162e-14
6.0,1.7670394e-27
6.0,2.4524572e-14
6.0,1.580475e-19
6.0,2.811937e-23
6.0,2.6053015e-18
6.0,8.962933999999999e-28
6.0,4.2235495e-18
6.0,2.7232099e-18
6.0,2.7179522e-17
6.0,1.918104e-22
6.0,5.4201946e-17
6.0,8.180881999999998e-19
6.0,2.5759574000000003e-17
6.0,2.3913889999999998e-15
6.0,6.0905514e-21
6.0,1.3108687e-12
6.0,0.0
6.0,4.4687023e-23
6.0,4.1093083e-15
6.0,1.4543471e-22
6.0,1.6126812e-18
6.0,1.6756289e-06
6.0,1.2063609999999999e-19
6.0,4.2511137000000004e-14
6.0,6.302537e-14
6.0,5.077842999999999e-28
6.0,1.2113408e-09
6.0,2.0563735e-29
6.0,1.3987548999999998e-18
7.0,5.0555454e-19
7.0,1.5346367e-13
7.0,2.1836305999999998e-16
7.0,3.0443138e-11
7.0,6.5051577e-19
7.0,2.0237802999999998e-13
7.0,9.106768e-22
7.0,4.362217e-18
7.0,2.8313747e-13
7.0,7.385738e-14
7.0,5.83548e-19
7.0,1.0617181e-18
7.0,1.2940556e-14
7.0,4.04404e-14
7.0,1.05713515e-14
7.0,4.8795623999999995e-15
7.0,9.771025e-18
7.0,2.0476767e-12
7.0,3.1017528e-18
7.0,7.0290836e-11
7.0,6.370757e-20
7.0,8.266939000000003e-15
7.0,1.2172794e-14
7.0,5.173013700000002e-13
7.0,5.575199400000001e-18
7.0,1.4393062e-19
7.0,3.4306314e-20
7.0,7.114994e-12
7.0,3.8412025e-12
7.0,1.1228726999999999e-26
7.0,1.7509411e-15
7.0,1.0736624e-12
7.0,5.611304e-15
7.0,6.150268000000001e-19
7.0,2.5804163e-22
7.0,1.4326036e-21
7.0,7.860098000000001e-13
7.0,7.796156500000001e-15
7.0,5.0347372e-20
7.0,1.7364205e-09
7.0,6.334523e-14
7.0,8.641542e-20
7.0,2.8762020000000004e-17
7.0,6.242018e-17
7.0,3.9542452000000005e-16
7.0,5.7443375999999986e-18
7.0,5.3453207e-19
7.0,6.363126e-11
7.0,1.585647e-20
7.0,1.5381418e-12
7.0,3.0216147999999994e-16
7.0,5.1873208e-18
7.0,4.1901873e-17
7.0,6.3522694e-12
7.0,3.063112e-10
7.0,1.156096e-15
7.0,4.8633924e-19
7.0,3.188509e-15
7.0,1.8281932e-18
7.0,7.243084e-13
7.0,1.550876e-17
7.0,3.742274e-14
7.0,1.4996049999999996e-12
7.0,1.4749105e-18
7.0,7.3282704e-22
7.0,7.653122e-12
7.0,2.8614353e-22
7.0,1.0103984999999999e-15
7.0,6.850995e-14
7.0,5.034315999999999e-19
7.0,2.3141187e-21
7.0,1.7707062e-13
7.0,4.2408894000000005e-16
7.0,6.701517999999999e-16
7.0,4.8483453e-20
7.0,1.6432903e-12
7.0,3.579326e-14
7.0,1.873662e-21
7.0,1.3052568000000002e-21
7.0,4.440796e-21
7.0,2.768046e-18
7.0,2.0475717000000003e-15
7.0,1.4186429e-19
7.0,1.1066377000000002e-15
7.0,3.8252918e-18
7.0,3.3020467e-13
7.0,1.2573383999999998e-10
7.0,4.4138509999999995e-15
7.0,3.258282e-12
7.0,1.9740813e-17
7.0,2.814655e-10
7.0,3.0877464e-17
7.0,6.215945600000001e-21
7.0,6.909086e-18
7.0,5.2052209999999986e-24
7.0,6.203812999999998e-16
7.0,2.7199182e-22
7.0,1.7218813e-11
7.0,6.954311000000001e-14
7.0,1.1506097e-16
7.0,5.541941e-19
7.0,4.635873000000002e-22
7.0,8.149996e-13
7.0,1.234967e-18
7.0,7.4288665e-13
7.0,3.6567137e-15
7.0,3.216632e-17
7.0,4.1399648e-10
7.0,2.7028511e-18
7.0,6.3793545e-12
7.0,1.802988e-10
7.0,7.246149999999997e-21
7.0,5.5795749999999985e-22
7.0,8.367877500000002e-19
7.0,4.933385e-21
7.0,1.2198408999999999e-14
7.0,2.0747191e-14
7.0,9.469855e-23
8.0,1.534248e-08
8.0,2.2601728e-06
8.0,4.8234007000000004e-14
8.0,6.9659817e-10
8.0,1.5963199e-06
8.0,5.700764e-08
8.0,3.9690265000000005e-11
8.0,0.0011245812
8.0,1.0603572e-10
8.0,1.5221173e-09
8.0,1.7214257e-06
8.0,2.7760585e-08
8.0,1.0367635e-06
8.0,5.075064000000002e-13
8.0,2.798213e-09
8.0,1.2966108e-05
8.0,9.0366434e-08
8.0,3.0175827e-11
8.0,0.001673485
8.0,5.16401e-06
8.0,5.9438e-11
8.0,9.2173483e-17
8.0,2.1872974999999995e-08
8.0,1.2489508e-10
8.0,1.2191188e-14
8.0,1.0874034999999999e-13
8.0,5.6099736e-07
8.0,1.2930108e-05
8.0,1.3813862e-08
8.0,3.7016052e-09
8.0,1.6079438e-08
8.0,1.3210512e-10
8.0,2.8282056e-11
8.0,2.6935226e-10
8.0,5.554799299999999e-08
8.0,8.368609e-08
8.0,9.696807e-16
8.0,2.2529272e-07
8.0,2.490856e-06
8.0,9.024698e-08
8.0,6.533474000000002e-13
8.0,1.2524844e-08
8.0,9.839269e-10
8.0,8.477475e-12
8.0,1.3049942e-06
8.0,1.4129185e-07
8.0,0.00030637198
8.0,1.8010416e-12
8.0,0.004733050999999999
8.0,3.2633193e-07
8.0,2.029928e-07
8.0,1.0611052e-07
8.0,1.6998349999999998e-07
8.0,0.0005451918700000001
8.0,1.9410974e-08
8.0,2.0680133e-09
8.0,9.582699e-07
8.0,2.867375e-06
8.0,1.5759628e-10
8.0,1.1448126e-10
8.0,1.01650306e-16
8.0,9.6605836e-14
8.0,4.0114003e-21
8.0,2.3856831e-15
8.0,9.870291e-12
8.0,1.0067837e-08
8.0,3.227854e-08
8.0,2.1352193e-12
8.0,3.9741238e-08
8.0,2.0763606e-09
8.0,1.4579383e-12
8.0,6.1226206e-06
8.0,7.2127955e-07
8.0,3.458312e-10
8.0,2.6365063e-17
8.0,1.192169e-09
8.0,2.2443742000000003e-16
8.0,2.6514704e-07
8.0,7.988032e-10
8.0,0.00010184413
8.0,2.0426667e-06
8.0,8.4886785e-11
8.0,3.074836e-10
8.0,8.968709999999999e-13
8.0,3.692849e-19
8.0,9.895791e-09
8.0,4.2862157e-06
8.0,7.571334000000002e-07
8.0,2.6428737e-10
8.0,2.158109e-06
8.0,5.201327e-10
8.0,2.044118e-10
8.0,5.3592988e-11
8.0,4.2974455999999995e-12
8.0,1.1155935e-07
8.0,4.0282444e-07
8.0,5.842035e-08
8.0,2.52652e-11
8.0,1.1653471000000004e-15
8.0,1.8392342000000004e-07
8.0,7.0030464e-06
8.0,2.7850144000000003e-16
8.0,2.4504956e-07
8.0,0.0013374747
8.0,3.7776927e-06
8.0,7.2867537e-13
8.0,3.7079587e-07
8.0,2.8166212e-06
8.0,1.6476723e-10
8.0,6.5069783e-15
8.0,7.1251603e-12
8.0,4.3076893e-11
8.0,2.6688878000000005e-07
8.0,4.748296e-14
8.0,8.195736e-09
8.0,8.372284e-09
8.0,1.6421995000000005e-07
8.0,3.3809755e-10
9.0,1.3787657000000001e-11
9.0,4.0378427e-14
9.0,4.688178e-09
9.0,6.860694e-09
9.0,4.8015936e-10
9.0,1.6869821e-09
9.0,1.892434e-11
9.0,3.221178e-11
9.0,2.9937496e-08
9.0,1.6066638e-10
9.0,4.1068964e-11
9.0,1.7700992000000005e-11
9.0,1.5775196e-14
9.0,6.1408196e-12
9.0,4.8686769999999986e-21
9.0,1.610886e-08
9.0,1.01688045e-08
9.0,5.2497295e-09
9.0,3.1694601e-12
9.0,2.1283154e-13
9.0,4.161952e-14
9.0,3.291265e-13
9.0,2.8126483e-12
9.0,1.9733374e-08
9.0,6.843755000000001e-16
9.0,1.5873716e-11
9.0,3.152642e-11
9.0,1.3297697e-09
9.0,1.9266151000000002e-10
9.0,1.9303836e-13
9.0,3.0443813e-15
9.0,2.6303548e-10
9.0,1.6922971000000002e-10
9.0,3.1459338e-12
9.0,1.948251e-06
9.0,6.349423e-13
9.0,6.3796445e-13
9.0,2.6311708000000008e-15
