label,score 0,score 1,score 3,score 4,score 8,score 6,score 5,f18
0.0,1.0,2.1016999999999993e-41,0.0,0.0,0.0,0.0,0.0,1610.1086041540332
0.0,1.0,1.8653187e-23,0.0,0.0,4.786535399999998e-31,0.0,0.0,1509.737938793467
0.0,1.0,4.9032083e-37,0.0,0.0,4.2999999999999996e-44,0.0,0.0,1626.1110047752454
0.0,1.0,6.6807054999999994e-37,0.0,0.0,0.0,0.0,0.0,1651.7571394269735
0.0,1.0,1.078e-42,0.0,0.0,0.0,0.0,0.0,1528.7883934259505
0.0,1.0,3.2290815e-33,0.0,0.0,2e-44,0.0,0.0,1598.408584767374
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1485.908213640685
0.0,1.0,6.6085107e-24,0.0,0.0,2.3319999999999997e-41,0.0,0.0,1522.6323188313165
0.0,1.0,6.201019e-17,0.0,0.0,3.0516804999999996e-37,0.0,0.0,1614.3545968003375
0.0,1.0,7.523895e-33,0.0,0.0,0.0,0.0,0.0,1550.0505056358847
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1560.1061440335254
0.0,1.0,3.8016744e-15,0.0,0.0,2.982363e-23,2.1999999999999999e-44,1e-45,1626.1916459099436
0.0,1.0,1.2079932e-31,0.0,0.0,1.1641558999999999e-38,0.0,0.0,1723.4262999282541
1.0,6.7022717e-07,0.9999976,1.8599691000000002e-10,7.525195599999999e-26,1.7107817e-06,1.1823756e-19,5.292448e-10,2947.139607937973
1.0,5.5974856e-06,0.9999771,1.7307762e-05,1.5645898e-16,4.9220304e-08,9.704588e-14,2.3355759999999997e-12,3015.435922023726
1.0,2.5446642e-08,0.9999932,3.767328e-10,1.2403731e-24,5.9383103e-07,8.610476e-19,1.1873841000000002e-06,3022.480180716288
1.0,4.773816e-08,0.99999964,2.7459288e-07,4.1798987e-28,3.150585e-08,2.5712588e-17,5.947087e-11,2895.8429865094026
1.0,1.7789182e-05,0.9998933,1.457931e-07,9.557649e-18,2.9917457e-05,3.0385653e-15,8.7922734e-07,2943.841671160297
1.0,6.554799000000003e-08,0.99998486,1.7245886e-06,7.473281e-29,1.294486e-08,5.1970185999999985e-18,1.2947478000000002e-08,2905.392285137777
1.0,8.877726e-07,0.99999535,3.752148e-06,1.1279338e-22,8.267103000000002e-09,4.1966824e-16,1.4627398000000006e-11,2915.0603115996228
1.0,1.3802371e-07,0.9999999,3.2526624e-11,3.0417335999999997e-28,2.6127134e-09,1.1479655e-18,2.0260007e-12,2908.9826941937786
1.0,1.1495537e-05,0.9999883,2.1645148e-10,5.8344453e-21,1.08366045e-08,1.5703476000000002e-16,1.3320027e-08,2933.797818106234
1.0,2.583441e-06,0.99951184,2.500351e-08,1.7351551e-17,0.00018313524,2.748528e-13,3.151034e-06,2929.6137343889613
1.0,2.8153125e-05,0.99997103,1.7560976e-07,8.945999e-21,6.964922e-07,3.900587e-12,1.8401286e-09,2928.152506382929
1.0,1.2469089e-08,0.9999876,3.4151962000000004e-10,7.0886465e-24,2.2418272e-09,6.644064400000001e-18,8.312073e-06,2946.9383674619044
1.0,9.68053e-07,0.9999976,6.207231e-07,1.9088214999999998e-22,2.151244e-07,1.0141777e-14,3.324382e-08,2933.2722408863947
1.0,2.5648578e-06,0.99999726,2.099658e-08,2.428221e-22,2.0029612e-08,8.089279e-14,4.3837775e-10,2924.648317116413
1.0,8.786473000000001e-11,0.9999993,2.2336424e-08,3.0769498e-30,6.030964000000001e-11,1.0370818e-22,7.114716e-11,2938.2915587415864
1.0,1.4190383e-05,0.99998534,2.836887e-07,3.9070697999999996e-19,9.050657e-08,1.0387737e-11,2.6903557e-09,2918.8292483020036
1.0,1.2189483e-07,0.9920019,9.081221e-08,4.656014600000001e-19,0.00047099346,6.399274e-17,1.6675991e-05,2925.0819284494155
1.0,5.4975726e-07,0.9999883,2.6117413e-09,1.6005858e-25,1.06712105e-05,1.2591116999999999e-17,3.2960072e-09,2914.367290468959
1.0,0.0007233872999999999,0.99926275,9.445694e-10,1.5475832999999999e-21,8.025373299999998e-07,3.4131432999999996e-14,4.6651502e-07,2929.1951588262655
1.0,1.6470973e-10,1.0,1.0656895e-14,2.6291186e-29,3.7075405e-09,8.7899956e-23,2.2016586e-08,2918.004222940726
1.0,3.255093e-08,0.9999995,2.5291854e-07,9.173734999999999e-26,1.2424368e-08,4.6884543e-18,4.5642228e-09,2937.950107809411
1.0,1.924002e-06,0.9999981,5.910377e-13,1.056562e-32,3.112047e-11,1.774806e-21,9.300199000000001e-15,2921.832970090679
1.0,1.1411723e-08,0.9989716,5.2944578e-09,1.2678847e-18,6.8334393e-06,1.5138061999999998e-17,0.0005420967,2932.0409080041827
1.0,7.2877306e-08,0.9999616,1.9256248000000002e-11,4.5542654e-21,7.9052177e-07,9.418513e-19,3.256095e-05,2897.363628590081
1.0,1.4355535e-07,0.9999999,8.829077e-12,1.3667366e-33,1.7133284e-09,5.1670075e-19,7.09529e-10,2941.175267819117
1.0,1.02706135e-05,0.9999765,1.5099953e-08,2.8047390000000005e-15,6.750410000000001e-06,4.7322393e-12,9.409800599999998e-08,2965.4147767259724
1.0,0.0015782443,0.992622,1.2122578000000002e-08,3.607843e-16,0.00018404041,4.968493400000002e-10,0.004372498,2968.8197662962275
1.0,8.8519255e-06,0.9999912,1.2891862e-09,1.0001796e-27,2.9881527999999997e-10,4.585842000000001e-17,9.520605e-12,2925.224143981124
1.0,8.648024000000002e-07,0.99999917,3.285675e-12,7.333824999999999e-27,2.2259676e-10,8.761016e-19,1.6994046000000002e-12,2940.701533477179
1.0,7.543999000000001e-08,0.9999969,5.947158e-12,1.1688499e-18,3.1501781e-09,1.6631339999999999e-19,8.084072e-08,2890.4267953664707
1.0,1.5793943e-07,0.99996984,5.4217953e-06,5.519362e-18,2.37828e-05,3.1783025e-12,1.14564115e-10,2930.5546823324958
1.0,9.956727e-07,0.999997,1.9385572e-08,9.580019999999999e-28,1.0725862e-08,5.933539399999999e-16,3.1470708000000004e-07,3002.6792762835744
1.0,0.019972704,0.9800071,8.6937435e-10,1.2340413e-26,2.0135101e-05,6.470567999999998e-14,1.2799976e-11,3010.3042370707
1.0,4.1837693e-09,1.0,4.776964400000001e-10,4.4075873999999996e-27,3.1739580000000003e-08,7.34041e-19,6.1371776e-12,2966.9633436663075
1.0,1.4804394e-09,1.0,1.7666088e-14,2.4348761999999998e-31,4.197439e-12,1.0703327e-24,1.22446e-14,2935.9538459580517
1.0,1.9270422e-08,0.99999976,2.6292385e-10,3.6942682999999997e-28,1.3962844e-07,1.2711362e-20,7.021655e-08,2951.0461530263337
1.0,6.224663999999999e-08,0.9999999,2.7950888e-12,7.646916e-21,1.6560695e-09,2.2937904999999997e-19,2.0684647e-11,2926.571091639032
1.0,1.6943599e-05,0.9999076,5.117135599999999e-10,3.5719283e-21,6.4492175e-05,1.4647596000000004e-13,1.07031965e-05,2931.94231956301
1.0,7.4905724000000014e-06,0.9993167,0.0006757679,4.9061823e-21,4.471845999999999e-09,5.0855523e-14,5.2917093e-14,2915.7379469044104
1.0,1.0729086e-06,0.9999962,1.8288903e-09,2.4213676e-19,2.5951158e-06,4.8471e-15,3.8736625e-11,2934.06760439675
1.0,5.525553000000001e-07,0.99999917,2.754107e-11,7.126659e-24,3.3885857e-07,3.1928274e-15,6.880647e-10,2900.245342036321
1.0,0.00014508341999999998,0.9998511,3.9303883e-11,9.531966999999999e-28,3.7917016e-06,2.0223297e-15,2.7077101000000002e-11,2977.390498997585
1.0,3.1082774e-09,1.0,4.0734105e-10,1.0495637999999999e-29,9.2437455e-12,8.975960000000001e-22,5.472474699999999e-13,2939.433767096364
1.0,8.804599e-07,0.99999714,6.727447e-11,2.6185274e-17,6.337557e-08,6.078071499999998e-17,8.491826400000002e-07,2933.5978896959223
1.0,4.2380176e-08,0.9999964,6.418018e-09,8.612496999999999e-29,1.2244132e-07,8.551774e-20,6.447055e-10,2914.190015187247
1.0,3.298207e-08,0.999997,2.8632212e-06,7.210479e-26,2.459504e-09,8.738963499999998e-20,9.643347e-12,2941.5423685907203
1.0,9.4425627e-07,0.9999975,2.2247626e-10,1.2758990000000002e-20,5.369804499999999e-07,8.055799499999999e-16,3.6993885000000007e-08,2912.9463425405297
1.0,0.0002903727,0.9997063,3.2178837000000007e-06,1.0238466e-16,1.7716724e-08,6.8128663e-09,8.4467366e-10,2949.6811526765723
1.0,1.653743e-07,0.9999244,6.9791177e-09,8.2811685e-22,2.072394e-05,3.1612086e-18,2.8584749e-05,2935.216357208301
1.0,1.5975614000000002e-07,0.9999999,1.6778331999999998e-12,7.171847999999998e-26,8.275836e-12,1.5567458e-20,7.3237507e-16,2942.208494916678
1.0,4.539501e-05,0.9999546,2.9023362e-11,2.3505447999999997e-26,1.8165919e-08,4.8986238e-17,1.8183074e-12,2889.235067265631
1.0,1.3926889e-08,0.9999778,3.4647172e-07,4.4162503e-23,4.990539e-09,5.2894686e-17,6.3628825e-08,2917.2216895008837
1.0,5.3873546e-06,0.99999464,1.19042646e-14,8.472786e-28,5.599625e-09,3.2285713e-18,6.3933900000000005e-12,2899.80841637492
1.0,4.32471e-06,0.9999956,6.737944e-14,8.776309e-33,3.5678536e-08,3.560843e-20,5.0629374e-13,2941.7027227551316
1.0,1.1703295e-06,0.9999988,7.914989e-12,5.764584e-33,7.055882e-12,8.917486e-22,3.983675e-15,2930.104055546321
1.0,0.00013484144,0.9998505,8.665618e-09,5.825047599999998e-17,3.3987826e-06,1.6752741000000001e-12,6.535534e-07,2903.7777589765888
1.0,1.8822946e-05,0.99997914,9.92145e-07,9.2252184e-23,4.369205200000001e-07,2.341243e-10,1.9701561000000002e-10,2940.0526524720485
1.0,1.5673911e-06,0.99999845,1.3573813e-08,9.096806e-28,1.2570730000000002e-09,3.6239239999999997e-16,4.3797894e-13,2905.9229477957983
1.0,4.236699e-08,1.0,1.00518714e-13,1.8069254e-27,2.2297830000000007e-12,9.731516999999999e-26,9.860379e-15,2935.677211190855
1.0,1.6418733e-07,0.9999994,8.8012674e-11,8.659764e-29,4.4024543e-07,3.7444510000000006e-20,1.0164657e-12,2905.9027591204967
1.0,3.0964653e-05,0.999969,5.1618717e-16,2.9517365e-29,1.1245872e-11,3.934796e-19,2.5880792e-11,2958.8880941947864
1.0,2.3048124e-06,0.9999908000000002,4.2870445e-07,8.6191315e-19,6.434888e-08,6.012206e-14,3.911106e-06,2969.7635575287677
1.0,1.0570542e-08,0.99998236,4.170035e-08,2.001027e-18,2.0622586e-08,1.0838517e-17,1.8793562e-06,2931.7934482235632
1.0,2.4676456e-08,0.99999976,1.958339e-10,7.671849499999998e-18,5.1835997e-08,1.1352888e-17,3.5720766999999995e-08,2926.967519628644
1.0,1.0397058e-05,0.9999875,2.1757323e-06,1.4812118000000003e-20,2.5849785e-08,1.5410362e-13,1.2755058e-14,2916.784759869994
1.0,6.946634e-05,0.9999014,1.4797799e-05,8.503064999999999e-16,5.06901e-06,5.262008000000002e-13,2.576166e-07,2937.4073132327208
1.0,9.9920326e-05,0.99989927,1.188046e-08,6.554335e-20,8.160635000000002e-07,1.525601e-15,8.472851999999998e-09,2926.387142460404
1.0,1.2713458e-06,0.9999982,4.8383686e-07,5.170774e-23,4.4111270000000005e-09,1.1094403e-18,6.455514e-12,2934.1796034762724
1.0,0.0022171906,0.9975841,4.1454498e-09,6.2001184e-17,2.7104565e-05,4.2963806e-11,0.000109161316,2903.2513237325475
1.0,1.0998855e-05,0.99996996,1.7323663000000002e-08,1.0823034599999996e-13,9.830833e-06,2.1747189999999997e-12,6.5275284999999985e-06,2882.690044161222
1.0,1.9208741e-07,0.9999995,5.5084366e-12,9.880098999999999e-31,1.8882957e-08,1.4419533e-19,1.2080155e-09,2928.210561462082
1.0,2.78513e-05,0.99997175,9.814494e-10,1.5312877e-20,1.0832505e-07,3.0059648e-17,3.767387e-12,2945.1815076392572
1.0,5.4849834e-06,0.9999907,1.32808e-10,2.5796856e-24,3.1727607e-06,1.9839444e-16,3.1178409999999995e-07,2924.22467223579
1.0,0.008981395500000001,0.99064434,0.00013900206,2.1406682000000004e-18,7.064612e-05,1.6898536e-09,4.956656e-06,2912.8806325255164
1.0,2.7311858e-06,0.99999726,7.897116e-10,4.8340144e-22,2.598182e-08,5.1632629999999997e-14,1.9884252e-11,2931.68222887554
1.0,1.3386622e-06,0.99999726,9.6157665e-11,2.760823e-26,1.4435501000000003e-06,1.3223779e-15,8.730034e-13,2875.4183967845
1.0,5.330695e-07,0.9994093,8.6300545e-08,2.6660354e-20,4.3655396e-06,4.445858e-14,8.255492e-05,2905.157612779555
1.0,2.039053e-09,1.0,1.153075e-13,3.4768487e-26,1.1659458000000002e-10,1.3195491e-23,2.7867825e-10,2910.000666962177
1.0,2.4434377e-07,0.99999976,8.826307e-10,2.3909107999999995e-28,2.1526101e-12,2.7236155e-23,2.8836985e-16,2921.44156511105
1.0,3.3067394e-07,0.9999995,8.813679999999998e-08,1.1650164e-17,1.2764881e-09,1.3246723e-16,9.816521e-11,2904.0247023369416
1.0,6.3895726e-07,0.99999845,4.6791036e-11,1.7290185999999998e-27,2.1599848e-07,6.4527508e-18,5.710635e-07,2908.854587028287
1.0,3.8190775e-09,1.0,4.8094943e-13,9.355969e-24,3.4555176e-09,2.646546e-22,4.3213357999999996e-10,2915.1628713027626
1.0,1.510345e-08,1.0,1.2490743e-11,6.9325376e-30,2.6101357e-11,5.941803e-23,5.776335e-14,2936.8554503409587
1.0,5.5248962e-05,0.99991834,1.498234e-05,4.1957253e-13,7.8511425e-07,4.9412511999999997e-11,1.1368776e-06,2938.1284414130128
1.0,3.5895826e-07,0.999969,6.17362e-11,5.187495e-23,8.000059e-06,5.1893715e-17,4.7690696e-06,2892.2502337429096
1.0,4.6716522000000014e-08,0.99999964,2.2699498e-10,3.913728e-22,3.7377674e-08,9.785479e-21,4.950542e-10,2897.730202108145
1.0,4.158025e-06,0.9999944,1.9311381e-08,2.5116882e-20,1.418006e-06,9.121919e-15,1.8817532e-08,2901.8539927878637
1.0,5.1391723e-08,1.0,2.3397118e-10,1.3918319999999998e-28,3.5452273e-11,1.578586e-19,4.0280116e-14,2904.001282888496
1.0,2.2572028e-06,0.9999949,4.2542387e-09,5.0555848e-15,1.9151892e-07,1.4416483000000004e-13,1.8335203e-06,2941.8705655709227
1.0,2.0439953e-05,0.9999794,2.6570257e-08,6.980378e-21,1.1929673e-07,5.4436033e-15,1.0798632e-07,2946.053425964434
1.0,2.165949e-07,0.99999976,9.072074699999999e-13,5.333454e-31,6.552441999999999e-13,3.7026865e-23,3.14561e-14,2897.009500103314
1.0,1.0488176000000003e-05,0.9998964,2.664773e-06,1.6362564e-17,5.292485500000001e-07,1.797979e-12,2.4247051e-06,2933.9241463449357
1.0,4.571174200000001e-05,0.9999505,7.106276e-10,1.4700344e-20,5.353645000000001e-07,4.951212000000001e-15,2.9995406e-06,2913.101372055976
1.0,1.6779168e-08,1.0,5.763265000000001e-09,5.1064276e-24,6.0854384e-11,8.658096000000002e-19,1.0884124e-16,2919.300783468623
1.0,4.2217515e-08,1.0,5.277028e-10,5.7771873e-24,3.5420522e-10,2.8955002e-19,5.7184635e-11,2958.619934034914
1.0,2.202892e-06,0.9999963,3.4105667e-09,1.407553e-18,1.4766995e-06,2.362153e-15,1.2840473999999995e-08,2899.9853008546647
1.0,3.954101e-07,0.99984646,7.833313e-06,1.2243694e-15,4.131897700000001e-05,1.5062898e-12,4.4271014e-06,2913.131767614036
1.0,3.179976e-07,0.99999964,1.2440512e-09,8.676539e-27,3.8472274e-11,3.2784222e-15,1.1478313e-11,2928.836061523069
1.0,5.394061999999999e-07,0.9991092,0.000102728925,3.023759e-14,0.0005558465,1.1895018000000001e-10,2.9879561e-06,2935.590313350039
1.0,4.263248e-05,0.99990344,4.1239797e-05,3.8285987000000006e-20,5.0906897000000006e-06,4.7562544000000003e-11,9.335156e-09,2911.61508285003
1.0,5.127079e-06,0.99999475,6.439594e-11,1.5083777e-25,2.932562e-08,2.1653159999999998e-15,1.8264023e-09,2927.4051521768365
1.0,5.7244844e-08,0.9999999,1.3398878000000001e-10,9.996945e-24,5.6971740000000005e-09,2.018373e-18,4.2975985e-13,2942.7658689531568
1.0,4.780924e-06,0.999995,3.0951307e-11,1.52260045e-24,2.1851342000000006e-07,2.3088106e-17,3.7487140000000015e-13,2948.584474145954
1.0,4.2829397e-05,0.99995124,1.5708401e-09,7.663360000000002e-22,5.6735594e-06,2.3908822999999993e-16,2.6835096e-09,2907.7974720992997
1.0,0.00025853532,0.9997414,5.2605862e-12,2.8689486000000004e-20,2.5192042000000002e-08,4.3097592e-13,6.3193717e-10,2933.339006860095
1.0,9.062816e-11,1.0,2.3661167e-11,1.2357801e-26,8.848053e-10,6.4610975e-22,1.5560592e-10,2963.2816940446837
1.0,7.9221345e-06,0.99999213,8.673179e-09,5.312585e-29,3.2068888e-09,2.0230836e-17,3.2562386e-14,3014.278718589153
1.0,0.00022567157000000004,0.9957273,2.3242526e-05,1.2284298999999998e-14,0.00093362073,8.827703000000002e-11,0.0017706788,2948.443816371659
1.0,3.1367342000000008e-06,0.9999939,3.4513184000000004e-14,4.7186205e-20,1.9150586000000003e-06,2.7759083e-16,1.031914e-06,2954.294924572406
