label,score 4,score 9,score 3,score 6,score 7,f18
0.0,0.0,3.866273e-07,5.8155499999999994e-39,0.0,0.0,1626.0370495083248
0.0,0.0,8.304073000000001e-09,3.0281099999999997e-34,9.77454e-38,6.999999999999999e-45,1561.5232956504606
0.0,0.0,4.0178475e-05,1.0642324e-30,2.5794118e-37,3.1653000000000003e-41,1548.2914559023886
0.0,0.0,1.7633335e-10,9.2e-44,0.0,0.0,1504.393715903495
0.0,5.999999999999998e-45,7.658594e-06,1.9628382e-25,1.2369067e-27,9.97824e-39,1548.6189410416116
0.0,0.0,1.3342257e-07,9.99e-43,1e-45,1.89e-43,1521.8248969455121
0.0,0.0,3.2460253e-11,3.38111e-40,4.8599999999999994e-43,0.0,1602.823316600562
0.0,0.0,3.6776515e-12,1.3651972e-29,3.6496245e-30,2.62e-43,1484.73719529515
0.0,0.0,1.7050327000000002e-08,6.17356e-35,2.0849999999999998e-42,0.0,1550.4134897597967
0.0,0.0,6.1262524e-09,4.104001e-34,1.7998227e-38,0.0,1510.359271250947
0.0,0.0,2.9166431e-05,4.0797000000000003e-41,8e-45,0.0,1657.4806423005984
0.0,0.0,0.00012999661,3.1571604e-30,1.7502726e-31,4.96193e-40,1660.4964867822214
0.0,0.0,6.6195895e-08,0.0,0.0,0.0,1508.5524709827844
0.0,0.0,7.5227076e-06,4.6035575999999996e-29,7.7118533e-31,2.9213817999999996e-36,1510.5850897555229
0.0,0.0,1.3286354e-06,1.3025782e-38,7.3e-44,0.0,1664.6836175367569
0.0,0.0,1.2366014e-10,1.7982242e-30,4.18963e-40,1.65827e-40,1606.7255072053915
1.0,5.91347e-11,1.6791448e-05,4.7747762e-06,4.1380464e-09,0.00024200436,2927.953551985378
1.0,7.561453999999998e-16,5.7718154e-07,3.039761e-07,1.110645e-11,6.761353000000001e-07,2925.3045550617853
1.0,4.1635706e-17,2.0527393e-07,2.0465917e-07,8.566569e-14,2.3145651e-07,2912.0496984955685
1.0,7.276970700000002e-10,7.805309e-06,0.00034426668,1.119686e-07,4.2317854e-05,2954.966076418969
1.0,8.560610999999997e-21,0.00029061004,1.5554322e-07,2.2131972e-13,1.4065639e-08,2958.051695024605
1.0,9.829866e-11,0.0009734075,7.5670659999999986e-06,4.3145325999999994e-10,0.00090444484,2979.2155892343876
1.0,7.650822e-15,5.7294783e-06,6.19126e-07,1.9199373000000002e-11,9.643738e-06,2923.2158899145784
1.0,7.531169399999998e-11,3.8827715e-05,1.48063955e-05,2.0359578e-10,0.0006940233,2923.393562096358
1.0,2.1242994e-12,7.0386675e-05,2.6845473e-06,2.1805905e-08,1.0484254e-06,2951.2401498560457
1.0,3.9397638e-19,9.911203e-07,1.1212182e-09,1.7318348999999995e-15,1.8908365e-10,2911.9394227198372
1.0,6.9680313e-16,0.0019331365,1.0330723e-07,1.4591226e-12,8.914401e-06,2917.573015559868
1.0,1.2759118e-16,1.3612768e-05,8.354261599999999e-08,4.381209400000001e-12,1.6092328999999998e-07,2953.2963102502727
1.0,1.7986249e-09,0.0041825273,0.00039867972,4.0703625e-07,6.5832144e-05,2907.832364922546
1.0,1.6286237000000001e-13,3.8803202e-05,1.087747e-06,5.338631e-11,1.7152872e-06,3011.984138939368
1.0,7.532723e-15,9.0360555e-07,1.9491418e-07,3.9046977e-12,7.724184000000001e-06,2912.139841847014
1.0,1.0509628e-09,0.0029843797,1.9544573e-06,1.4708764e-08,0.00011030348999999997,2910.7550946873835
1.0,1.4328297e-11,2.4593464e-05,9.169198e-05,4.0148582e-09,8.370948299999998e-07,2934.392912809382
1.0,2.756153e-13,2.7305498e-06,3.1412e-07,8.437767e-12,3.3822346e-07,2886.487151952855
1.0,5.0702016e-20,0.00025485278,4.2977497e-09,5.779769000000002e-13,6.911936e-10,2932.241733365175
1.0,1.0795228999999999e-12,5.871323e-06,2.181303e-05,1.606972e-09,3.0061703e-05,2913.4787938811232
1.0,1.6006327e-16,0.0012507029,1.3924722999999997e-08,5.5307213e-13,5.055964e-08,2914.082148016449
1.0,3.6020584e-14,3.279886e-07,9.084554e-06,1.3071623e-10,4.8787413e-05,2968.9904890072467
1.0,4.2860492e-17,0.0019569776,1.202263e-09,1.2971812e-14,4.878524e-08,3021.651324269307
1.0,2.2140342000000002e-14,0.0006919466499999999,4.080776e-07,8.634834e-11,4.4625864e-07,2990.5020485275763
1.0,1.8989161e-12,6.776396e-05,6.155585e-09,7.884526e-11,3.6768284e-07,2993.679872907434
1.0,3.1720702e-11,6.509284e-06,1.0626536e-05,1.4838625e-09,1.3424747e-05,2941.4540528982125
1.0,1.7605179999999995e-22,0.0003965246,1.6242627e-09,1.2427057e-16,4.646063e-09,2943.78073196172
1.0,2.6824582e-17,0.000103141596,8.125885400000001e-08,8.783754e-14,6.269503999999998e-06,2969.4148249211003
1.0,6.613307e-20,0.00011634866000000002,9.884901e-08,4.7233945e-14,3.8379657e-08,2891.53985272018
1.0,1.5201174e-12,0.028635304,1.4964370000000003e-05,6.346626999999999e-09,8.746188000000001e-08,2885.489792566892
1.0,5.215605e-15,0.0002630985,8.200606999999998e-07,2.1059844e-12,3.4820587e-05,2928.0346079265223
1.0,2.0498557e-18,7.942584e-05,7.121421000000001e-08,5.4202926e-13,1.4102598e-08,2902.810605271571
1.0,7.5055325e-17,0.0015023861,1.2481827e-07,6.244167e-10,4.0159925e-08,2953.8628200180915
1.0,3.6234424e-13,4.6241283e-07,1.3422891999999998e-06,2.3978586e-11,2.1085903e-06,2905.295555572925
1.0,5.2289685999999995e-20,5.5779896e-05,6.581189000000001e-09,5.405871e-13,4.500521e-13,2951.678194085
1.0,5.3890060000000006e-14,0.0043759393,6.1746657e-09,7.063376e-12,6.466707e-07,2923.6141376445325
1.0,4.1109182e-14,4.073165e-05,1.1921767e-05,2.1749507999999998e-10,7.4027076e-07,2975.8563329603608
1.0,6.0381552000000015e-12,0.00010840613,3.7338582e-06,9.507632e-09,5.753531e-05,2964.4752621011357
1.0,3.926626e-16,0.00011711944,1.8291615e-07,1.07190354e-10,2.09519e-06,2938.519452026364
1.0,3.3051842e-14,5.62572e-06,2.756439e-06,1.9700193e-11,9.783981999999998e-07,2963.784252251345
1.0,2.3506237e-20,0.000445306,2.3589447e-10,1.0955745e-14,4.504818e-09,2910.647153065946
1.0,2.6459680000000004e-20,0.00032217187,3.5590382e-09,2.1229883e-15,3.054287e-08,2932.314815464524
1.0,1.7799493e-16,2.1220148e-05,4.3826386e-08,2.2930837999999997e-13,7.3026186e-08,2966.3483666558527
1.0,1.2456458e-21,1.4094725e-07,1.137712e-09,1.2525546000000002e-14,6.160409000000001e-11,2927.851269225209
1.0,1.6774450000000002e-15,0.018279547,3.4511174e-07,3.4038133e-11,3.8035836000000005e-08,2972.2371589392505
1.0,5.1558669999999997e-14,6.525480400000001e-05,1.2627457e-06,4.52298e-10,1.1576792e-08,2961.6790736741414
1.0,2.8063967e-16,6.895795699999999e-07,1.7619958e-07,6.0949667e-13,2.2759272e-07,2906.429362179666
1.0,7.228787599999999e-05,0.0034435727,0.00011527061,4.753356e-06,0.0015097709,2919.600321067207
1.0,1.1198962e-14,9.832985e-06,1.3433831e-07,2.1291444e-11,2.7180818e-06,2925.3001276666564
1.0,2.313573e-13,3.0543874e-06,1.6402195e-08,5.1465865999999996e-11,4.2159385e-08,2930.427052432245
1.0,9.258186e-13,4.4780943e-05,0.00012082176,1.1620005e-09,2.6230979000000006e-05,2951.085904802453
1.0,1.4736878999999999e-16,9.12753e-07,4.8514748e-09,2.4329692e-13,2.3918862e-08,2928.8338228701928
1.0,2.9933283999999997e-10,1.3126232999999998e-07,3.995073e-05,4.662682e-10,0.0018532072,2942.1784484240725
1.0,3.042731e-14,3.7823522e-06,6.380441e-08,4.6025024e-11,3.2213722999999994e-08,2921.417419925113
1.0,7.357907e-15,7.688175e-06,7.841447e-08,1.3681793e-11,7.997692999999999e-08,3002.8452250607697
1.0,3.2781109e-15,7.834573e-05,9.3705104e-08,1.9732263e-12,7.02249e-07,2910.655335927232
1.0,1.6249935e-13,0.00070217584,4.110099500000001e-07,1.9032702e-09,2.998678e-08,2931.6178743044206
1.0,8.0926036e-25,3.8360677000000006e-06,1.975316e-12,6.4713555e-19,3.9225772e-11,2920.445525488031
1.0,1.2681360000000003e-16,0.00018185428,2.6353815e-08,3.5738684000000007e-12,1.0562233e-06,2909.0354650274644
1.0,1.4133658e-18,0.000101644684,1.8503033e-07,1.0644251e-11,2.5664724e-09,2910.1261072037805
1.0,4.0720305e-17,5.6861177e-06,9.199256e-07,1.8240075e-12,7.117187e-07,2897.2582714985588
1.0,7.095817e-20,0.0032168257,1.199727e-07,8.566733e-13,5.289550000000001e-10,2940.1006266513014
1.0,2.550659e-16,3.6936078e-06,1.3627857e-07,1.2218565e-11,8.876197600000002e-07,2914.098925526066
1.0,4.0061235999999996e-19,1.0309054e-06,2.994393e-08,1.5953676e-13,4.6364423e-09,2926.2633309789862
1.0,5.5981135e-18,1.1959389e-05,3.8030514e-08,1.173579e-13,1.8544061e-07,2905.2269124591194
1.0,1.5203313e-14,0.0001781424,1.6750063999999998e-08,1.6425604e-10,2.489737e-07,2893.6067247391443
1.0,1.3202246e-15,0.00016212313,2.9405319e-08,1.06637876e-11,6.3965774e-07,2902.120980349233
1.0,1.3175562e-10,3.3574128e-05,3.8454714e-06,6.3891563e-09,0.0010196597,2887.7007583626005
1.0,2.0690636e-17,0.0009531298,1.7138182999999998e-07,1.1235828e-11,7.036500999999999e-08,2981.829857172594
1.0,3.2768376e-17,0.0008641595500000001,2.6485705e-07,1.0055197e-11,2.551775e-06,2907.9087557683765
1.0,1.735275e-08,4.382896e-05,9.761873e-05,6.919966600000001e-07,6.433954e-07,2901.7037005161737
1.0,8.664056e-13,0.00015685575,5.612561400000002e-06,4.4310795e-09,0.001033033,2988.6006096083393
1.0,4.4656245e-17,1.0894608e-05,4.1361028000000007e-07,4.9535936e-10,3.1271687e-09,2921.8484512287127
1.0,5.3267636e-15,7.529135e-05,3.626474e-07,6.6270602e-09,1.0755104e-07,2892.2043568216304
1.0,1.4244392e-10,1.0954734e-05,1.9044217e-05,7.3079580000000015e-09,0.00043128745,2929.8366341621363
1.0,1.1343731e-18,0.002052183,6.266358999999999e-08,8.289368e-14,2.7165598e-07,2921.8548579060634
1.0,6.870214e-08,0.0008142725599999999,4.729818e-05,1.0267769e-09,0.008531152,2916.156539363349
1.0,2.714154e-14,0.010786962,2.418058e-08,5.5229172e-11,8.574252e-07,2919.3807715783787
1.0,1.2082806e-20,1.467473e-07,8.237199e-09,7.702184399999999e-14,6.8454886e-10,2957.510246752638
1.0,4.3627920000000003e-13,3.757793e-07,1.4468606e-06,2.00493e-11,9.926739e-07,2925.3974462153333
1.0,8.12683e-15,0.0012134713,5.153343e-09,3.9440635e-11,8.892201e-08,2965.0098915127983
1.0,9.193984399999999e-15,2.3339493000000007e-05,2.5088682e-06,3.9332556e-13,2.8881193e-06,2967.0673029894983
1.0,3.2451064999999997e-13,0.00011034853,1.581422e-08,5.8460566e-13,0.00040948146,2924.2843695302918
1.0,9.959916e-10,0.018144825,9.456769e-06,2.7351544e-07,7.1324e-05,2892.638181948269
1.0,2.4756775e-13,2.3647835e-05,4.929175e-06,1.3160557000000001e-11,5.8897727e-05,2934.155905725664
1.0,1.0815802e-10,0.00016688096,1.6984358e-06,4.82382e-08,1.1576201e-07,2914.736478678836
1.0,2.8255370000000007e-15,9.2384485e-05,4.073511e-05,6.445565e-11,2.6623533000000003e-07,2927.4167929556525
1.0,1.7944405e-19,6.47779e-07,3.191385e-08,1.2897009e-13,2.2221038999999998e-10,2947.7557269473878
1.0,5.6658453000000004e-15,7.465172499999999e-05,9.736995e-09,7.7540925e-11,1.4697623000000002e-07,2949.424226576991
1.0,1.0304427499999999e-13,0.00014185149,8.0161294e-07,3.461404e-12,0.00039266344,2876.311142059237
1.0,7.939036999999997e-15,0.00045217475,3.6417453e-07,3.2133489e-12,1.3679735e-05,2904.641717333361
1.0,1.0793854e-07,0.00020667615,0.0006381686499999999,1.4280604e-07,0.0005939721,2919.077449764929
1.0,2.3279255e-11,5.048309e-05,2.368002e-07,2.2972801000000002e-10,1.221489e-07,2939.2250940021167
1.0,2.0334317000000002e-13,7.067313e-05,1.6336921e-07,2.7742688e-11,2.0880361e-05,2892.928763367598
1.0,1.1362707000000002e-16,0.00088944746,1.4222107e-08,4.69295e-13,1.3194916e-07,2912.815392862939
1.0,2.2952004e-18,4.4687404e-05,1.4825885e-10,2.1430001e-15,3.457788e-07,2943.735833653999
1.0,3.1737659999999994e-09,5.9654207e-07,6.595075e-07,2.418262e-09,0.00018603819,2889.0356754861828
1.0,1.7888188e-15,0.0007951217999999999,1.3696157e-08,8.147034999999998e-14,1.5086911e-06,2905.1200545906513
1.0,2.8690164e-18,0.0011667636,5.0687015e-09,7.925936e-13,5.6010526e-07,2929.249908017906
1.0,4.0434717e-14,6.283954000000001e-05,2.8819096e-08,8.9879655e-13,0.00013393196000000002,2947.999543013467
1.0,1.9065183e-20,6.6615336e-05,4.923502e-10,3.3524293999999996e-14,6.0311494e-09,2970.193145751643
1.0,7.400555e-19,0.00020309645,1.1860041e-08,4.8196236e-14,1.0456652e-08,2912.04316113848
1.0,2.7071709000000004e-15,1.4581467e-05,4.0494072e-07,2.8793678000000002e-11,8.681466000000002e-07,2896.4283187431565
1.0,2.7487659000000003e-14,0.0041137105,2.8900244e-08,4.3714872999999996e-10,7.260769e-08,2974.5240010330804
1.0,5.9936767e-18,0.007849373,2.6991123e-09,8.235218e-14,3.8892743e-08,2943.461425596448
1.0,1.4391074e-23,0.00022006706,8.350417e-10,3.756211e-14,1.3755651000000002e-12,2929.697645757345
1.0,2.1757231000000005e-13,0.00020968966,5.1477355e-07,5.1195376e-10,4.839134e-07,2923.1748313934004
1.0,4.063308e-22,2.7440177e-05,7.4399944e-09,3.2124893e-15,2.2140215e-10,2932.812481162935
1.0,2.7604117e-18,6.5172304e-07,2.0310047e-08,1.3643187e-13,1.3532447e-09,2931.1900982590605
1.0,3.3531083e-21,6.9400903e-07,7.514521e-10,3.638706599999999e-15,6.84795e-10,2967.920062572401
1.0,5.6271950000000005e-14,0.042564355,3.3871524e-06,2.0318244e-07,1.7801634e-07,2931.224929627548
1.0,1.3299054e-18,3.0973342e-07,9.298111e-08,2.7497246e-14,1.155693e-07,2948.4105260646684
1.0,7.766748e-15,0.002526461,1.6727900000000004e-08,1.0055816e-09,4.0037474e-08,2948.72619839286
1.0,7.334936e-14,5.9926624e-06,6.7520496e-08,1.0484116e-12,3.0811112e-05,2946.589994787532
1.0,8.634205e-20,0.0006951263,2.9706623e-10,1.9308847e-13,6.315129e-11,2922.463788925468
1.0,1.0212122e-10,0.0007655989599999999,4.1403105e-06,1.906625e-09,0.00091938657,2940.073556714472
1.0,3.7184275000000005e-12,4.7291018e-05,7.959215000000001e-06,4.076567e-10,6.841796999999999e-05,2965.5075371197468
1.0,5.5087463e-19,2.3347431e-05,3.347907e-07,8.1427595e-13,2.637476e-07,2917.159531088512
2.0,2.7486887999999998e-17,1.01764975e-07,1.1903154e-08,4.950983e-07,2.810244e-11,3124.4204437488847
2.0,9.031881e-18,2.7830802e-05,6.855127e-09,1.4953739999999996e-06,7.19737e-14,2976.834910929897
2.0,5.247973e-18,1.6600351000000002e-11,4.4118624e-09,1.8968336e-06,3.4987776000000005e-15,3047.482754890718
2.0,4.8804577e-21,0.05773544,2.5106392e-10,6.239081e-10,6.756997e-15,2921.40386007259
2.0,2.4515041e-17,4.1239703e-10,8.729779e-10,7.012145e-05,1.09719685e-16,3006.0965740200068
2.0,5.8466164e-21,3.4201106e-10,2.2326748e-08,1.3461781e-06,9.6843105e-18,2961.976772332565
2.0,1.065727e-15,3.5446764e-08,1.1475128e-09,8.000003000000001e-05,3.6444423e-14,2998.094280549793
2.0,6.28861e-21,1.1516886e-08,8.6938574e-11,6.4081265e-05,6.4077915e-16,2996.052131973914
2.0,3.6573155e-14,2.4277338000000003e-07,1.2959513999999997e-05,2.6800239e-05,3.7596665000000005e-11,2979.2192734094483
2.0,3.3466689000000002e-15,2.5027444e-05,1.5878951e-08,1.310113e-06,5.4175574999999996e-12,2978.4268242801422
2.0,4.2533683e-17,7.6966867e-13,1.4874395000000006e-07,0.002410928,3.0083566e-17,3013.7659051371065
2.0,1.3770951999999999e-16,1.5217147e-08,2.5813707e-11,0.00031536650000000004,2.8517236000000003e-16,3009.8362975463237
2.0,1.21767344e-11,1.19063735e-11,6.24133e-06,0.0034269686,1.1403698e-10,3014.140139179417
2.0,8.958820999999998e-29,2.0857303999999998e-14,8.396377e-14,7.049571e-07,5.0795083e-28,2969.4823406722553
2.0,2.7927232e-17,2.8171586e-08,2.753792e-10,0.00056357903,5.2137333e-17,3031.3765603422303
2.0,1.7498520999999998e-19,1.7701078e-11,2.3823311e-11,0.0010657897,7.491569999999999e-18,3032.0506878571264
2.0,2.8462434999999997e-22,4.928215e-11,3.0286313e-15,6.25425e-05,4.034140299999998e-22,2967.404624910248
2.0,5.0347387e-24,1.9304018e-09,6.957845e-11,0.00021127255,1.6697787e-21,3016.667655260045
2.0,1.9570826e-29,7.8945276e-13,3.0481966e-16,2.37783e-05,5.080919e-28,2968.3619405383647
2.0,2.5572546e-25,6.0578224e-16,2.9035205e-13,3.3100296e-05,1.8429765e-24,3006.182107959444
