label,score 4,score 9,score 3,score 6,score 7,f18,score 1,f16,score 5,score 0,f21,score 2
0.0,0.0,3.0645767e-11,1.5569999999999997e-42,2.999999999999999e-45,0.0,1618.7673621221757,6.589405699999999e-31,1200.7856335019287,2.1999999999999999e-44,1.0,2.3495531153240523,1.8496144999999998e-33
0.0,0.0,3.2064292999999996e-10,6.507572299999998e-38,2.934e-42,0.0,1596.8739508722995,1.994016e-31,1181.9941743938616,3.11209e-40,1.0,2.4157196981829383,2.5776936e-31
0.0,0.0,3.888266e-08,8.1e-44,0.0,0.0,1529.9870818069917,8.801933999999997e-32,1133.546834038296,1.822e-42,1.0,2.3560168332680287,1.2252003e-33
0.0,0.0,2.7212924e-10,7.543107e-29,9.787999999999999e-42,5.999999999999998e-45,1516.6742024695382,3.6321016000000014e-20,1122.4260152870436,9.884335999999997e-29,1.0,2.434505989049587,6.3054104e-22
0.0,0.0,2.158988e-12,3.5687442e-36,8.821364e-39,1e-45,1578.4967125791352,7.316796e-24,1180.9699356084398,2.6788242e-38,1.0,2.2442235094799305,1.1320583e-25
0.0,0.0,2.4878826e-08,4.6440899999999997e-29,6.656944999999998e-37,1.2022e-41,1646.2015761480404,8.321367e-25,1210.645938225277,3.7375940000000006e-25,1.0,2.415748672183081,1.2658933000000002e-24
0.0,0.0,2.1593949e-09,9.231489999999996e-40,0.0,0.0,1522.4027145167954,1.6669888e-26,1111.838804963191,5.370199999999999e-41,1.0,2.5431524315393106,3.1048253e-30
0.0,0.0,1.6517643e-12,2.0347924e-34,3.6000000000000004e-44,0.0,1551.4979054092566,1.9495537999999999e-19,1165.5028364432005,4.574977e-33,1.0,2.302552909032317,6.908165e-24
0.0,0.0,1.0310894e-09,1.495e-42,0.0,0.0,1547.9287476854295,3.1534889999999998e-31,1145.5527892368898,4.465e-42,1.0,2.378817523511187,1.2950232e-32
0.0,0.0,4.7861184e-11,5.434990999999998e-26,9.561168999999999e-29,1.4728549e-31,1540.8886306937106,2.8097744e-22,1144.3788852783985,4.2187066e-24,1.0,2.3700052692271845,3.7860433e-23
0.0,0.0,2.1186047e-06,1.7801863e-32,2.5106982e-37,2.58e-43,1536.0378845494529,5.3854587e-22,1118.98887911443,4.9470962999999995e-33,0.99999785,2.5383881584919936,3.0376436e-22
0.0,0.0,3.3138756e-11,8.877029999999996e-40,1.3000000000000002e-44,0.0,1844.130061034582,7.682356999999998e-35,1330.113762185002,7.7377e-41,1.0,2.556223722435522,2.9350344e-34
0.0,0.0,9.137112e-09,2.8565459999999998e-39,1.08616e-40,0.0,1887.984203849972,1.3051828999999998e-28,1388.4170974670176,2.5529999999999997e-42,1.0,2.4440845038512395,1.8546913e-29
0.0,0.0,7.7233725e-10,1.6116176999999996e-36,5.222899999999999e-41,0.0,1567.5187787517352,1.6998866e-26,1181.9150046360878,2.5239003e-35,1.0,2.223211041595277,9.850533999999999e-29
0.0,0.0,6.2418409999999995e-09,2.249954e-29,1.4028462999999996e-33,3.56e-43,1583.7617634979777,2.6228923e-18,1205.3285507049566,5.4711875e-33,1.0,2.2031338027315823,7.841233e-20
0.0,0.0,3.9905037999999997e-10,9.04e-43,0.0,0.0,1535.5375305935233,9.768796999999998e-31,1137.5553221724538,0.0,1.0,2.3421464788280075,1.3948801e-32
0.0,0.0,3.76053e-08,1.8938463e-32,7.840216e-35,4.4853459999999986e-39,1561.2185855001794,3.8905488e-24,1179.6097043097946,2.7259098999999998e-33,1.0,2.287637949314767,3.8734283e-25
0.0,0.0,2.5987712000000003e-10,0.0,0.0,0.0,1501.9843213570534,2.3783325e-34,1103.6238853029788,1e-44,1.0,2.48603055738466,1.4359823999999998e-33
0.0,0.0,8.605418599999999e-10,3.9073635999999994e-35,3.0213420999999997e-38,0.0,1507.2023255779086,6.559653e-26,1102.846677368553,9.122e-41,1.0,2.4323786020505214,2.3233885e-27
0.0,0.0,5.236721e-10,9.706999999999999e-42,0.0,0.0,1524.5404392338503,5.2874122999999996e-30,1126.7609087091514,3.276e-42,1.0,2.473549612292927,7.111138e-30
0.0,1.4199999999999993e-43,1.2723642e-12,4.0553834e-34,3.7532301999999998e-37,7.829e-42,1458.7607210605795,9.946724e-26,1053.8347154129774,4.2533930999999994e-35,1.0,2.635394167501497,3.8358403999999996e-27
0.0,0.0,1.1211130000000002e-09,1.4353347e-35,8.409999999999998e-43,0.0,1516.9282759727246,6.2877146e-20,1124.8050273564124,3.3420324e-34,1.0,2.4241305446329884,6.742066e-24
0.0,2.7999999999999995e-44,5.192586e-07,4.3652903e-32,1.9403166999999998e-33,1.3020739e-36,1503.6582709771021,6.505112399999998e-23,1095.8836378107092,9.530506e-36,0.9999995,2.549852221853309,3.6600283e-20
0.0,0.0,3.58712e-11,0.0,2.999999999999999e-45,0.0,1495.0165105652366,3.256501e-36,1115.8914047577416,1.1e-43,1.0,2.384939695342061,1.3897798999999995e-34
0.0,0.0,4.5169086e-06,2.3955332999999998e-32,9.790507999999999e-30,3.5920199999999987e-40,1573.864138405405,1.2086267e-19,1178.034521615119,4.964687999999998e-32,0.99999547,2.2489381506506936,1.4184615e-18
0.0,0.0,1.225141e-12,4.953943e-33,3.7605677999999996e-37,0.0,1549.3091398762078,3.1088105999999997e-28,1161.86643062258,3.8995909999999995e-35,1.0,2.3400203883527717,9.2944356e-30
0.0,2.6735993e-35,0.00016485876,9.11638e-26,1.0554147999999998e-25,6.080183e-28,1641.9192126286127,5.297264e-21,1217.751205837891,1.9775637e-21,0.99983513,2.3690323490983984,1.9285158e-19
0.0,1.7366765e-26,1.988271e-07,7.311227299999999e-28,6.820132499999999e-24,2.760143e-28,1580.9028096989691,3.364965e-21,1142.4953339670558,3.7247117999999997e-25,0.99999976,2.5338510608936047,4.0096285e-22
0.0,0.0,6.8914283e-06,6.238e-41,2.071133e-39,1.8751299999999997e-40,1459.437012737353,1.1589604999999996e-21,1093.7743074600348,1.9501502e-34,0.9999931,2.401482477924737,5.2798485e-26
0.0,0.0,3.0458286e-12,2.0699999999999997e-43,0.0,0.0,1483.4389729234542,2.7405004999999997e-30,1087.230594155756,8.729999999999998e-41,1.0,2.5694030662781344,1.6925375e-32
0.0,0.0,1.6595552e-08,1.4692570000000002e-39,1.768e-42,0.0,1570.639520809862,2.1450753e-25,1157.405574148597,1.8657e-41,1.0,2.4595328694555376,1.26106195e-27
0.0,0.0,2.9881748e-13,6.999999999999999e-45,0.0,0.0,1543.7285109042925,1.4318766e-30,1103.6108675806338,1.18e-43,1.0,2.6474152172118246,3.2542864999999996e-31
0.0,0.0,8.2219e-09,1.7482544999999998e-35,1.5e-41,0.0,1527.9495712548542,2.3612645e-27,1128.215841527046,7.537061e-38,1.0,2.385889797578717,2.313052e-26
0.0,0.0,9.0063935e-08,1.890252e-39,0.0,0.0,1564.3813070184685,9.541949e-25,1136.9672320600107,1.0205304e-34,0.9999999,2.563707950247005,1.4711043999999995e-29
0.0,0.0,9.4766244e-07,5.933489999999998e-29,6.2883274e-29,4.6518e-41,1596.9461996662042,1.3316645e-22,1169.4418365685194,1.7854288e-28,0.99999905,2.5435998640262447,1.3335736e-18
0.0,0.0,1.5207403e-11,2.6499999999999998e-43,7.4e-44,0.0,1524.8646692438003,1.1731084499999999e-29,1119.6241240876598,4.06434e-39,1.0,2.479234007423172,1.1147978e-30
0.0,0.0,2.8446140999999998e-11,6.008348e-34,2.6742e-41,1.0816199999999999e-40,1634.4325032980935,9.156968e-16,1186.9186802140518,7.838164599999999e-32,1.0,2.5689137346232584,9.842600999999999e-23
0.0,0.0,1.6734718e-07,6.7706236e-31,1.157006e-39,1.7679987e-35,1513.852257805968,1.889361e-21,1110.9799104026436,2.3979626e-28,0.9999999,2.484720153487824,4.8501982e-26
0.0,2.353431e-28,0.06501985,6.454029999999999e-29,4.5160936e-25,1.9042575999999998e-31,1635.7384820602829,2.91966e-14,1203.0117996039712,3.017593e-27,0.9349801,2.5072885364945616,7.2547107e-16
0.0,0.0,1.0644275e-11,3.977105e-30,3.4466582e-35,0.0,1532.0140143863373,3.276129e-19,1117.5669600952267,2.156325e-31,1.0,2.5241679020161296,3.1110534e-20
0.0,3.392999999999999e-41,3.263378e-10,8.804456999999997e-31,4.6966622999999995e-30,4.7254737e-36,1515.6718956598615,1.7945042e-29,1132.0906845135476,1.6932551999999994e-31,1.0,2.3199997649444386,1.1846878999999995e-30
0.0,7.929933e-39,3.0291403e-06,1.432724e-16,1.0894377e-19,8.216666999999998e-36,1592.9083780134906,3.1658508e-13,1191.1437356561205,2.6389938e-17,0.999997,2.338579886645934,2.7287621999999998e-11
0.0,0.0,1.1548556e-13,0.0,0.0,0.0,1607.5852230333637,1.6712093e-27,1185.0290930715068,8e-44,1.0,2.433519780183632,2.6387843e-29
0.0,0.0,2.6320862e-07,9.804888e-32,1.1732842e-33,3.4586099999999988e-40,1686.3291636864747,3.429834e-13,1254.6267937945847,1.1242153999999996e-27,0.999984,2.4247897491317105,1.3300398e-15
0.0,0.0,1.9193282e-12,8.526323e-37,4.57e-43,0.0,1515.3176923062533,2.1055559999999998e-22,1096.3488383467143,4.5833199999999995e-40,1.0,2.505397020822914,4.637460999999999e-25
0.0,0.0,1.527437e-12,1.5497471e-29,2.4784471999999997e-35,4.35575e-40,1542.544064370062,6.773044e-26,1159.9424149734953,5.973337e-34,1.0,2.2485603383030983,1.484303e-26
0.0,0.0,7.243974e-10,3.1917366000000004e-36,7.3644e-41,0.0,1560.397899852744,2.9369921e-28,1129.8928805604605,7.1016045e-35,1.0,2.5408016778441054,3.9887169999999995e-28
0.0,4.3543059999999996e-24,5.585301e-05,6.8479965e-21,1.7211919999999993e-20,1.3894932e-22,1711.4849405900006,1.4139185e-14,1247.4880779038995,2.9013465e-16,0.9999441,2.3946878245952794,4.512006e-15
0.0,0.0,1.9976003e-06,1.4463208e-25,1.1233356000000001e-26,1.214228e-38,1518.2738375727404,5.63371e-17,1135.6965359859396,3.1256859999999986e-23,0.999998,2.3494177802380904,4.431875e-19
0.0,0.0,1.3818136e-07,1.0817021e-32,1.8325086e-38,1.6699999999999993e-43,1493.5047473439054,6.074926000000001e-20,1100.7146175554644,1.1542747e-27,0.9999999,2.4026203749173085,2.6587505e-21
0.0,0.0,3.8262024e-12,2.37845e-40,1.8513e-41,0.0,1623.4638240923762,1.4760546000000002e-32,1197.9348559593052,2.6453999999999997e-41,1.0,2.4516736489370654,1.5575451e-31
0.0,0.0,1.4558708e-12,0.0,0.0,0.0,1688.3389557446662,1.127522e-29,1229.4110880559292,0.0,1.0,2.5031684074550142,2.7924909999999997e-33
0.0,0.0,7.830146000000001e-08,7.189199999999998e-41,0.0,0.0,1680.1030150393854,1.5815420999999996e-23,1216.7883955821535,1.0368942e-34,0.9999999,2.550856922967878,9.565164e-25
0.0,0.0,1.2717292e-11,9.903e-42,0.0,0.0,1508.0443923741989,1.8552418e-23,1108.0117137801276,9.0109e-41,1.0,2.4953407299039987,3.184592799999999e-24
0.0,4e-45,1.40692915e-08,2.2268725e-30,8.8039584e-30,3.370139599999999e-38,1611.303583654784,6.178625e-20,1190.0338556435008,2.5228297999999998e-29,1.0,2.3652851586260537,2.0885399e-23
0.0,0.0,1.5647416000000004e-06,1.3880129999999992e-27,6.747725999999999e-36,2.21337e-37,1551.0276644828698,4.8262802e-15,1149.0747532305886,7.752375399999998e-29,0.99999845,2.3062717159743618,1.3011273999999998e-16
0.0,0.0,2.5090254e-09,1.4532879999999996e-38,1.2271782999999996e-34,1e-45,1483.3501191354505,8.965366999999998e-26,1096.5986765330726,1.1850085e-38,1.0,2.4572150772438714,3.4279704999999997e-29
0.0,0.0,3.1536747e-09,7.3632835e-37,3.6360799999999997e-40,0.0,1666.167916340368,1.8339534999999998e-26,1225.6481624542496,5.0183245e-34,1.0,2.4955014163264884,1.1274549499999998e-26
0.0,0.0,2.7811252000000003e-06,3.4459309999999997e-32,1.5264801e-35,1.1278694e-33,1691.9699232885944,2.4805798999999998e-26,1247.290671005899,3.6591938e-29,0.99999726,2.435227244925914,2.6782199999999997e-26
0.0,0.0,3.2988655000000003e-07,1.5791501999999999e-28,3.3593342e-36,7.9578e-40,1531.9332883951583,2.3925455e-19,1155.6881515443424,4.745719e-30,0.99999964,2.2961020659868434,4.4832937000000006e-23
0.0,0.0,3.866273e-07,5.8155499999999994e-39,0.0,0.0,1626.0370495083248,1.4334832e-22,1190.7101212948269,2.1031159999999997e-36,0.99999964,2.4525638687234914,7.942879500000001e-24
0.0,0.0,8.304073000000001e-09,3.0281099999999997e-34,9.77454e-38,6.999999999999999e-45,1561.5232956504606,1.3304498e-18,1143.0203785403494,9.90945e-35,1.0,2.447537640730708,1.9061202000000004e-21
0.0,0.0,4.0178475e-05,1.0642324e-30,2.5794118e-37,3.1653000000000003e-41,1548.2914559023886,1.8410542e-22,1153.676972438312,2.5738502999999994e-28,0.9999598,2.344910859150541,4.65311e-20
0.0,0.0,1.7633335e-10,9.2e-44,0.0,0.0,1504.393715903495,5.41234e-32,1102.7054326210034,2.4566e-41,1.0,2.4837047340549687,2.154028e-34
0.0,5.999999999999998e-45,7.658594e-06,1.9628382e-25,1.2369067e-27,9.97824e-39,1548.6189410416116,2.653103e-17,1159.9809592654335,3.4753916e-25,0.9999924,2.2992658732416333,7.030969e-16
0.0,0.0,1.3342257e-07,9.99e-43,1e-45,1.89e-43,1521.8248969455121,1.3519244e-22,1109.3150193342924,3.272301599999999e-37,0.9999999,2.4752232292241936,9.464311e-30
0.0,0.0,3.2460253e-11,3.38111e-40,4.8599999999999994e-43,0.0,1602.823316600562,7.178356e-28,1189.341896341938,4.7046e-41,1.0,2.3632507389031603,3.4768264e-31
0.0,0.0,3.6776515e-12,1.3651972e-29,3.6496245e-30,2.62e-43,1484.73719529515,7.3851354e-31,1078.4305609469222,1.7037311e-32,1.0,2.5686820906737338,4.654534e-30
0.0,0.0,1.7050327000000002e-08,6.17356e-35,2.0849999999999998e-42,0.0,1550.4134897597967,5.1019709999999996e-23,1146.1434337892172,5.0901115e-31,1.0,2.4114340790839686,1.3594716e-27
0.0,0.0,6.1262524e-09,4.104001e-34,1.7998227e-38,0.0,1510.359271250947,1.6847113e-24,1115.7170899865455,4.6851847e-33,1.0,2.391969080771076,3.4397046000000004e-23
0.0,0.0,2.9166431e-05,4.0797000000000003e-41,8e-45,0.0,1657.4806423005984,6.876004e-21,1205.6877007259245,1.7606382999999996e-35,0.9999708,2.537856216601678,4.5883744e-24
0.0,0.0,0.00012999661,3.1571604e-30,1.7502726e-31,4.96193e-40,1660.4964867822214,4.192203299999998e-24,1218.6025080914014,5.133695299999998e-30,0.99986994,2.397613024792987,2.6718122e-23
0.0,0.0,6.6195895e-08,0.0,0.0,0.0,1508.5524709827844,7.937391499999998e-26,1089.892915079583,2.7999999999999995e-44,0.9999999,2.5600092938899337,7.0920655e-30
0.0,0.0,7.5227076e-06,4.6035575999999996e-29,7.7118533e-31,2.9213817999999996e-36,1510.5850897555229,3.8271212e-24,1095.5984837115047,3.9377104999999995e-27,0.9999925,2.5398876169120697,5.3614293e-21
0.0,0.0,1.3286354e-06,1.3025782e-38,7.3e-44,0.0,1664.6836175367569,7.945133e-27,1229.9680088839254,1.3894189999999999e-32,0.9999987,2.4101757793855225,1.3465262e-26
0.0,0.0,1.2366014e-10,1.7982242e-30,4.18963e-40,1.65827e-40,1606.7255072053915,4.0969028e-25,1177.3073534189627,5.86155e-29,1.0,2.481134783340804,2.2639997999999996e-26
1.0,5.91347e-11,1.6791448e-05,4.7747762e-06,4.1380464e-09,0.00024200436,2927.953551985378,0.9911374,2688.9522378524025,0.006474476999999999,2.6822828e-09,1.30188259277339,0.0017550971
1.0,7.561453999999998e-16,5.7718154e-07,3.039761e-07,1.110645e-11,6.761353000000001e-07,2925.3045550617853,0.9993254,2680.559183996441,0.00047451473,3.0709687999999996e-10,1.3127110538172553,0.0001839303
1.0,4.1635706e-17,2.0527393e-07,2.0465917e-07,8.566569e-14,2.3145651e-07,2912.0496984955685,0.9996582,2669.1479859566352,0.0002977778,6.248204e-11,1.340465433707054,2.3411587e-05
1.0,7.276970700000002e-10,7.805309e-06,0.00034426668,1.119686e-07,4.2317854e-05,2954.966076418969,0.98375076,2712.73052491129,0.0106792925,8.686433e-10,1.2927114813089686,0.0048535657000000005
1.0,8.560610999999997e-21,0.00029061004,1.5554322e-07,2.2131972e-13,1.4065639e-08,2958.051695024605,0.98671824,2712.8774225227075,0.011176664,1.579513e-08,1.2904959923302235,0.0016161201
1.0,9.829866e-11,0.0009734075,7.5670659999999986e-06,4.3145325999999994e-10,0.00090444484,2979.2155892343876,0.7400928000000001,2726.3089370728644,0.25392213,2.3659552000000004e-10,1.3497081234525858,0.0040653427
1.0,7.650822e-15,5.7294783e-06,6.19126e-07,1.9199373000000002e-11,9.643738e-06,2923.2158899145784,0.996512,2683.130778366473,0.002903448,6.458255e-10,1.3014648345187578,0.0004524313
1.0,7.531169399999998e-11,3.8827715e-05,1.48063955e-05,2.0359578e-10,0.0006940233,2923.393562096358,0.85820806,2675.23799236168,0.14063124,3.5233778e-11,1.3016297760851034,0.00040708273
1.0,2.1242994e-12,7.0386675e-05,2.6845473e-06,2.1805905e-08,1.0484254e-06,2951.2401498560457,0.9926644,2701.217466561734,0.0019388706,1.3590332e-08,1.3326920498018762,0.0045508747
1.0,3.9397638e-19,9.911203e-07,1.1212182e-09,1.7318348999999995e-15,1.8908365e-10,2911.9394227198372,0.99994516,2658.000430595734,4.1252297e-05,1.0644083500000001e-10,1.3406315869412986,5.6982403e-06
1.0,6.9680313e-16,0.0019331365,1.0330723e-07,1.4591226e-12,8.914401e-06,2917.573015559868,0.97551256,2672.727250275915,0.0189141,1.5415458e-09,1.2871700967159478,0.0036120806
1.0,1.2759118e-16,1.3612768e-05,8.354261599999999e-08,4.381209400000001e-12,1.6092328999999998e-07,2953.2963102502727,0.9991209,2713.530684224076,0.0003098973,4.5093695e-10,1.3197308849492029,0.0005520732400000001
1.0,1.7986249e-09,0.0041825273,0.00039867972,4.0703625e-07,6.5832144e-05,2907.832364922546,0.9118107,2661.3419254559626,0.07437655,1.735792e-07,1.3027461144162629,0.008531843
1.0,1.6286237000000001e-13,3.8803202e-05,1.087747e-06,5.338631e-11,1.7152872e-06,3011.984138939368,0.9914654,2751.7943019496806,0.007712951,3.4463812e-10,1.371019793082099,0.0005174214599999999
1.0,7.532723e-15,9.0360555e-07,1.9491418e-07,3.9046977e-12,7.724184000000001e-06,2912.139841847014,0.9992793,2653.123326410156,0.00041394963,5.7743944999999995e-11,1.327478272918606,0.0002892128
1.0,1.0509628e-09,0.0029843797,1.9544573e-06,1.4708764e-08,0.00011030348999999997,2910.7550946873835,0.9730472,2665.8093539531783,0.014091115,7.085535000000001e-08,1.289508657291169,0.009576586
1.0,1.4328297e-11,2.4593464e-05,9.169198e-05,4.0148582e-09,8.370948299999998e-07,2934.392912809382,0.9973253,2691.49058443726,0.000387157,5.0788421999999993e-08,1.2734205380126942,0.0013839902
1.0,2.756153e-13,2.7305498e-06,3.1412e-07,8.437767e-12,3.3822346e-07,2886.487151952855,0.99933547,2627.2403117860586,0.00014074727,1.0692012e-09,1.3275187138536828,0.00049930235
